,File Number,Explicit Connective1,Explicit Connective2,Arg1 Complete,Arg2 Complete,Exp Sense1,Exp Sense2
217,wsj_1830,but,when,Such centrifugal egg breakers have been around since the 1890s.,Mr. Maynard came forward with his machine in the early 1970s nobody else was offering them in the U.S.,Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
218,wsj_1839,and,if,I don't want to feel guilty representing my constituents.,"I think that some people {on HUD Secretary Jack Kemp's} staff are off base in terms in which they're evaluating certain things affecting my hometown, I have to tell you something -- I'm not going to take it.",Expansion.Conjunction,Contingency.Condition.Arg2-as-cond
219,wsj_1839,and,if,And one of our charges is to be an ombudsman for our area.,"we're not ombudsman for our area, we ought to be thrown out of office.",Expansion.Conjunction,Contingency.Condition.Arg2-as-cond
220,wsj_1856,but,now that,They grew up with more brand choices than any generation and have shown less allegiance so far.,"they're settling down and raising families, might they also show more stability in their brand choices?",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
221,wsj_1856,but,since,The Kraft General Foods brand stopped advertising for about a year in 1987 and gave up several market share points and its leadership position in the coffee business.,"returning to advertising, Maxwell House has regained the lost share and is running neck and neck with archrival Folgers.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Succession
222,wsj_1863,but,as,"Program traders were publicly castigated following the 508-point crash Oct. 19, 1987, and a number of brokerage firms pulled back from using this strategy for a while.","the outcry faded by the spring of 1988, they resumed.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
223,wsj_1865,but,when,"""They've stepped up to the plate to take the write-downs,","markets head down, a company is always exposed to further negative surprises,"" Mr. Hoyt said.",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
224,wsj_1874,but,when,"Early yesterday, bonds rose as investors rushed to buy Treasury securities on the prospect that stocks would plummet in the aftermath of the massive California earthquake. For example, some securities analysts warned that stocks of certain insurance companies, which face massive damage claims, would get hit hard.","the Dow Jones Industrial Average rose instead, bonds drifted lower.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
225,wsj_1874,and,because,But their potential quake exposure is seen as small given that they require a financial cushion on all the loans they purchase.,"Northern California home prices are so high, loans from the region often are too large to be included in Freddie Mac and Fannie Mae pools.",Expansion.Conjunction,Contingency.Cause.Reason
226,wsj_1875,but,while,"East Germany yesterday removed Erich Honecker, one of the staunchest holdouts against the reform rumbling through the Communist world, in an effort to win back the confidence of its increasingly rebellious citizens.","it was a move that stunned the East bloc, it hardly ushers in an era of reform -- at least anytime soon.",Comparison.Concession.Arg2-as-denier,Comparison.Concession.Arg1-as-denier
227,wsj_1878,so,before,"""I have to attribute the lackluster performance to a natural disaster,"" said Mr. Premner. ""","I start to be really critical of NBC, I would like to know more about what happened.""",Contingency.Cause.Result,Temporal.Asynchronous.Precedence
228,wsj_1929,but,if,"Faced with another Mr. Honecker, so many despairing East Germans are likely to flee that the two German peoples will get their reunification, de facto, on West German ground.","East Germany's arthritic Politburo does loosen up enough to permit Mr. Krenz to make serious efforts at reform, he will face a challenge just as fundamental.",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
229,wsj_1929,but,even if,"There have been some reports that Mr. Krenz is moving to ""soften"" his reputation, notably rumors that it was he who kept East Germany's state police off protesters' backs at the country's dismal 40th anniversary celebrations earlier this month.","he effects a Hyde-to-Jekyll transformation, he will face a serious ideological crisis and Reunification Scenario Two.",Comparison.Concession.Arg2-as-denier,Comparison.Concession.Arg1-as-denier
230,wsj_1932,but,once,"""One is the panic, the earthquake in San Francisco, which is positive.""","that factor was eliminated, traders took profits and focused on crude oil inventories, Mr. Barakat said.",Comparison.Contrast,Temporal.Asynchronous.Succession
231,wsj_1936,but,if,The Wilbur translation is remarkable -- well worth a read and even better seen in the theater if you ever have the opportunity.,"you happen to be coming to Chicago in the next few weeks, don't fail to have a look at Robert Falls's ""The Misanthrope"" at the Goodman.",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
232,wsj_1957,but,even though,"""Nothing has changed fundamentally in the Tokyo market.""","Tokyo appears unharmed by recent market volatility, analysts and traders say there are still a few concerns on the horizon.",Comparison.Concession.Arg2-as-denier,Comparison.Concession.Arg1-as-denier
233,wsj_1957,and,if,"If you bought, you wish you hadn't,","you sold, you wish you hadn't.""",Expansion.Conjunction,Contingency.Condition.Arg2-as-cond
234,wsj_1962,but,while,"After all, they won't soon forget the stock bargains that became available after the October 1987 crash.","they want to be on the alert for similar buying opportunities now, they're afraid of being hammered by another terrifying plunge.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
235,wsj_1962,but,while,"Unlike options on individual issues, index options are settled only in cash, and no stock is ever tendered.","index options are convenient, they have several disadvantages.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
236,wsj_1962,but,if,Selling a call option gives an investor a small buffer against a stock-market decline. That's because it reduces the cost of the stock by the amount of premium received from the sale of the call.,"the price of the stock rises above the strike price of the option, the stock is almost certain to be called away.",Comparison.Contrast,Contingency.Condition.Arg2-as-cond
237,wsj_1973,and,while,"""The success of a new product in the database line is needed.","the company hasn't made a definite statement, it now looks like that's not going to be anytime soon,"" Mr. Maxwell said.",Expansion.Conjunction,Comparison.Concession.Arg1-as-denier
238,wsj_1984,but,before,"Supposedly the IRS will sell off the assets of MPI,","it can, a lowly IRS agent is called into the hospital room of Wylie Slaughter, the dying head of the Central Intelligence Agency.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
239,wsj_1986,but,if,"Second, a long-term shareholder of a good company needn't worry too much when the stock price drops temporarily: It will bounce back.","a raider takes over when the stock is weak, the shareholder never gets his recovery.",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
240,wsj_1996,but,even before,"The first priority for Wang's sales force is to make sure it holds on to existing customers. Wang's installed base is one of its greatest assets, and many of those customers remain extremely loyal.","Wang's latest financial troubles surfaced, some customers ""were trying to wall off their Wang installations"" so other departments wouldn't add Wang, says Chris Christiansen, a former Wang marketer who is now a market analyst with Meta Group, a market research firm in Stamford, Conn.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
241,wsj_2011,but,if,"I bow to no one in my regard for our terrestrial heritage,",we are serious about global warming we must look at the big picture and not allow the Dominant Culture to lock us into the capitalist-exploiters-greedy-American-consumers-global- warming scenario as the sole model for discussion.,Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
242,wsj_2032,but,after,"In July, Eastern and its creditors agreed on a reorganization plan that called for Eastern to sell $1.8 billion in assets and to emerge from bankruptcy-law protection at two-thirds its former size.","selling off pieces such as its East Coast shuttle, its Philadelphia hub and various planes, Eastern hit a stumbling block.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Succession
243,wsj_2041,but,if,"Most political analysts say that if Mr. Gandhi's opposition unites to field single candidates in most precincts, the Congress (I) will lose big.","the opposition remains fractured, the Congress (I) could win a small majority, or lead a coalition government.",Comparison.Contrast,Contingency.Condition.Arg2-as-cond
244,wsj_2044,and,while,"Similarly, the House agreed to add back $62 million to continue work on the advanced communications technology satellite, being developed by General Electric Co.","setting a statutory limit of $1.6 billion on the automated space probe, the conference appropriated $30 million for the start-up of the CRAF-Cassini mission, a successor to the Voyager space probe.",Expansion.Conjunction,Temporal.Synchronous
245,wsj_2045,because,if,There is little incentive to buy gold,"the stock market goes higher, it may be just a false alarm.",Contingency.Cause.Reason,Contingency.Condition.Arg2-as-cond
246,wsj_2052,but,as soon as,"The only fly in the Soviet ointment was the last-minute addition of a unilateral American caveat, that U.S. aid to the resistance would continue as long as Soviet aid to Kabul did.","the accords were signed, American officials sharply reduced aid.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Succession
247,wsj_2053,and,while,"The House has already voted for a deep cut in funding, and in the end the program's backers will be hard pressed to head off some reduction in spending next year.","the defense secretary is speaking out, President Bush himself hasn't launched any high-visibility campaign to drum up support, as President Reagan did.",Expansion.Conjunction,Comparison.Contrast
248,wsj_2057,and,when,"On Monday, for instance, Howard Ward, a principal at Scudder, Stevens & Clark, found that ""you couldn't buy blue-chips at quoted prices without paying up.""","many firms had to ""pay up,"" Monday's sudden rally was sparked.",Expansion.Conjunction,Temporal.Asynchronous.Succession
249,wsj_2058,or,if,"Activists fear that if the shuttle carrying Galileo into orbit should explode,","Galileo itself crashes into the Earth during the two times it flies close to the planet, fatal levels of plutonium would be released into the atmosphere.",Expansion.Disjunction,Contingency.Condition.Arg2-as-cond
250,wsj_2106,but,while,"Admirers of Mr. Glass may agree with the critic Richard Kostelanetz's sense that the 1974 ""Music in Twelve Parts"" is as encyclopedic and weighty as ""The Well-Tempered Clavier.""","making the obvious point that both composers develop variations from themes, this comparison ignores the intensely claustrophobic nature of Mr. Glass's music.",Comparison.Concession.Arg2-as-denier,Comparison.Concession.Arg1-as-denier
251,wsj_2113,and,until,"(Trouble is, Mr. Bond has yet to pay up,","he does, Sotheby's has the painting under lock and key.)",Expansion.Conjunction,Temporal.Asynchronous.Precedence
252,wsj_2113,and,while,"Sotheby's vice president Diana Levitt says the auction house has been ""assisting"" Mr. Paul in selling the paintings.","Sotheby's chief rivals in the art world, private art dealers, ""won't be happy to hear it,"" she adds, ""a number of {the artworks} have already been sold, and at a substantial profit.""",Expansion.Conjunction,Comparison.Concession.Arg1-as-denier
253,wsj_2125,but,when,"""Competition from third parties who have cash and are prepared to buy has always existed and will continue,"" added Mr. Rosenthal. ""","prices were crazy, it was even harder to do an LBO.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
254,wsj_2145,but,with,"At the time, its shares were selling above their initial offering price of $19, and bankers believed Staples would sell new stock without a hitch.","the company's shares standing at $15 yesterday, a new offering seems unlikely, company officials say.",Comparison.Concession.Arg2-as-denier,Contingency.Cause.Reason
255,wsj_2149,but,as,We understand such rueful wisdom must be retrospective: The owl of Minerva only spreads her wings at dusk.,"""The Remains of the Day"" so eloquently demonstrates with quiet virtuosity, such wisdom can be movingly embodied in art.",Comparison.Concession.Arg2-as-denier,Contingency.Cause+Belief.Reason+Belief
256,wsj_2151,and,as,"Unlikely as it may seem, tiny, politically neutral Ireland has penetrated the mighty Soviet airline bureaucracy.","Aeroflot struggles to boost its service standards, upgrade its fleet and pursue commercial opportunities, the Irish aviation industry seems poised to benefit.",Expansion.Conjunction,Temporal.Synchronous
257,wsj_2160,but,while,Making matters worse was the fact that late Friday afternoon the CBOE halted stock-index options trading in step with the Chicago Mercantile Exchange's halt in stock-index futures.,"the Merc reopened a half hour later, the CBOE remained closed, leaving many options traders unable to make trades that might have reduced the losses.",Comparison.Concession.Arg2-as-denier,Comparison.Contrast
258,wsj_2160,and,with,"Exchange officials reasoned that they wouldn't have been able to make such a rotation with the time remaining Friday afternoon,","the stock-index futures on the verge of closing for a second and final time, the CBOE reasoned that its best course was to remain closed.",Expansion.Conjunction,Contingency.Cause.Reason
259,wsj_2161,and,even though,"Three years ago, the Internal Revenue Service's office in San Jose, Calif., opened its doors to on-site massage.","employees paid the bill, taxpayers grumbled.",Expansion.Conjunction,Comparison.Concession.Arg1-as-denier
260,wsj_2161,and,after,"""But he pulled through,","the ambulance left, there were still six people in line waiting for a massage.",Expansion.Conjunction,Temporal.Asynchronous.Succession
261,wsj_2169,but,before,"""Now, I feel maybe there's a little bit of euphoria.""","the stock market rebounded from a sharp early sell-off yesterday, he said, ""You couldn't buy {junk bonds} and you couldn't give them away.""",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
262,wsj_2172,but,if,The pilot union is vowing to pursue an acquisition whatever the board decides.,"the board rejects a reduced bid and decides to explore other alternatives, it could transform what has been a harmonious process into an adversarial one.",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
263,wsj_2202,and,while,"Partisans of the two combatants sat side by side in the 49,000-plus seats of Oakland Coliseum,","they cheered their favorites and booed the opposition, hostilities advanced no further, at least as far as I could see.",Expansion.Conjunction,Comparison.Concession.Arg1-as-denier
264,wsj_2205,but,as,"By lunchtime, the selling was at near-panic fever.","the day ended in a frantic Wall Street-inspired rally, the City breathed a sigh of relief.",Comparison.Contrast,Temporal.Synchronous
265,wsj_2205,and,before,"In the wake of Wall Street's plunge last Friday, the London market was considered especially vulnerable.","the opening of trading here yesterday, all eyes were on early trading in Tokyo for a clue as to how widespread the fallout might be.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
266,wsj_2210,but,even if,"Some big institutions, including banks, began picking up lower-priced shares late yesterday, but most investors wanted to see what would happen in New York before acting.","Wall Street continues to stabilize, analysts here say the latest blow to investor confidence could inhibit a swift recovery for the Frankfurt exchange, which already was showing signs of weakness after the DAX had slipped from a 1989 high of 1657.61 on Sept. 8.",Comparison.Concession.Arg2-as-denier,Comparison.Concession.Arg1-as-denier
267,wsj_2230,but,rather than,All eyes were on Tokyo at the opening because it was the first major market to trade since Friday's 190.58-point plunge on Wall Street.,"set the tone for other markets, Japan's major institutional investors chose to remain on the sidelines.",Comparison.Concession.Arg2-as-denier,Expansion.Substitution.Arg1-as-subst
268,wsj_2230,because,when,"""Singapore took the hit","people want to get out, they tend to go where the liquidity is,"" said Elizabeth Hambrecht, a regional analyst with Baring Securities (Hong Kong) Ltd.",Contingency.Cause.Reason,Temporal.Synchronous
269,wsj_2231,but,if,"As usual the green lobby's proposal is disconnected from scientific reality. Consider the greenhouse-effect provision. The proposed initiative would mandate a reduction of carbon dioxide of 40%. Even if one buys into the whole greenhouse theory, it is inconceivable that reductions in a single state could have any impact on what is billed as a global problem.","rational science and economics have nothing to do with the new environment initiative, what is going on?",Comparison.Concession.Arg2-as-denier,Contingency.Condition+SpeechAct
270,wsj_2232,and,when,"Then at 10:15 the Dow suddenly started to rebound,",it shot upward it did so even faster than the early-morning fall.,Expansion.Conjunction,Temporal.Synchronous
271,wsj_2232,and,when,"Many market makers in the S&P 100 index options contract had bullish positions Friday,",the shutdown came they were frozen with huge losses.,Expansion.Conjunction,Temporal.Synchronous
272,wsj_2232,then,when,This time {institutions} saw the programs coming and backed away and backed away.,"the market was at a technical level to buy, they came in with a vengeance.""",Temporal.Asynchronous.Precedence,Temporal.Synchronous
273,wsj_2234,but,if,"""Anybody can vote as they want,"" said Rep. William Lehman (D., Fla.), head of the House conferees. ""","you make a request, you should support the committee.""",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
274,wsj_2239,but,when,"That caused investors to flee stocks and buy high-quality Treasury bonds, which are safer than other types of securities.","stocks began to climb instead, prices of Treasury bonds declined.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
275,wsj_2239,but,as,"The benchmark 30-year bond, for example rose one point in early Japanese trading in reaction to a quick 600-point drop in the Tokyo stock market.","Japanese stocks rebounded, Treasurys retreated and ended just modestly higher.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
276,wsj_2250,but,when,"But some industry observers believe the resurgence of black and white is only a fad. They cite the emergence of still electronic photography, more newspapers turning to color on their pages and measurable improvements in the quality of color prints.   ""Black and white hasn't made the same quantum leaps in technological development as color,"" says Mr. Butler of the Rochester Institute. ""The color print today is far superior to prints of 10 years ago. You can't say the same with black and white.""","Popular Photography, a leading magazine for photographers, selected 15 of the greatest photos ever made for its latest issue celebrating photography's 150th anniversary, all were black and white.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
277,wsj_2265,but,as,"Crude oil declined early,","the stock market retained early gains, it, too, became stronger, ending with a small net loss.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
278,wsj_2276,but,before,"Ten minutes later, the Dow hit bottom-down 63.52 points, another 2.5%.","then, some of Wall Street's sharpest traders say, they sensed a turn.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
279,wsj_2276,and,when,"Many market makers in the S&P 100 index options contract had bullish positions Friday,",the shutdown came they were frozen with huge losses.,Expansion.Conjunction,Temporal.Synchronous
280,wsj_2300,but,while,"No, it wasn't Black Monday.",the New York Stock Exchange didn't fall apart Friday as the Dow Jones Industrial Average plunged 190.58 points -- most of it in the final hour -- it barely managed to stay this side of chaos.,Comparison.Concession.Arg2-as-denier,Comparison.Concession.Arg1-as-denier
281,wsj_2300,but,as,These stocks eventually reopened.,"panic spread, speculators began to sell blue-chip stocks such as Philip Morris and International Business Machines to offset their losses.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
282,wsj_2313,then,once,"Typically, developers option property, and","they get the administrative approvals, they buy it,"" said Mr. Karatz, adding that he believes the joint venture is the first of its kind.",Temporal.Asynchronous.Precedence,Temporal.Asynchronous.Succession
283,wsj_2320,but,with,"""When shelf space was cheap, bigger was better,"" says Hugh Zurkuhlen, an analyst at Salomon Bros.","so many brands vying for space, that's no longer the case.",Comparison.Concession.Arg2-as-denier,Contingency.Cause.Reason
284,wsj_2330,and,if,"For one thing, even with many farmers planting more winter wheat this year than last, tight wheat supplies are likely to support prices well into 1990, the analysts say.","rain doesn't fall soon across many of the Great Plains' wheat-growing areas, yields in the crop now being planted could be reduced, further squeezing supplies.",Expansion.Conjunction,Contingency.Condition.Arg2-as-cond
285,wsj_2351,so,as,"It focused on building up its news bureaus around the world,",events took place it could go live quicker and longer than other networks.,Contingency.Purpose.Arg2-as-goal,Temporal.Synchronous
286,wsj_2363,but,when,"""It's very much a growing concern.","something is inevitable, you learn to live with it,"" he said.",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
287,wsj_2366,and,although,"Seven of nine states have grown each year since 1980, including New York, which lost 4% of its population during the 1970s.","Pennsylvania and Massachusetts suffered slight declines earlier in the decade, they are growing again.",Expansion.Conjunction,Comparison.Concession.Arg1-as-denier
288,wsj_2366,and,even after,"THANKS TO modern medicine, more couples are growing old together.","losing a spouse, more of the elderly are staying independent.",Expansion.Conjunction,Temporal.Asynchronous.Succession
289,wsj_2368,and,even if,"And the local expression for brother is ""brah,"" not ""bruddah.""","a nurse would wear flowers in her hair while on duty, if she were engaged she would know to wear them behind her left, not right, ear.",Expansion.Conjunction,Comparison.Concession.Arg1-as-denier
290,wsj_2373,and,if,"I think what bothered me most about the piece was that there seemed to be an underlying attitude to tell your readers all is well -- if you're getting laid off don't worry,","you're unemployed, it's a seller's market.",Expansion.Conjunction,Contingency.Condition+SpeechAct
291,wsj_2377,but,if,He's right about his subcommittee's responsibilities when it comes to obtaining information from prior HUD officials.,"his explanation of motivation is true, why is his investigation so oriented as to identify criminal activity?",Comparison.Concession.Arg2-as-denier,Contingency.Condition+SpeechAct
292,wsj_2397,but,if," 
Reflecting the new-found interest, more than 140 U.S. companies are taking part in a Moscow exhibition organized by Mr. Forrester's trade group.
","the stock market doesn't continue to plummet, the beneficial effects of lower interest rates and a lower dollar may well dominate.",Comparison.Concession.Arg2-as-denier,Contingency.Condition.Arg2-as-cond
293,wsj_2397,and,if,"If the reactions of executives gathered Saturday at Hot Springs, Va., for the Business Council meetings are typical, business leaders weren't overly rattled by Friday's decline.","foreign investors become a tad more cautious -- well, the dollar's recent strength suggests that the U.S. can stand it.",Expansion.Conjunction,Contingency.Condition+SpeechAct
294,wsj_2402,and,although,"Michelle lives in a hotel room,","she drives a canary-colored Porsche, she hasn't time to clean or repair it; the beat-up vehicle can be started only with a huge pair of pliers because the ignition key has broken off in the lock.",Expansion.Conjunction,Comparison.Concession.Arg1-as-denier
295,wsj_2415,and,when,"""This is all emotion right now,","emotion starts to run, it can run further than anyone anticipates,"" he said.",Expansion.Conjunction,Contingency.Condition.Arg2-as-cond
296,wsj_2431,but,while,"So it seems that Mr. Mitsotakis and his communist chums may have unwittingly served Mr. Papandreou a moral victory on a platter: PASOK, whether guilty or not, can now traipse the countryside condemning the whole affair as a witch hunt at Mr. Papandreou's expense.","verbal high jinks alone won't help PASOK regain power, Mr. Papandreou should never be underestimated.",Comparison.Concession.Arg2-as-denier,Temporal.Synchronous
297,wsj_2431,but,since,He's not exactly sitting pretty at this stage.,"he is undoubtedly one of the most proficient bull slingers who ever raked muck, it seems far wiser to view him as sidelined, but certainly not yet eliminated.",Comparison.Concession.Arg2-as-denier,Contingency.Cause.Reason
298,wsj_2433,but,when,The suit claimed Apple's stock climbed to a high of $63.50 a share on the basis of the company's optimistic forecasts.,"the company revealed Lisa's poor sales late in 1983, the stock plummeted to a low of $17.37 a share, according to the suit.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Succession
299,wsj_2451,but,with,"And for six years, NBC, ABC and CBS have negotiated with Hollywood studios in a futile attempt to change that.","foreign companies snapping up U.S. movie studios, the networks are pressing their fight harder than ever.",Comparison.Concession.Arg2-as-denier,Contingency.Cause.Reason
300,wsj_2451,but,before,"The Reagan-era Federal Communications Commission had ruled in favor of killing most of the rules. Various evidence, including a Brookings Institution study of some 800 series that the networks had aired and had partly owned in the 1960s, showed the networks didn't wield undue control over the studios as had been alleged.","the rules were to die, former President Ronald Reagan, a one-time actor, intervened on behalf of Hollywood.",Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
301,wsj_2454,and,if,"""We want to see Nelson Mandela and all our comrades out of prison,",we aren't disciplined we may not see them here with us.,Expansion.Conjunction,Contingency.Condition.Arg2-as-cond
