"File Number","Explicit Connective1","Explicit Connective2","Arg1 Text","Arg2 Text"
"wsj_1687","but","even if","The increasing likelihood that Cananea and Highland Valley will soon return to production may have cut some of that purchasing,","any of these mines begin operating soon, their output won't be significant until at least the end of the year, analysts note."
"wsj_1688","but","if","","defendants can prove that they met San Francisco's stringent building codes, ""that's probably going to protect them,"" Mr. Ruvolo says."
"wsj_1688","or","when","The state is protected when plans and designs for public structures were approved ahead of time","structures met previously approved standards, says Mr. Covert."
"wsj_1698","but","then","Congress would have 20 days to reject the package with a 50% majority,","a President could veto that rejection."
"wsj_1698","but","if","We're told Senator Pryor isn't yet a co-sponsor,","he and his colleagues are serious about kicking their compulsions, they'll sign up."
"wsj_1713","later","if","Nationwide Health said it has ""numerous financing activities"" under way to remedy the problem and will make up the dividend payment","possible."
"wsj_1760","and","then","White women serve tea and coffee,","wash the cups and saucers afterwards."
"wsj_1778","but","when","The quake knocked The Well out for six hours,","it came back up, it teemed with emotional first-hand reports."
"wsj_1778","and","then","This time, it just got stronger","the building started shaking violently up and down as though it were a child's toy block that was being tossed."
"wsj_1778","then","as","","things got rougher, we ran for the door and spent the next few minutes outside watching the brick sidewalk under our feet oozing up and down, and the flowers waving in an eerie rhythm."
"wsj_1778","and","then","The three of us stopped breathing for a moment,","when it kept on coming we lunged for the doorway."
"wsj_1778","then","when","The three of us stopped breathing for a moment, and","it kept on coming we lunged for the doorway."
"wsj_1778","and","then","Next to Chez Panisse a homeless couple, bundled into a blue sleeping bag, sat up, said, ""Good morning""","the woman smiled, said, ""Isn't it great just to be alive?"""
"wsj_1780","or","if","The secretary would be required to block an acquisition if he concluded that it would so weaken an airline financially that it would hurt safety or reduce the carrier's ability to compete,","it gave control to a foreign interest."
"wsj_1789","and","with","","the quiet pragmatism of Mr. Guzman Cabrera replacing the prickly populism of La Quina, government technocrats have been given a free hand to open the petrochemical sector to wider private and foreign investment."
"wsj_1789","but","when","","the Pemex plant shut down for an annual overhaul, it would never give notice to its customers."
"wsj_1792","but","still","""If the {new} deal had us putting up less money","having 15%, that would be a point in our favor,"" he said."
"wsj_1793","but","at the same time","",", spending on physician services and ambulatory care have mushroomed."
"wsj_1795","and","still","It has an unusual kind of independence from elected officials","has authority over one of the most powerful of government's instruments -- the control of the money supply."
"wsj_1802","and","if","We don't have an absolute deadline","market conditions are truly awful we might decide it is not the right time,"" to take particular steps, said Michael Prideaux, a B.A.T spokesman."
"wsj_1810","but","when","","stocks held steady, Treasury bonds later retreated."
"wsj_1810","but","when","""","it does matter, then it's the only thing that matters."""
"wsj_1819","and","thus","Travelers and other insurers have maintained that cleanup costs aren't damages","aren't covered under commercial policies."
"wsj_1820","and","therefore","The main advantage of a convertible mortgage is that it is not a sale","does not trigger costly transfer taxes and reappraisal."
"wsj_1822","and","then","""The pigs in the trough may have to give a little bit of the slop back","the deal can go through,"" said Peter C. Canellos, tax partner at Wachtell, Lipton, Rosen & Katz."
"wsj_1822","and","therefore","The bill would then declare that the debt is equity","isn't deductible."
"wsj_1824","and","though","","federal law dictates that only $100 million can be disbursed from that fund in any one state per disaster, administration officials expect Congress to move in to authorize spending more now in California."
"wsj_1825","and","while","","it's too soon to tell how sales will fare in the important 1989 Christmas season, some companies take steps to ease the usual 11th-hour crush."
"wsj_1827","and","because","Northrop said sales fell because of the decline in B-2 development dollars from the government as the plane continues its initial production stage","fewer F/A-18 fighter sections are being produced in its subcontract work with prime contractor McDonnell Douglas Corp."
"wsj_1830","but","when","","Mr. Maynard came forward with his machine in the early 1970s nobody else was offering them in the U.S."
"wsj_1839","and","if","","I think that some people {on HUD Secretary Jack Kemp's} staff are off base in terms in which they're evaluating certain things affecting my hometown, I have to tell you something -- I'm not going to take it."
"wsj_1839","and","if","","we're not ombudsman for our area, we ought to be thrown out of office."
"wsj_1839","but","if","","I feel that there are situations where I'm trying to get housing for our area -- whatever it happens to be -- and I have to feel that I can't even ask a question, I've got to tell you, I think that's outrageous. ."
"wsj_1844","and","also","Since then, Della Femina won Pan Am as an international client","does work for a few packaged-goods clients, including Dow Chemical Co. 's Saran Wrap."
"wsj_1844","and","then","Staffers at Thompson, whose offices are in the ultramodern Embarcadero Center, watched pictures drop from the walls","felt the skyscraper sway seven to eight feet, according to a spokeswoman."
"wsj_1847","and","so","They also give those in Congress political credit for bringing home the pork,","they are popular with such Members as Mary Rose Oakar."
"wsj_1856","but","now that","","they're settling down and raising families, might they also show more stability in their brand choices?"
"wsj_1856","but","since","","returning to advertising, Maxwell House has regained the lost share and is running neck and neck with archrival Folgers."
"wsj_1857","and","then","Since commercial air travel is interrupted, Aetna, based in Hartford, Conn., chartered three planes to fly claims adjusters into Sacramento","planned for them to drive to the Bay area."
"wsj_1863","but","as","","the outcry faded by the spring of 1988, they resumed."
"wsj_1865","but","when","""They've stepped up to the plate to take the write-downs,","markets head down, a company is always exposed to further negative surprises,"" Mr. Hoyt said."
"wsj_1866","and","when","""The equity decision will come when the client is ready","there's a semblance of confidence."""
"wsj_1870","and","then","The earthquake is likely to reduce GNP negligibly in the near term","could raise it a bit as rebuilding begins."
"wsj_1874","but","when","","the Dow Jones Industrial Average rose instead, bonds drifted lower."
"wsj_1874","and","because","","Northern California home prices are so high, loans from the region often are too large to be included in Freddie Mac and Fannie Mae pools."
"wsj_1875","but","while","","it was a move that stunned the East bloc, it hardly ushers in an era of reform -- at least anytime soon."
"wsj_1878","so","before","""","I start to be really critical of NBC, I would like to know more about what happened."""
"wsj_1881","but","meanwhile","",", USAir is expected to show losses or lackluster profit for several quarters as it tries to digest Piedmont Airlines, which it acquired."
"wsj_1903","and","in the end","Time executives complained about the shoddy editorial quality,",", one Time executive who asked not to be identified said, ""Frankly, McCall's and the joint venture were an embarrassment."""
"wsj_1929","but","if","","East Germany's arthritic Politburo does loosen up enough to permit Mr. Krenz to make serious efforts at reform, he will face a challenge just as fundamental."
"wsj_1929","but","even if","","he effects a Hyde-to-Jekyll transformation, he will face a serious ideological crisis and Reunification Scenario Two."
"wsj_1932","but","once","","that factor was eliminated, traders took profits and focused on crude oil inventories, Mr. Barakat said."
"wsj_1935","but","because","","resources are going to their most efficient use, leaving scarce goods ""allocated to those buyers who place the highest value on them."""
"wsj_1935","and","then","They set up absurd situations, detached from reality,","try to reason from them."
"wsj_1936","but","if","","you happen to be coming to Chicago in the next few weeks, don't fail to have a look at Robert Falls's ""The Misanthrope"" at the Goodman."
"wsj_1944","but","still","Mr. Templeton's 147,300-share purchase in the closed-end fund came before the U.S. stock market's plunge last Friday,","proved slightly profitable."
"wsj_1957","but","later","Foreign investors reportedly started off selling","joined in the buying."
"wsj_1957","but","even though","","Tokyo appears unharmed by recent market volatility, analysts and traders say there are still a few concerns on the horizon."
"wsj_1957","and","if","If you bought, you wish you hadn't,","you sold, you wish you hadn't."""
"wsj_1962","but","while","","they want to be on the alert for similar buying opportunities now, they're afraid of being hammered by another terrifying plunge."
"wsj_1962","and","simultaneously","Called a ""married put,"" the technique is carried out by purchasing a stock","buying a put option on that stock."
"wsj_1962","and","simultaneously","When a stock falls below the put's strike price, the investor simply sells the stock at a loss","sells the put at a profit."
"wsj_1962","but","while","","index options are convenient, they have several disadvantages."
"wsj_1962","but","if","","the price of the stock rises above the strike price of the option, the stock is almost certain to be called away."
"wsj_1973","and","while","","the company hasn't made a definite statement, it now looks like that's not going to be anytime soon,"" Mr. Maxwell said."
"wsj_1984","but","before","Supposedly the IRS will sell off the assets of MPI,","it can, a lowly IRS agent is called into the hospital room of Wylie Slaughter, the dying head of the Central Intelligence Agency."
"wsj_1984","but","even so","The evening is short -- 95 minutes without an intermission --",", as the play progresses the thrust of Mr. Gelbart's satire loses its sharpness as his targets pop up ever more predictably."
"wsj_1986","but","if","","a raider takes over when the stock is weak, the shareholder never gets his recovery."
"wsj_1996","but","even before","","Wang's latest financial troubles surfaced, some customers ""were trying to wall off their Wang installations"" so other departments wouldn't add Wang, says Chris Christiansen, a former Wang marketer who is now a market analyst with Meta Group, a market research firm in Stamford, Conn."
"wsj_1999","and","thus","We think revenue will continue to grow and that we can control costs","improve profitability."""
"wsj_1999","and","also","The company reported a 3.1% increase in the number of access lines in service,","said its Southwestern Bell Mobile Systems unit added 30,000 new customers, with a current total of about 333,000."
"wsj_2011","but","if","I bow to no one in my regard for our terrestrial heritage,","we are serious about global warming we must look at the big picture and not allow the Dominant Culture to lock us into the capitalist-exploiters-greedy-American-consumers-global- warming scenario as the sole model for discussion."
"wsj_2013","and","later","The U.S. has befriended","turned against many dictators, but none quite so resourceful."
"wsj_2013","and","still","And out of necessity: The U.S. can make mistakes","hope to remove him from power, but a single error on his part could cost him his life."
"wsj_2013","but","simultaneously","""Unfortunately,"" Mr. Eskenazi wrote in a letter, ""those of us in law enforcement in Miami find ourselves frequently attempting to enforce the laws of the United States","being caught between foreign policy considerations over which we have no control."""
"wsj_2032","but","after","","selling off pieces such as its East Coast shuttle, its Philadelphia hub and various planes, Eastern hit a stumbling block."
"wsj_2041","but","if","","the opposition remains fractured, the Congress (I) could win a small majority, or lead a coalition government."
"wsj_2041","and","then","When the Congress (I) lost the 1977 election, following Mrs. Gandhi's hated emergency rule, a similar coalition took power","disintegrated."
"wsj_2042","and","therefore","CACI, based in Arlington, Va., said it hadn't seen the filing by Parsow and Elkhorn","had no comment."
"wsj_2044","and","while","","setting a statutory limit of $1.6 billion on the automated space probe, the conference appropriated $30 million for the start-up of the CRAF-Cassini mission, a successor to the Voyager space probe."
"wsj_2045","because","if","There is little incentive to buy gold","the stock market goes higher, it may be just a false alarm."
"wsj_2052","but","as soon as","","the accords were signed, American officials sharply reduced aid."
"wsj_2053","and","while","","the defense secretary is speaking out, President Bush himself hasn't launched any high-visibility campaign to drum up support, as President Reagan did."
"wsj_2057","but","when","","they discover that markets aren't always as liquid as they supposed -- markets jump."
"wsj_2057","and","when","","many firms had to ""pay up,"" Monday's sudden rally was sparked."
"wsj_2058","or","if","Activists fear that if the shuttle carrying Galileo into orbit should explode,","Galileo itself crashes into the Earth during the two times it flies close to the planet, fatal levels of plutonium would be released into the atmosphere."
"wsj_2059","but","even if","","they behaved recklessly, reasons still exist to fear and resist this steady process of case-by-case judicial extension of the law of insider trading."
"wsj_2059","and","so","When a court decides that a particular actor's conduct was culpable","extends the definition of insider trading to reach this conduct, it does not see the potentially enormous number of other cases that will be covered by the expanded rule."
"wsj_2086","and","then","GM is expected to inject roughly #200 million ($316 million) by acquiring some Jaguar shares,","win Jaguar management's promise of an eventual 30% stake."
"wsj_2095","and","thus","A BroadBeach spokeswoman said the company sold the stock in the open market","couldn't identify the buyer or buyers."
"wsj_2106","and","then","Later it was performed on Radio Bremen in Germany,","Lucinda Childs took it for one of her dance pieces."
"wsj_2106","but","while","","making the obvious point that both composers develop variations from themes, this comparison ignores the intensely claustrophobic nature of Mr. Glass's music."
"wsj_2112","and","then","After Mr. Carter was defeated in 1980, the shah's ghost claimed the credit","went after President Reagan and Cap Weinberger."
"wsj_2113","and","until","(Trouble is, Mr. Bond has yet to pay up,","he does, Sotheby's has the painting under lock and key.)"
"wsj_2113","and","while","","Sotheby's chief rivals in the art world, private art dealers, ""won't be happy to hear it,"" she adds, ""a number of {the artworks} have already been sold, and at a substantial profit."""
"wsj_2125","but","when","""","prices were crazy, it was even harder to do an LBO."
"wsj_2142","but","later","At Scudder and at the smaller Ivy funds group in Hingham, Mass., for instance, some shareholders called early in the morning to switch money from stock funds to money market funds,","called back to reverse the switches."
"wsj_2145","but","with","","the company's shares standing at $15 yesterday, a new offering seems unlikely, company officials say."
"wsj_2149","and","thereby","As he stands on a hill at the beginning of a six-day motor expedition from Oxfordshire to Cornwall, where a former housekeeper resides, perhaps the victim of an unhappy 20-year marriage, perhaps (he hopes with more fervor than he will ever acknowledge) not disinclined to return to domestic service, Stevens surveys the view","provides a self-portrait, a credo and the author's metaphor for the aesthetic of the novel we're reading:"
"wsj_2149","and","at the same time","With great aplomb he considers not only filial devotion and (utterly repressed) sexual love, but British anti-Semitism, the gentry's impatience with democracy and support of Hitler, and the moral problematics of loyalty: ""It is, in practice, simply not possible to adopt such a critical attitude towards an employer","provide good service. . . ."
"wsj_2149","but","as","","""The Remains of the Day"" so eloquently demonstrates with quiet virtuosity, such wisdom can be movingly embodied in art."
"wsj_2151","and","then","","there is his notion of an Irish-Soviet charter airline to ferry Armenians to Los Angeles via Shannon."
"wsj_2151","and","as","","Aeroflot struggles to boost its service standards, upgrade its fleet and pursue commercial opportunities, the Irish aviation industry seems poised to benefit."
"wsj_2160","but","while","","the Merc reopened a half hour later, the CBOE remained closed, leaving many options traders unable to make trades that might have reduced the losses."
"wsj_2160","and","with","Exchange officials reasoned that they wouldn't have been able to make such a rotation with the time remaining Friday afternoon,","the stock-index futures on the verge of closing for a second and final time, the CBOE reasoned that its best course was to remain closed."
"wsj_2161","and","even though","","employees paid the bill, taxpayers grumbled."
"wsj_2161","and","after","""But he pulled through,","the ambulance left, there were still six people in line waiting for a massage."
"wsj_2169","but","before","","the stock market rebounded from a sharp early sell-off yesterday, he said, ""You couldn't buy {junk bonds} and you couldn't give them away."""
"wsj_2172","and","then","""He's done this thing where he'll buy a little bit of a company","trade out of it."
"wsj_2172","but","if","","the board rejects a reduced bid and decides to explore other alternatives, it could transform what has been a harmonious process into an adversarial one."
"wsj_2201","and","then","With the market fluctuating","closing up more than 88 points yesterday, investment firms had to constantly revise their approach."
"wsj_2202","and","while","Partisans of the two combatants sat side by side in the 49,000-plus seats of Oakland Coliseum,","they cheered their favorites and booed the opposition, hostilities advanced no further, at least as far as I could see."
"wsj_2202","but","because","""I'm for the Giants today,","they lost yesterday."
"wsj_2205","but","as","","the day ended in a frantic Wall Street-inspired rally, the City breathed a sigh of relief."
"wsj_2205","and","before","","the opening of trading here yesterday, all eyes were on early trading in Tokyo for a clue as to how widespread the fallout might be."
"wsj_2207","or","if","The bill would allow the secretary to reject a buy-out if sufficient information hasn't been provided,","the buy-out is likely to weaken the carrier financially, result in a substantial reduction in size of the airline through disposal of assets, or give control to a foreign interest."
"wsj_2210","but","even if","","Wall Street continues to stabilize, analysts here say the latest blow to investor confidence could inhibit a swift recovery for the Frankfurt exchange, which already was showing signs of weakness after the DAX had slipped from a 1989 high of 1657.61 on Sept. 8."
"wsj_2227","but","while","","the NAHB has suggested actions that states and localities should take to reduce regulatory barriers, the association has proposed no activist legislative program -- comparable to, say, its detailed request for more federal subsidies -- to eliminate counterproductive controls."
"wsj_2227","but","at the same time","The builders like the subsidies,","they tend to be fiscal conservatives in terms of major issues, such as the balanced-budget amendment."""
"wsj_2230","but","rather than","","set the tone for other markets, Japan's major institutional investors chose to remain on the sidelines."
"wsj_2230","because","when","""Singapore took the hit","people want to get out, they tend to go where the liquidity is,"" said Elizabeth Hambrecht, a regional analyst with Baring Securities (Hong Kong) Ltd."
"wsj_2231","but","if","","rational science and economics have nothing to do with the new environment initiative, what is going on?"
"wsj_2232","and","when","Then at 10:15 the Dow suddenly started to rebound,","it shot upward it did so even faster than the early-morning fall."
"wsj_2232","but","then","","it shot upward 7 1/2 as Goldman, Sachs & Co. stepped in and bought, traders said."
"wsj_2232","and","when","Many market makers in the S&P 100 index options contract had bullish positions Friday,","the shutdown came they were frozen with huge losses."
"wsj_2232","then","when","","the market was at a technical level to buy, they came in with a vengeance."""
"wsj_2234","but","if","""","you make a request, you should support the committee."""
"wsj_2239","but","when","","stocks began to climb instead, prices of Treasury bonds declined."
"wsj_2239","but","as","","Japanese stocks rebounded, Treasurys retreated and ended just modestly higher."
"wsj_2250","but","when","","Popular Photography, a leading magazine for photographers, selected 15 of the greatest photos ever made for its latest issue celebrating photography's 150th anniversary, all were black and white."
"wsj_2253","and","then","The indicator reached a peak in January 1929","fell steadily up to and through the crash."
"wsj_2264","and","indeed","He interviewed Mr. O'Linn, head of a commission charged with investigating electoral intimidation, and reported that Mr. O'Linn was openly sympathetic to SWAPO","had defended its leaders in court."
"wsj_2264","and","then","The U.S. is in the habit of arranging peace settlements","washing its hands over the tragic results."
"wsj_2265","and","then","Gold, the traditional haven in times of financial crisis, continued its inverse lockstep with the dollar, rising early in the day as the currency fell,","giving up some of its gains as the dollar recovered."
"wsj_2265","but","as","Crude oil declined early,","the stock market retained early gains, it, too, became stronger, ending with a small net loss."
"wsj_2265","and","then","In commodity markets yesterday: PRECIOUS METALS: Futures prices were moderately higher as gold gave up some of its early gains and platinum behaved independently, first falling","later rising."
"wsj_2265","then","later","In commodity markets yesterday: PRECIOUS METALS: Futures prices were moderately higher as gold gave up some of its early gains and platinum behaved independently, first falling and","rising."
"wsj_2276","but","then","",", as quickly as the Dow had fallen, it began to turn around."
"wsj_2276","but","before","","then, some of Wall Street's sharpest traders say, they sensed a turn."
"wsj_2276","but","then","","it suddenly burst upward 7.5 as Goldman, Sachs & Co. stepped in and bought almost every share offer, traders said."
"wsj_2276","and","when","Many market makers in the S&P 100 index options contract had bullish positions Friday,","the shutdown came they were frozen with huge losses."
"wsj_2276","and","then","Instead, the rally only paused for about 25 minutes","steamed forward as institutions resumed buying."
"wsj_2280","and","then","Mr. Farley followed a similar pattern when he acquired Northwest Industries Inc.","sold much of its assets."
"wsj_2281","but","with","","so many shares now held in the U.S., Blue Arrow reports its earnings two ways, based on both U.K. and U.S. accounting standards."
"wsj_2300","but","while","","the New York Stock Exchange didn't fall apart Friday as the Dow Jones Industrial Average plunged 190.58 points -- most of it in the final hour -- it barely managed to stay this side of chaos."
"wsj_2300","but","as","","panic spread, speculators began to sell blue-chip stocks such as Philip Morris and International Business Machines to offset their losses."
"wsj_2300","and","simultaneously","At those levels, stocks are set up to be hammered by index arbitragers, who lock in profits by buying futures when futures prices fall,","sell off stocks."
"wsj_2313","and","then","Typically, developers option property,","once they get the administrative approvals, they buy it,"" said Mr. Karatz, adding that he believes the joint venture is the first of its kind."
"wsj_2313","then","once","Typically, developers option property, and","they get the administrative approvals, they buy it,"" said Mr. Karatz, adding that he believes the joint venture is the first of its kind."
"wsj_2314","and","so","But its competitors -- including Dow Chemical Co., Union Carbide Corp. and several oil giants -- have much broader business interests","are better cushioned against price swings."
"wsj_2314","and","so","Calculating that excess polyethylene would soon be sloshing around the world, other buyers then bet that prices had peaked","began to draw down inventories rather than order new product."
"wsj_2314","and","then","""","you still have to negotiate."""
"wsj_2320","but","with","","so many brands vying for space, that's no longer the case."
"wsj_2328","and","thus","Officials at Drexel said they hadn't seen the suit","couldn't comment."
"wsj_2330","and","if","","rain doesn't fall soon across many of the Great Plains' wheat-growing areas, yields in the crop now being planted could be reduced, further squeezing supplies."
"wsj_2330","and","then","However, as expected, Brazil waited for the crop estimate to come out","cut the export price of its juice concentrate to about $1.34 a pound from around $1.55."
"wsj_2347","but","also","Justice Stevens, 69, is probably the most philosophical of the dissenters about his role, in part because he may be the least liberal of the four,","because he enjoys the intellectual challenge of arguing with the majority more than the others."
"wsj_2347","also","because","Justice Stevens, 69, is probably the most philosophical of the dissenters about his role, in part because he may be the least liberal of the four, but","he enjoys the intellectual challenge of arguing with the majority more than the others."
"wsj_2351","so","as","It focused on building up its news bureaus around the world,","events took place it could go live quicker and longer than other networks."
"wsj_2361","and","at the same time","Now, however, commercial channels are coming to most European countries,",", satellite and cable technology is spreading rapidly."
"wsj_2363","but","when","","something is inevitable, you learn to live with it,"" he said."
"wsj_2366","and","although","","Pennsylvania and Massachusetts suffered slight declines earlier in the decade, they are growing again."
"wsj_2366","and","even after","","losing a spouse, more of the elderly are staying independent."
"wsj_2368","and","even if","","a nurse would wear flowers in her hair while on duty, if she were engaged she would know to wear them behind her left, not right, ear."
"wsj_2369","but","because","For instance, Michael dislikes Jackie not because he's a shrewd Jewish businessman,","he quits his well-paying job as a salesman in order to become a social worker."
"wsj_2373","and","if","I think what bothered me most about the piece was that there seemed to be an underlying attitude to tell your readers all is well -- if you're getting laid off don't worry,","you're unemployed, it's a seller's market."
"wsj_2376","and","still","She says that ratio could climb to 14.5, given current interest rates,","be within the range of ""fair value."""
"wsj_2376","and","then","""We will probably have a year-end rally,","go down again."
"wsj_2376","but","then","""I expect the market to open weaker Monday,","it should find some stability."""
"wsj_2376","but","then","Dealers ""would give you a quote,","refuse to make the trade."""
"wsj_2376","and","thus","Renaissance, which manages about $1.8 billion, drew stiff criticism from many clients earlier this year because it pulled entirely out of stocks at the beginning of the year","missed a strong rally."
"wsj_2377","but","if","","his explanation of motivation is true, why is his investigation so oriented as to identify criminal activity?"
"wsj_2377","but","because","Allowing the defendant to take the Fifth in a civil matter is not based on a constitutional right to refuse to testify where one's testimony harms him in the civil matter,","the testimony in the civil matter could be unconstitutionally used against him in a subsequent criminal prosecution."
"wsj_2381","and","still","""You could go down 400 points","have a good year in the market,"" said James D. Awad, president of New York-based BMI Capital Corp."
"wsj_2383","and","thus","ASKO says the Dutch-based international food retailer hadn't reasonable grounds to issue preferred stock to a friendly trust","dilute the worth and voting power of ASKO and other shareholders."
"wsj_2387","but","by then","A third model, marketed in Japan, may hit the U.S. by the end of the first quarter of 1990,",", analysts say, Compaq will have established itself as one of three major players."
"wsj_2397","but","if","","the stock market doesn't continue to plummet, the beneficial effects of lower interest rates and a lower dollar may well dominate."
"wsj_2397","and","if",""" Today, he frets, exports and business investment spending may be insufficient to pick up the slack if stock prices sink this week","consumers retrench in reaction."
"wsj_2397","and","if","","foreign investors become a tad more cautious -- well, the dollar's recent strength suggests that the U.S. can stand it."
"wsj_2402","and","although","Michelle lives in a hotel room,","she drives a canary-colored Porsche, she hasn't time to clean or repair it; the beat-up vehicle can be started only with a huge pair of pliers because the ignition key has broken off in the lock."
"wsj_2402","and","then","He takes his wash to the laundromat, where he meets a punky French girl who dupes him into providing a home for her pet piranha","promptly steals his car and dumps it in Dieppe."
"wsj_2407","and","then","What we do not need to do is start a war,","try to justify it by creating a GI Bill."
"wsj_2413","but","then","He flew to Dallas on Oct. 19, when the market plummeted 508 points,","turned around the next morning and returned to Washington without delivering his speech."
"wsj_2415","and","when","""This is all emotion right now,","emotion starts to run, it can run further than anyone anticipates,"" he said."
"wsj_2431","and","then","Among unanswered questions are whether Mr. Papandreou received $23 million of stolen Bank of Crete funds and an additional $734,000 in bribes, as contended; whether the prime minister ordered state agencies to deposit some $57 million in Mr. Koskotas's bank","skim off the interest; and, what PASOK's cut was from the $210 million Mr. Koskotas pinched."
"wsj_2431","but","while","","verbal high jinks alone won't help PASOK regain power, Mr. Papandreou should never be underestimated."
"wsj_2431","but","since","","he is undoubtedly one of the most proficient bull slingers who ever raked muck, it seems far wiser to view him as sidelined, but certainly not yet eliminated."
"wsj_2433","but","when","","the company revealed Lisa's poor sales late in 1983, the stock plummeted to a low of $17.37 a share, according to the suit."
"wsj_2443","and","then","Ramada, which first delayed","shelved a $400 million junk bond sale that was designed to help finance a restructuring, fell 15.6% to close at 9 1/2."
"wsj_2444","and","then","Specifically, it must understand how real-estate markets overreact to shifts in regional economies","take advantage of these opportunities."
"wsj_2444","and","then","Metropolitan Houston's economy did drop","flatten in the years after its 1982 peak."
"wsj_2451","but","with","","foreign companies snapping up U.S. movie studios, the networks are pressing their fight harder than ever."
"wsj_2451","and","so","","the networks also are pushing for new ways to sidestep the ""fin-syn"" provisions, known formally as the Financial Interest and Syndication Rules."
"wsj_2451","but","before","","the rules were to die, former President Ronald Reagan, a one-time actor, intervened on behalf of Hollywood."
"wsj_2454","and","as","","the graying men returned to their homes, the ANC, outlawed in South Africa since 1960 and still considered to be the chief public enemy by the white government, defiantly returned to the streets of the country's black townships."
"wsj_2454","and","if","""We want to see Nelson Mandela and all our comrades out of prison,","we aren't disciplined we may not see them here with us."
