id,sentence1,sentence2,dm1,dm2
2862,"For all their quite obvious missteps, they do seem to be operating less under malice than confusion.",that generosity of spirit is scant reward for those who have waded through the film's stiff-backed period melodrama.,"ultimately,","however,"
2874,"Actually I spoke with Sandz today (me and JudiJ: o0) and he said it would be a good choice, that I would be looking at 7 - 8 inches.",i'm reading profiles and they say they will get much larger.,"now,","however,"
2881,"Bohr then returned to Denmark, where he was forced to remain after the German occupation of the country in 1940.","he was persuaded to escape to sweden, under peril of his life and that of his family.","eventually,","however,"
2886,"Here, the recording data Dw is recorded by the D-flipflop 58 synchronously with the data existing point clock CKd.",the recording data dw is recorded synchronously with the magnetic clock pattern 42.,"thereby,","as a result,"
2890,That red liquid drops from the ceiling.,"it only barely hurts, so it's no big deal.","now,",but
2892,These days there seems to be an assumption that everyone is able to download a 2GB iso and burn it to either a DVD or a largish USB stick.,i found what i needed:.,"eventually,","though,"
2894,"Moderation will never be perfect, since it relies on human judgement, and anyone can have a bad day and make some mistakes.",i have have noticed that the quality of comments has improved dramatically since the moderation system has been implemented.,"overall,","though,"
2910,This would prove to be true as the week unfolded.,"i was excited and full of anticipation about the events of the coming week, and eager to reach my destination and join priscilla's homecoming.","overall,","though,"
2914,"Get the whole story down, the full sequence of events, from OCD's first appearance to your latest efforts at therapy.","record your reflections on these experiences - the philosophical, theological, and poetic self-inquiry that will show readers how you've come to understand what you've gone through.","then,","separately,"
2917,ETFS Physical Platinum Shares (PPLT) 1.8% Lingering European concerns have given the jitters to U.S. investors.,strength can be seen in some growth-correlated assets.,"interestingly,","however,"
2926,She made these assertions unequivocally.,"lindengrove offered into evidence a copy of the nurse's notes in question, and asked dieterich to explain why they showed no entry by her.","then,","however,"
2943,"""By the time you get to that stage, there's nothing I can do, as a physician, to help you.""",some activities can help mitigate the damages to children's brain development.,"in the meantime,","however,"
2953,More of the secret past life of Skids comes to light as Rung helps lead him through drawing out his repressed memories.,an old acquaintance of rung's shows up needing a bit of help.,and,at the same time
2961,"Without a good unit of account, it is impossible to make meaningful accounting calculations or to write contracts.",an unsound currency prevents important elements of a market economy from working.,"in sum,","then,"
2962,"It was so easy to reinterpret her physical pain for the pain of a broken heart, or unrequited love, or of being unable to live without a Fennimore brand refrigerator.",the pain knocked her down again.,"eventually,","though,"
2966,"Officials there sent a letter to the S.E.C., inquiring about the status of the investigation.","ms. thomsen, the enforcement director, had left the agency for private practice.",by then,"however,"
2985,This too will become something they move with and learn.,we still have to talk about the issues so it happens faster.,"in the meantime,","though,"
2987,Hardly ever.,"at my fingertips, i have that ability - and i rejoice!","yet,","now,"
2988,This should be considered before giving the drug to patients who have difficulty handling secretions.,"the possibility of respiratory depression, clonazepam should be used with caution in patients with chronic respiratory diseases.",because of this,and
2989,"Once the frontier contracts, the CSA achieves a critical mass and conducts an abler defense of it's smaller position.","the mississippi river, it's largest city and the state of tennessee are no longer part of the csa.",by then,"however,"
2992,"Bloomberg's sensitivity to the climate issue was heightened, perhaps, by what Sandy did to his city.",climate change had the last laugh at our political process.,"in the end,","however,"
2994,"My plans of watching every season of ""The X-Files"" in order has now stalled halfway through season three as 90210 takes it's place.","90210 takes the place of ""the oc"" which is what had already distracted me from txf.","or,","rather,"
3002,"By recognizing what is patently true - that all din is sourced in chesed - he ""sweetens"" din, by modifying it at the source.",he draws down vast quantities of berachah from the divine attribute of chesed.,"by doing this,","in turn,"
3007,"The Patriots have played 18 games this year, including their two playoff contests, and scored before punting in nine of them.",that's subject to a big first-half/second-half split.,"interestingly,","though,"
3009,"""He's assuming then, that only men under 30 have money?""",whatever it is that men under 30 want is going to be a hit with women and older people because ...,"or,",alternatively
3013,"Dissing the hit: With the meteoric success of his debut album, To the Extreme, the Miami rapper attempted to stretch his moment with a documentary, Cool As Ice (1991).",fans had moved on.,by then,"however,"
3019,"I'm planning to try some African Dwarf Frogs with my fish, but that's the only immediate plans for any herps.",i would like some lizards and perhaps a snake again.,"eventually,","however,"
3026,"After all, roads have been known to have had quite negative effects on wildlife.","the chimps seemed to ""draw on a phylogenetically-old principle of protective socio-spatial organization to produce flexible, adaptive and cooperative responses to risk.""","interestingly,","though,"
3029,"Regarding the delve information on reactives, is each in percentage of 100 points?","with omni drain procs, will you get up to or will you get exactly 100 health, 60 pow, and 40 end?","meaning,",for example
3031,But when we texted the e-concierge to ask about nearby lunch options it took more than half an hour to get a response.,our text concierge helped make a complicated dinner reservation without a hitch.,"later,","however,"
3036,"at first, they lived solitary lives practising extremes of hardship.","some came together in large or small groups for work and worship, and so renounced the world.","later,","however,"
3043,But he was fourth - eight-tenths of a second behind the Australian Ricciardo - here and could feel delighted with his afternoon in an uncompetitive car.,the day was all about hamilton.,"ultimately,","though,"
3049,- notre dame spent the season trying to rewrite history.,the fighting irish couldn't repeat the school's history of big upsets.,"in the end,","though,"
3054,"Discovered in 1898, Phoebe measures just 137 miles across, orbits Saturn at a distance of nine million miles and circles the planet in the opposite direction from its other moons.","the tilt of its orbit, scientists believe phoebe may be a captured asteroid or a kuiper belt object left over from the birth of the solar system.",because of that,and
3060,"alternatively, to the above described embodiment the connector 20 can comprise more than one fluid inlet and more than one outlet.",one fluid inlet can be used to introduce water and the other fluid inlet can be used to introduce steam.,"thereby,",for example
3067,With the present scanty sources of information open to us.,i do not see how it is to be disproved.,"on the contrary,","however,"
3068,"Plus, he had taken some extra vacation time before giving notice, and his boss could have docked his pay for the days he took off but didn't.","he didn't burn any bridges, and his boss offered to write him a letter of reference for future career moves.","in the end,","however,"
3069,"After all, He spared not His own Son in order to redeem us!","what satan intended for evil, god used for good.","thus,","again,"
3079,Each promotion may be associated with a button.,"a user may scroll through a list of promotions on a display on the front of the card (e.g., using buttons to scroll through the list).","or,",for example
3081,"It's tough to see how anyone could be doing better than K and K, unless someone's holding a set of K's, which is possible but don't bet on it.","totally complicating matters, your chip stack is getting low, so you've got to make every hand count and you'd really prefer to at least play a few more hands.",however,and
3085,"Thus, communication of a natural numeral is not limited by a buffer size or register size, such as 32 bits or 64 bits.",arbitrarily-sized padding or breaks may be employed between natural numerals.,"likewise,","similarly,"
3090,"If Ohio State can improve in these facets, they will become a difficult offense to stop.",the buckeyes have developed a one-two run game punch that consistently sustains and underlies most good offenses.,"in the meantime,","though,"
3095,I am someone who believes that we shouldn't be making excuses for an entity that has the power to stop rape and simply does not.,"why do you concentrate on ""rape"", ""child molestation"" and ""torture""?","obviously,",but
3097,(You have to love the Rube Goldberg approach to crime in these stories.),the woman's daughter accidentally knocks the boy's head off and believes she's killed him herself.,"eventually,","though,"
3098,"Maybe it is true that I shouldn't have to say anything, at least until I get to a point where my being trans may potentially affect something (such as child-bearing).",i have to practice that discretion.,"in the meantime,","though,"
3101,Because it sounded too good to be true.,i am more confident that it is a legitimate procedure.,but,"now,"
3103,"In 1987, he placed second in the U.S. men's competition and won a spot on the 1988 Olympic team.","he was caught in a self-destructive pattern that included drinking, drugs and women.",by then,"however,"
3104,"Cryptic speciation has explicitly been hypothesized for P. nausithous [44], P. teleius [45] or both [38] based on a limited number of divergent sequences.","high sequence variation and the large morphological variability of p. teleius could be a result of its phylogeographic history, e.g.",alternatively,"however,"
3118,"Since it would involve a rejection of Jesus as their Messiah and Savior, such a return would cause them to lose their salvation.","of our interpretation of the one verse, 12:15, the message of the entire letter utterly destroys the false doctrine of ""once saved, always saved.""","regardless,","then,"
3123,Awarded fi.,"they have no hijackings, you get through in an instant.","though,",and
3129,the transparent latch is used with a clocked sense amplifier referred to below.,the output from the exclusive or gate 23 is provided to the input of transparent latch 24.,"thus,",for example
3136,"Conferences, not war, is the instrumentality for settling disputes.","where absolute power exists, interests become polarized, a culture of violence develops, and war and democide follow.","in sum,","then,"
3141,"Considering that Google Caffeine will be indexing more pages, this will inevitably create more competition for single keywords.","this will give you more opportunities to target long-tail keywords, as google will be looking for higher accuracy and relevancy.",simultaneously,"however,"
3145,"This is just the beginning though, we still need to do some look & feel tweaking to make sure Alloy Editor is perfectly integrated.","i kept the best for last, the new forms application has had many important improvements.","finally,",and
3149,In another preferred embodiment the radiation means has several light sources with different emission spectrum.,individual light sources can be provided which radiate light in the visible area while further light sources emitlight in the infrared wavelength area.,"thus,",for instance
3150,it is the quality of this context that decides the range of possibility - what can be done and thought.,"this is the aspect that interests us most here, what can be designed is the result of a subjective elaboration of ideas and images produced socially.","in particular,",and
3151,The writers she rates break down pretty evenly left and right.,"theose who are critical of republicans are significantly more so than those who are critical of democrats (coulter 53, scheer 79 are the top of each list).","interestingly,","though,"
3153,Not since Nutch have people gotten such a good view at the different components in ranking for a major search engine.,"the fact the msn has promised their new search will go live by january, i'd get busy playing.",because of that,and
3159,But I'm looking.,realize that /regex/ evaluated as falsy!,"now,",and
3164,"Things have been crazy...I got amazingly good news about health insurance near the end of January, which let me keep my current plan.",it's been better for me to be up here.,because of that,"though,"
3166,6 team is likely to face the Clippers in the first round.,"it's possible the clippers will not play their regulars in the season finale, especially since they host denver the night before.",by then,"though,"
3171,"My nephew is Nathan (just Nathan so I don't know if that makes a difference for you) and frankly, he's one of the most spoilt, whiny, clingy, rude children I know.","the other four (four) jonathan's in my immediate family, i will never use any nathan - name.",because of that,and
3177,"First, he saved her life in the Pit.",he got her out of crane's clutches.,"then,","later,"
3178,They need healthy people to pay more to make it all work.,they'll need to charge more for obamacare-compliant policies in the future.,"or,",alternatively
3182,"Moreover, it is fundamental in the law of success that one's pursuit must be congenial if he is to excel.",lassitude cannot be condoned if we find ourselves engaged in uncongenial employment.,"on the contrary,","however,"
3184,"The known preparation of polyurethanes may be carried out, for example, as follows:.","the oligoester or polyester, the organic diisocyanates and the chain-extenders may be heated, preferably at a temperature of from about 50 to 220° c., and then mixed.","hence,",for example
3190,"After co-captive Royce Williams tries to escape and gets killed, spraying Lafayette with blood in the process, he wisely decides to stay put for the time being.",he makes a run for it and gets shot.,"eventually,","though,"
3192,other ways of generating money are reducing the daily operation hours at the centers and decreasing the number of days of operation from five to four.,"those cost-cutting measures affect center managers, center employees and drivers.","in turn,","though,"
3194,"They should be able to withstand the following, somewhat paradoxical test: if this piece of information became public, could you credibly explain why it should not have become public?",there is absolutely no good defence for keeping secret the american helicopter gunship video.,"thus,",for example
3195,"When kids are little, job #1 for a parent is to provide protection.",that gives way to preparing kids to make their own decisions.,"eventually,","however,"
3197,"Then ask her (assuming there's still no due date coming, though I hope there is) what, in a perfect world, she wants of you.","hear her out and don't ""no"" her out-of-hand--even if you end up not changing a thing.","then,","again,"
3210,All that we have here is another transfer of money to the producer of materials.,counting the amount of dollars received by intermediary producers as part of the total national income provides a misleading picture as far as total income is concerned.,"obviously,","then,"
3219,"It hit 4,520 mph and soared high enough to earn its pilots astronaut's wings.",the greatest glory in the skies was going to the space program.,by then,"however,"
3223,"Late in the show, his music, heard on a radio, is repeatedly interrupted by the speeches of Mussolini and Hitler.",we've got the picture.,by then,"however,"
3227,"Through the spread of Buddhism, an empirewide standard now overshadowed fragmented local autonomy on basic issues of proper human relationship, justice and social order.",buddhist insistence on a clear separation of ecclesiastical authority from secular control caused constant conflict between the central authority of the dragon throne and independent-minded buddhist fundamentalists.,simultaneously,"however,"
3230,They like to pound the ball and get vertical.,"they don't want to have any limitations, so that could change a bit this season.",but,on the other hand
3232,"While outdoor eating spots are becoming more popular, it remains to be seen whether Kelowna will ever have the robust scene other metropolitan hubs can boast.",fans of foodie culture are celebrating the tiny steps forward.,"meantime,","however,"
3243,"""Walk it out"" is not just a terrible (I mean WONDERFUL) song...it's also some pretty solid advice for anyone dealing with a problem.","i know this one isn't feasible for everyone, but i think it's a great thing to do.","so,","again,"
3246,And the Western response as an invitation to further aggression.,"kurtz sees tribalism, despite its honor-shame culture, as more flexible than islam:.","interestingly,","however,"
3252,"Many cultures, for instance, produced a great many celibates for long time periods.",some behaviors persist despite their apparent nonadaptive value.,and,on the other hand
3254,I haven't bothered going back to the doctor yet.,"i think you're right, not your mom!","obviously,","though,"
3259,"There will, inevitably, be a time in which fossil fuels are too expensive and precious to waste on grocery store runs.",super-efficient gas-powered vehicles will be a trend.,"in the meantime,","however,"
3265,"Since low pressures and flow rates are achieved, these inserts will not be damaged, at least less easily than in conventional technique.","labels, in particular in-mold labels, can be placed for obtaining a desired finish.","thus,",for instance
3267,"bernanke predicted that retailers in low-margin, competitive markets would end up passing the savings on, while those in less competitive markets would pocket more of the savings.","the federal reserve said that it is ""unclear"" whether debit interchange regulation will benefit or hurt consumers.","in sum,","though,"
3269,"at notre dame, they were borderline heresy.",all were checked off.,"eventually,","though,"
3270,"There are, of course, some issues of data integrity and assumptions as in any large statistical analysis.",i think a reasonable picture of the true employment situation can be gleaned from a careful examination of the available data.,"overall,","however,"
3273,This means that government--at all levels--cannot be sued unless it consents and it can set the conditions for doing so.,the federal government has consented to its being sued to establish a right in land to which the government lays claim.,"so,",for example
3278,"Lyrically, this seems a little less raunchy and raucous than the last EP, with no mention of 'sluts' among the song title.",i felt pretty much an identical reaction that i did last year.,"ultimately,","though,"
3279,"Story-wise you could have players belong to a shape-shifting species that absorbs traits from other creatures, that would explain all the avatar changes.",players could be spirits that actually possess the desired creature.,"or,",alternatively
3281,"As such, I really enjoyed Andrew Peterson's piece on the recent tour.",i always end up inspired and hopeful after everything ap writes--he has a gift.,"basically,","though,"
3285,"in the united states, as in britain, ht has so far not met the criteria for banning as a terrorist group.","as it grows in numbers and in its presence on the web, it is pressing hard against the boundaries of what a free society can tolerate.","clearly,","though,"
3288,"15, the interleaving operation occurs during the packing of the second blocks from the second frame into the third blocks of the third frame at step 1508, and vice-versa.",the interleaving process can occur as a separate step from the packing process and still fall within the scope of the invention.,"again,","however,"
3290,"the proposed fair now had an address, but not a cent available to raise it from beneath the waters of the bay.","the exploratory committee formed by mayor rossi had become a corporation, with insurance man leland cutler at its head.","meanwhile,","however,"
3305,"But in my opinion, the upgrade is significantly more defined at Wynn than at Encore.","this is a big however, when i stayed resort side at encore last time, i had a 61st floor view south towards....wynn.",however,and
3312,"It should be noted that, generally, the registration rollers 49 are grounded.",the registration rollers 49 may be supplied with a bias voltage in order to remove paper dust from the recording sheet.,alternatively,"however,"
3316,He forced him to watch footage of his rampage over and over again.,bruce realized that gamma radiation could destroy the vibranium used by the chitauri.,"fortunately,",because of this
3322,"Despite both parties' strong reservations toward several aspects of the Peace Plan, Polisario, with Algeria's encouragement, overcame its doubts and in July 2003 accepted the document.",morocco's dislike of several key provisions of the peace plan-the most significant being a referendum with independence as one of the choices-was quite evident.,by then,"however,"
3323,"Within normal science, minor cracks in a theory are sometimes ignored.","difficulties within a paradigm can become unsustainable, and a revolution occurs.","eventually,","however,"
3326,There is a lot of mythology in that claim.,"to add insult to injury, here is perhaps the largest ever special treatment programme being offered to minority brits--and by the bnp itself.","yet,","now,"
3329,"If he then says ""I wasn't pursuing Martin,"" the prosecutor could admit the phone call into evidence to impeach his credibility on this point.",that wouldn't necessarily prove that zimmerman doesn't have a self-defense claim; all it proves is that zimmerman was pursuing martin.,"again,","however,"
3331,"The wyrm soon fell to Kun, who used his newfound Sith War Droid power to destroy the spirit of Freedou Nadd as well.",exar kun was so fully enslaved by the dark the ancient sith fashioned cruel battle droids designed side that it dominated his destiny forever.,by then,"however,"
3333,"We feel hurt and diminished by others, and we feel aversion and hatred for others, but the source of it is the comparison, and the separation.","disliking others, because we compare them to us, and we don't like the results.","then,","basically,"
3334,"Veteran reporter Moussa Kaka, who has been reporting on Islamist militants in Mali, said he relies on his extensive experience as a reporter to keep himself safe and circumvent limitations.","""you must establish total trust"" with your subjects, he said.","ultimately,","however,"
3335,"For the most part, this group has been playing together our whole lives, and that experience and unity will benefit us countless ways.",the key to our season will be mental toughness.,"again,","though,"
3347,"People needed amenities, needed attention of various kinds, and I had nothing.","there i was in dachau and i felt i had to do something, and so i entered the barracks and stood there, terribly disturbed.",but,nevertheless
3361,"With a straight face, Governor Rendell claims his state budget proposal includes no broad-based tax increases.",rendell's plan contains even more than 74 new taxes!,"in fact,","however,"
3368,"""That's my mother's generation.""","ferraro said she thought the speech was ""excellent,"" and said she understood why obama could not renounce his association with wright.","in sum,","however,"
3378,So had my wife.,other root issues that were the source of the yelling we are now in the midst of divorce.,because of that,and
3380,"I was never overweight, though I think I was headed that way if my health hadn't sounded the alarm first.","i can only think of one obese person on either side of my extended families, and really, she's more just plump.","in the end,","though,"
3381,"By clicking on the ""Confirm Order"" button, Lessee indicates acceptance of the modified Terms and Conditions.","in consideration of the mutual covenants and promises hereinafter set forth, the parties hereto agree as follows:.","now,",therefore
3382,T he city of Chicago is one of the few major metropolitan areas which runs away from its past at every opportunity.,"the very construction of the city led to the term ""underworld.""","yet,","indeed,"
3386,"Sir, you are most correct, at least from my limited time with the Forte.","i believe they most likely will/should keep the vario/vario-w, preciso siblings as is, so there are multiple options.","basically,","though,"
3407,"At least, not for 165 minutes.",linklater builds in enough recognizable elements that we soon see ourselves in everything that happens.,"luckily,","however,"
3408,"Now coding generally can be long because it take the time to type it out and basically ""connect"" everything together and testing to fixed mistakes, bugs, and etc.",coding can be sped up when making similar things you can use coding to do that and make small changes.,"again,","though,"
3417,"The reason for excluding criticality, as we understand it, is criticality is viewed as a facility worker hazard.",there are many--the approach is one of prevention.,"so,",therefore
3423,I have to let them keep stirring in my mind while doing sporadic research.,some mental switch flips and i suddenly feel driven to push them to completion.,"eventually,","however,"
3431,"Typically, you can expect hormone therapy to control your prostate cancer for at least one to four years and possibly for as long as 10 years or more.",the prostate cancer cells adjust to the lack of hormones and begin to grow again.,"eventually,","however,"
3435,"Then, perhaps, the idea of negotiating a nuclear-free zone in the Middle East won't seem so radical after all.",it may be too late.,by then,"however,"
3442,"To address the future, however, I would love to study a Master's outside of Mexico.","i would love to take advantage of an invitation that i received from jannis kounellis to go, live, and work in rome.","although,",before that
3444,"For each of three years in 1995-97, Justice had a higher batting average than Jeter did.",jeter had the highest batting average.,"yet,","overall,"
3449,Coach (98) also makes recommendations about what to study or practice.,instruction is trainee-initiated.,"ultimately,","however,"
3452,I'll share this kernel of truth: it feels like a duplication.,the grid was smooth as silk.,"otherwise,","however,"
3453,Martin has pleaded not guilty to a misdemeanor in connection with a separate hazing aboard the charter bus that transported members of the Marching 100's percussion section to performances.,"of the hazing investigation, a university administrator has been charged with fraud over travel reimbursements.","separately,",as a result
3455,"Some scholars explicitly refer to general modernization theory as well as non-Marxist world-system theory, others don't.",there is a common understanding that ecological modernization will have to result in innovative structural change.,"ultimately,","however,"
3480,"The day in the summer of 2007 that they renewed their vows-this time, in front of their son-on an LGBT family cruise led by Rosie O'Donnell?","next tuesday, when they plan to hold a small ceremony recognizing their legal marriage (finally!)","or,","now,"
3486,"The monetised total value is upwards of £40 billion, even £50 billion.",we must recognise that that calculation takes place over a 60-year time frame.,"ultimately,","however,"
3499,"Instinct had me abandon Highway 9 for on a northwesterly track to Newcastle, Oklahoma.","another ominous looking storm was straight ahead traveling east, so most everyone stopped their cars and waited for the storm to pass before continuing travel.","eventually,","however,"
3504,Is knowledge of languages.,"we often find hebrew words untranslated in the books as for example, amen, halleluia, racha, hosanna, and others of the same kind.","although,","indeed,"
3507,No one is denying that having a Twitch event directed by Nintendo is a quality product to deliver to their consumers.,the company's resistance toward giving this power to their users is both patronizing and out-of-touch.,"still,","however,"
3523,"You're right, atheists don't get our morals from the bible.",neither do you.,"luckily,","however,"
3532,"It also used to play recent episodes of shows that were currently airing, (but only for a limited time).","what a person could watch for free through hulu dramatically shrunk, which was disappointing.","eventually,","though,"
3542,"British populations, currently around 6,000 pairs, are declining.",the species is not in serious decline.,"overall,","however,"
3543,"the front, and a very muted greenish background for the paper.","most of the print on the front, is simply.","basically,","however,"
3551,"So, I called VZW on the phone, and naturally got somebody that had no idea what I was talking about.",the messages stopped.,"eventually,","though,"
3552,"This creates a dynamic customer experience that many Twitter users have reported to enjoy, in which they can direct message or ""@"" businesses with questions, and receive quick, informative replies.",following too many accounts on twitter can often diminish the authority of one's own account in the site's community.,on the other hand,"however,"
3554,"To console himself, he turned towards the Great Stone Face, which, like a faithful and long-remembered friend, looked back and smiled upon him through the vista of the forest.","he could over-hear the remarks of various individuals, who were comparing the features of the hero with the face on the distant mountain-side.","meantime,","however,"
3566,"Jonathon Stalls walked under the auspices of Kiva, a group that helps connect small investors with entrepreneurs in developing countries.","he says he was simply answering a ""personal call to engage in quieter, slower, and more intentional experiences with less.""","in the end,","though,"
3570,"Consequently, at the next step 806, the CPU 101 reads the set field of view angle and executes field of view angle processing (step 806).","when the truck 20 is travelling through a tunnel, the field of view angle is set extremely small and the far distance is displayed.","thereby,",for example
3576,He was a veterinarian and was killed by a horse.,"a number of other circumstances, my grandfather was unable to go to college, even though he had received a partial scholarship.",because of that,and
3585,The dilators and insertions sheath are optional.,the distal end portions of the surgical instruments 10 and 20 may include eyelets for receiving the implant 34.,alternatively,for example
3586,It is a consistent historical pattern of colonization.,we have to understand how the debate was shaped in previous years.,but,"still,"
3587,I wasn't alone....,"nixon resigned, and there just didn't seem to be any other targets around worthy of thompson's scathing pit-bull like attacks.","eventually,","though,"
3590,Time will tell if it was good enough to slide into the backup role in Tampa Bay next season.,gudlevskis should now be regarded as a legitimate prospect to be a future #1 goaltender in the nhl.,"regardless,","though,"
3606,"Normal cells were reportedly unaffected, because they contained low concentrations of beta-glucosidases and high concentrations of rhodanese, which converts HCN to the less toxic thiocyanate.",it was shown that both cancerous and normal cells contain only trace amounts of beta-glucosidases and similar amounts of rhodanese.,"later,","however,"
3607,"in short, it looks like we have a real mess on our hands now.",bowers doesn't mention the real nightmare scenario.,"indeed,",and
3609,Harry didn't think so either.,"the gryffindor hadn't really thought of sex, or having a lover, just surviving another year.","though,","in fact,"
3614,The room brightened.,there was also an increase in the volume of noise going through my head.,simultaneously,"though,"
3621,The photograph originally appeared in New Jersey Monthly.,"the station scanned the photograph, stripped out the photographer's credit line (without permission), posted it on the station's website, and invited fans to manipulate the image.","later,","however,"
3622,My parents had insisted on staying to the last - their pride wouldn't allow otherwise.,there weren't many ships left.,by then,"though,"
3626,The converging alternate versions of the FF and Avengers as they approached the Bubble would make it seem that only one of them existed.,there are only two basic possibilities.,"regardless,","however,"
3629,"To illustrate, fingerprinting in Japan isn't about controlling foreigners, it is a new security initiative that many countries are implementing or will soon.","this is especially difficult for you, don't make it personal.","third,",and
3630,"Superman was a secondary character at most, and a victim of The Worf Effect.","no new gl show came of it and when justice league came along, the main lantern was john stewart.","ultimately,","though,"
3634,The sound library I was going to use was shoddy in general and outright unusable on Chad's laptop (which is what I used to demonstrate the game at the GDC).,"my running out of time at the end, the soundtrack didn't make it in.",because of that,and
3637,Report on Carey's interview.,mariah denied her comment was meant for kim k. .,afterward,"however,"
3646,"""I'm making as much money as I ever have,"" Syrba said.","isely said this is the bottom line: ""the rest of the country is keeping up with inflation, and we're not.""","overall,","however,"
3648,"Others with more experience in the necessities of seasonal progression in renku might have additional comments, as the sequence has little seasonal indication.",these ten verses demonstrate a range of subjects that may not often have been addressed by contemporary english-language renku.,"in sum,","though,"
3653,"You can grind the morehead ledge, as some have done, but i always just hit the fire truck directly.","i have always done this with the the production drop, but it isn't necessary, as you end up going the same speed after you hit the superkicker.","now,","also,"
3654,for some time refused to reverse its decision and finally did so by one vote.,the council rapidly rehabilitated houses and the charteris neighbourhood tenants' cooperative was formed to manage and allot them.,"thereafter,","however,"
3657,"If you are, or know someone who can design premade layouts for myspace, that are good looking, please email us, and we can work something out.","all myspace stuff you make, has to be unique, because that's just how things go around here.","though,","again,"
3658,"Sometimes he will only take order for the preaching and dispensation of the word unto men; for this also is his work, Acts xiii.","it follows that his works may be of various kinds, and that those which are of the same kind may yet be carried on unequally as to degrees.","hence,","also,"
3676,"Exactly sixty years ago, Yugoslavia led Soviet Union 5-1 with just 15 minutes remaining in their fight for a place in the Olympic quarter-finals.",vsevolod bobrov inspired one of the greatest fightbacks in football history.,"thereafter,","though,"
3679,It used less number of steel and utilized low priced labour that is indian.,the rise into the cost of recycleables resulted in a rise in the buying price of the car.,"though,","later,"
3680,"When pushed, ministers claim that we did get something in exchange: we were not enrolled into the enlarged euro bailout fund.",no one is convinced.,"again,","though,"
3692,"Like its predecessor, Onomastica 2, the puzzle platformer/interactive art piece by mif2000, takes place in a world where words and objects are interchangeable.","like the original, it is whimsical, clever, and over way too quickly.",and,"also,"
3697,"He satisfied himself with a more appropriate, though less truthful answer.",that gingerish boy seemed amused.,"again,","though,"
3701,"Then went on a six-mile ""side trip"".",i got lost along with about a dozen other people.,"or,","rather,"
3702,"Absent those conditions, the need for bribes would have been minimal and the issue would've been moot.","there's an important angle here that gets fleshed out by the american enterprise institute's nick schulz, writing for forbes:.","regardless,","however,"
3703,Also leverage the parents of your kids - see if you have an influential parent or two that you can use as a reference.,you should end up in the school's front office to ask for an appointment in person.,"ultimately,","however,"
3719,"These effects were smaller, though still evident, when congruence probability was .50.","when congruent trials were highly improbable, participants appeared to activate the incongruent response at prime onset, leading to enhanced conflict for congruent relative to incongruent trials.","interestingly,","though,"
3721,"It's average as the script contains some moments that are, well...corny.",it's done well from a sound standpoint.,"overall,","though,"
3722,"For the most part, people on the chronicles network are great and there's generally little need for action.",staff exist to help oil the machine that makes this one of the biggest and friendliest science fiction and fantasy forums around.,"ultimately,","though,"
3726,"There is a causal relationship between material poverty and social deterioration, according to the Lion's Roar Sutta (Cakkavatti-sihanada Sutta).","he began to rule according to his own ideas and did not give property to the needy, with the result that poverty became rife.","later,","however,"
3727,"when i say that you don't need to know calculus to recognize arithmetic errors, i'm presenting my own argument, not describing someone else's.",this isn't a straw man fallacy.,"clearly,","then,"
3731,"Hence, the blindfolding (which was done with socks) and the fatal shot, after which Mares grabbed some wine and a few other items before leaving in Bashline's truck.",the jury didn't buy these explanations--at least not to a degree that the charge was lessened.,"in the end,","however,"
3736,"Sierra County, tucked in the foothills once traversed by the Donner Party along the Nevada border, has seen its population dip 7 percent since 2010 to 3,000 souls.",the county's payroll increased from $7 million....,"meantime,","though,"
3742,"Accordingly, in particular embodiments, an application 12 may also communicate with middleware 18 via an operating system of a server hosting both the application 12 and middleware 18.","this is merely an example of how a separately compiled application and middleware may communicate with one another, and claimed subject matter is not limited in these respects.","again,","however,"
3746,"When the AND gate 60 produces the DATA MODE signal, the inverter 61 and OR gate 62 disable the AND gate 63, so the timer 56 begins to time its interval.",the oh and data mode signals energize an and gate 70 to enable an and gate 71 and related circuits to produce an answer back tone (abt).,simultaneously,"however,"
3759,it is possible to maximize the absorption of the active material of medicinal plants to 100%.,: the active material in the healthy beehive product from beehive essence has more than 6 times the strength of the basic material.,"or,",in other words
3761,"If the state's water needs are met, Oklahoma could sell to any entity that wants to buy it.",texas' water districts are still looking for other options--both legal and otherwise.,"in the meantime,","however,"
3765,I hope it is clear that we take this seriously.,this gives us all the more cause to celebrate joyously.,"in turn,","however,"
3767,"Yet she has had to endure a parent's worst nightmare the death of her teenage son, Wade, in a car accident.","edwards's memoir is not about cancer, politics or even unbearable loss (though the description of her grief is heart-wrenching).","in the end,","however,"
3768,"Thus, Bruegmann argues, sprawl does not exacerbate economic inequities, it mitigates them.",bruegmann undermines the strength of his arguments about the benefits of suburbs by expressing a total lack of concern for the fate of american cities.,"ultimately,","however,"
3769,"we, living in the early twenty-first century, have the opportunity to see this prophecy being fulfilled in a way that earlier generations could not.","of the culture in which the gospel is preached and lived, christian families confront cultural challenges all the time.","regardless,","though,"
3771,"The day the monk was to come back to collect the copy was one that Pashaj had dreaded, as he had felt such a personal connection to the scripture.",he was obligated to return it to the one who had commissioned the shop.,"in the end,","however,"
3773,"That there aren't three divine beings, but just three modes of one being - the same thing in different form or manifestation.",that there is just one mode of three beings - different beings unified in thought and action.,"or,",conversely
