id,sentence1,sentence2,dm1,dm2
2852,The main difference between the two is that convection steamers come with a fan which allows for more even cooking.,make sure to only use a new aga commercial gas flex hose with the purchase of your new commercial steamer.,and,"finally,"
1423,that cost real doe' should be 'that costs real dough'.,my teachers wouldn't have approved of slang.,"though,","again,"
4559,This system gave us half a century of relative financial stability.,the lessons of history were forgotten.,"eventually,","however,"
2084,"When questions about the Bible's credibility and history would arise in defiance against it, I would find answers to either knock apart the obstacles or find a way around them.",the obstacles i left standing were beginning to create a landscape of confusion in my mind.,"eventually,","however,"
3386,"Sir, you are most correct, at least from my limited time with the Forte.","i believe they most likely will/should keep the vario/vario-w, preciso siblings as is, so there are multiple options.","basically,","though,"
2709,"Totals could range from 4"" -6"", but accumulation will be initially reduced by standing water on roads, and any pre-treatment that is put down.",the rate of snowfall and cold air moving in should cause snow to stick.,"eventually,","though,"
6110,just sayin'.,"i guess this is a double-standard, i do hate feeling like i'm on the clock when i'm at the barn.","though,",and
3316,He forced him to watch footage of his rampage over and over again.,bruce realized that gamma radiation could destroy the vibranium used by the chitauri.,"fortunately,",because of this
3382,T he city of Chicago is one of the few major metropolitan areas which runs away from its past at every opportunity.,"the very construction of the city led to the term ""underworld.""","yet,","indeed,"
5721,Some of the north side of the ground won't be completed until the summer.,the incredible rain levels - the worst in almost 250 years - we've had huge problems.,because of this,and
6417,The biggest thing about him that I like is the fact he can play anywhere in the field and doesn't look uncomfortable.,short - i'm sure if he was in center field he could do it.,"third,","second,"
826,"Newt has baggage, Huntsman is an unknown.","it's been almost two decades since the '94 gop congress got started, and americans have a notoriously short memory.","in the end,","though,"
5901,"We have run across almost desperate need to ""indentify"" graphs and.",to be able to quantify over them and their contents.,"then,",therefore
1368,"""We don't have any drop-ins anymore,"" said Brown, referring to Pike customers who wandered over to play Lite-A-Line.","the recent proliferation of bingo, he said, business has declined 40% since 1979.",because of that,and
5571,"The belief was caused by external and internal physical events, as they played themselves out in his life.","the atheist's belief that there is no god is not based on good reasons, but good (or bad) physics!","ultimately,","then,"
1735,"The correction factors can be predefined as fixed values, but can also be dependent on the lateral acceleration g y and/or the vertical acceleration g z.",the assignment can also be made by means of a corresponding analytical function.,alternatively,"however,"
4985,Or is there nothing but compressed gas inside the hollow sphere?,"is there a solid crust on the outside and a solid nucleus in the center, separated from each other by an intermediate layer of liquid?","or,","finally,"
103,"Hey, how big a deal can criminal defense be?",he wants to try cases.,and,"besides,"
2591,these coating cracks are again due to the mismatching of the glass and solder parts and may cause failure of the bulb sooner or later.,the sintering temperature of the 9010 glass parts with the z-l glass solder is kept between 400 and 410.,accordingly,"then,"
1662,It also rendered violence a superficially successful strategy for British 'white' working people.,"the author argues that in displacing their violence from state and employers to the most vulnerable among them, rioters' 'success' proved hollow.","ultimately,","however,"
3799,"As soon as this task is finished, the Battle of Hoth has been won by the Rebels.","as star wars enthusiasts know, the war is far, far from over.",nonetheless,and
3029,"Regarding the delve information on reactives, is each in percentage of 100 points?","with omni drain procs, will you get up to or will you get exactly 100 health, 60 pow, and 40 end?","meaning,",for example
5718,sn-10597] for payment to the bir.,"fo delivering the same of the payee, he passed on the check to a co-conspirator named remberto castro who was a pro-manager of the san andres branch of pcib.","instead,","however,"
4451,By ensuring that they are a part of the process.,"as in the case of the library, making sure that the larger client group feels their needs are being heard and acted upon.",and,"also,"
4164,"again, there is a terrible aamcness about ono's own cook.","thc music and stir going on around one avoid thc neces sity for much conversation, and con versation in tho home circle is some times difficult and sometimes dull.","then,","again,"
1143,"No time was lost in traversing the thick country, but unfortunately the bush, being almost impenetratable, there was a great delay in conveying RENNIE to where he could have surgical aid.","the sufferer arrived at the alexandra hospital, nearly twelve hours after meeting with the accident, in a very low state from the loss of blood.","ultimately,","however,"
940,"in fact, the video is titled ""cloudbusting,"" which sounds like a porno set aboard a virgin atlantic flight.","like, why the motorcycles?",but,"then,"
4337,hence many people need to have both 1.8 and 1.9 installed.,the suffix is one way to achieve this.,simultaneously,and
538,"For a moment, let us assume that markets are manipulated, controlled, maneuvered, and influenced.","supporting this thought, few serious investors doubt that entities as plunge protection teams et al exist.",additionally,and
4097,Thailand lost a bit of its luster that night.,we had the rest of the week to talk about it and shake it off.,"in the end,","though,"
3761,"If the state's water needs are met, Oklahoma could sell to any entity that wants to buy it.",texas' water districts are still looking for other options--both legal and otherwise.,"in the meantime,","however,"
2630,that seems sort of cruel.,"more to the point, if there aren't any people at all, what does it even mean to ""divide the cheeseburgers among people?""","third,",and
3769,"we, living in the early twenty-first century, have the opportunity to see this prophecy being fulfilled in a way that earlier generations could not.","of the culture in which the gospel is preached and lived, christian families confront cultural challenges all the time.","regardless,","though,"
121,Here the power of the law stops.,we have no coronation oath.,"thus,","again,"
1825,"in the middle of february 1980, he kidnapped five-year-old timmy white from a street in ukiah.",dennis had figured out that young boys shouldn't be kidnapped and raped.,by then,"though,"
3646,"""I'm making as much money as I ever have,"" Syrba said.","isely said this is the bottom line: ""the rest of the country is keeping up with inflation, and we're not.""","overall,","however,"
5346,"""Old Snake"" is referred to Soundtrack, and Audiko offer a huge amount of Soundtrack melodies absolutely for free.",we have collected lyrics for this track and you can view it here as well.,and,"finally,"
6011,"It should be noted that, as used in this specification and the appended claims, the singular form ""a"", ""an"" and ""the"" include plural references unless the context clearly dictates otherwise.","reference to ""a hydrazine group"" includes a plurality of hydrazine groups and reference to ""an analyte"" includes a plurality of analytes and the like.","thus,",for example
3049,- notre dame spent the season trying to rewrite history.,the fighting irish couldn't repeat the school's history of big upsets.,"in the end,","though,"
5484,"I'd wanted to sdo it on the treadmill, but you do what you can.",i am in excellent shape now.,"overall,","though,"
1763,A six pack lined his stomach and upper waist.,he was lean.,"although,",at the same time
2106,She worked with members of Erich Muhsam's Munich group TAT on projects involving residential & living communes (a few members founded the Ascona Commune).,"everyday problems, including world war i, led the group to disband.","ultimately,","however,"
4409,"(I say mild- ish, of course, because I am a drama queen, and ALL my colds are terrible, life-threatening affairs.)","these repeated illnesses mean there is something very wrong with me, and i am probably going to die.","clearly,","then,"
1128,"They had given everything for the cause, but sometimes that is not quite enough.",we are judged on results.,"ultimately,","though,"
1036,"Decisions were difficult to make, and we encourage everyone to come out again in the fall.","there weren't enough good news already, voices would like to welcome back our two old (er) members zach denkensohn and mike glista.","also,",as if
5171,"It is an important fact that rudimentary organs, such as teeth in the upper jaws of whales and ruminants, can often be detected in the embryo, but afterwards wholly disappear.",a rudimentary organ in the adult is often said to have retained its embryonic condition.,"hence,","also,"
5236,The average worker who claims fewer than five years of experience earns around $36K.,individuals who report five to 10 years in this occupation see a much larger median of $42k.,"in contrast,","however,"
490,They are joined by many nations from Africa and Central Asia as well.,god himself will destroy the invaders old testament style.,"in the end,","however,"
4493,"At Tuesday night's meeting the motion to OK the 2012 budget, along with the motion to approve the tax increase ordinance, was passed without further discussion or fanfare.",several council members had commented on the measure.,"previously,","however,"
340,"I only had about two hours, enough tokens for about 20 samples, and 72 possibilities.",i settled into a groove.,"eventually,","however,"
950,A point made also by the assistant chief commissioner of Greater Manchester police and the judge presiding over the recent exploitation case in Derby.,in a wider context it is equally important to emphasise methods to define this debate.,"separately,",and
1484,Media organization have to do that; they have almost no choice but to fight defamation cases.,they may settle.,"in the end,","however,"
3435,"Then, perhaps, the idea of negotiating a nuclear-free zone in the Middle East won't seem so radical after all.",it may be too late.,by then,"however,"
429,"Again, that's true.",the penalties and the ensuing kills are only part of the problem.,"again,","though,"
2114,"Virginia Tech's defense boasts several pro prospects of its own, and will do all it can to keep the Hokies within striking distance.",tech just doesn't have enough offense to keep up with the bruins and ucla pulls away late to finish the season with 10 victories.,"in the end,","however,"
4806,People who don't know how to properly wipe a phone might assume that middlemen like Mills will wipe the phone as part of the reselling process.,not every phone dealer is as honest as mills.,"clearly,","however,"
811,"investors who purchased equity-indexed annuities, or eias, in the decade leading up to the 2007 financial collapse rode the runaway earnings without being tossed from the saddle by the market downturn.",regulators and financial planners suspicious of this seemingly too-good-to-be-true investment option had begun to peek behind the curtain of annuities in general and eias in particular.,by then,"however,"
371,They were supported by then-Interior Secretary Bruce Babbitt.,u.s. district judge john jelderks found in favor of scientists who said there was no evidence tying the skeleton to modern indians.,"eventually,","however,"
5634,"that wouldn't be bad news for most players in the league, but many viewed it as a slap in the face to the once-dominant player.","the ranking was a self-fulfilling prophecy, kobe showed his age in [...].","then,",as if
912,That's hugely important.,"probably the most dramatic shift in the landscape is the growth of internet connected devices-tablets, phones, etc.","third,",and
3868,"Just a thought, but likely most of the radiator shops are in the phone book or can be found online.",i do know how to do that research.,"obviously,",and
2874,"Actually I spoke with Sandz today (me and JudiJ: o0) and he said it would be a good choice, that I would be looking at 7 - 8 inches.",i'm reading profiles and they say they will get much larger.,"now,","however,"
2170,"With opinions all over the map, it's hard to forecast where Barkley will be drafted.",he'd be a severe reach in the top ten.,"clearly,","though,"
3480,"The day in the summer of 2007 that they renewed their vows-this time, in front of their son-on an LGBT family cruise led by Rosie O'Donnell?","next tuesday, when they plan to hold a small ceremony recognizing their legal marriage (finally!)","or,","now,"
988,Everything seems to be working fine.,"this is mandatory, take a tar of your system to this external storage using:.","second,",and
1432,It's also easy to miss out on nutrients like folate (if you don't eat offal) and calcium (if you don't eat dairy or small bony fish).,"this is an important point, we evolved eating wild animals.","plus,",and
4291,A bidder might like to be able to enter instructions:.,a bidder might like to be able to make his instructions opponent-specific:.,"or,",alternatively
1242,"Non-Christians miss this season of preparation, and then scramble for six days after the 25th to make their resolutions.","it's too late - christmas has come and gone, our lord has already made his visitation to the earth, and he has found them unprepared.",by then,"however,"
2419,"The elves there are the only sapient race not descended from humanity, and really are older and more naturally magical than humanity or the other races.","they had, well before the beginning of the first series, forgotten their heritage and the vast bulk of their magical abilities.","interestingly,","though,"
6310,"By doing this, we render them the honor they deserve.",we can teach an important lesson about the need to focus our attention upon the things in our world that are of permanent worth.,"by doing this,",moreover
2776,The digits must be all different.,the players try to guess their opponent's number who gives the number of matches.,"then,","in turn,"
630,The duo (fleshed out by a full touring band) performs a free show tonight at MOTR Pub in Over-the-Rhine.,"you'll hear how almost no two ""jam bands"" sound alike anymore, making the grateful dead-mimicking cliches about the scene completely outdated.","or,","rather,"
3159,But I'm looking.,realize that /regex/ evaluated as falsy!,"now,",and
5840,"Yes, they would approve a loan.",the rules had changed.,by then,"however,"
3926,"What MyKey does now is just a start, says Jim Buczkowski, Ford's global director of electronics systems: ""Imagine what you could do with GPS worked in.""","that instead of generic speed warning chimes, you might sound a chime when the car passes 55, 60, and 65 mph on a 55 mph highway.","meaning,",for instance
3726,"There is a causal relationship between material poverty and social deterioration, according to the Lion's Roar Sutta (Cakkavatti-sihanada Sutta).","he began to rule according to his own ideas and did not give property to the needy, with the result that poverty became rife.","later,","however,"
2580,"it's a fairly unusual sound in today's rock scene, and not an unpleasant one.",it's a bit hard to connect with.,"in the end,","however,"
3149,In another preferred embodiment the radiation means has several light sources with different emission spectrum.,individual light sources can be provided which radiate light in the visible area while further light sources emitlight in the infrared wavelength area.,"thus,",for instance
4432,"In addition, concerned individuals and agencies in both the public and private sectors have maintained strong working relationships in the interest of hospice care benefits.","i, george bush, president of the united states of america, do hereby proclaim november 1991 and november 1992 as national hospice month.","now,",therefore
5457,Just to say that a formal advert will appear any day.,i should strike while the iron is hot---.,"now,",but
4867,There is no perceived need right now to erect a separate family for this Cryptocaris.,i unknowingly created a problem with regard to sieg's 1980 erection of a family cryptocarididae.,"by doing this,","however,"
683,"Coming into the Vancouver games, the U.S. had never won an Olympic Nordic combined medal in 86 years of competition.",they've got two: first johnny spillane took silver in the individual normal hill/10km cross-country pursuit.,but,"now,"
3869,a seven member board of elected officials are tasked with overseeing these dollars and providing oversight.,it falls upon the citizenry to monitor the conduct and expenditures of public dollars and the quality of education being provided to children.,"ultimately,","however,"
4053,These rings may contain pertrusions thereon to permit the aligning of holes to occur.,"there can be selected substrates with porous metal disks, or porous metal slots available from the mott metallurgical corporation.","specifically,",for example
621,"While it is admirable to simply be long on biotech stocks, r there some charities that caught your fancies.",r u giving back?,"meaning,",in other words
2332,"Her generosity, both in giving money, time and labor for others, was boundless; and her kindnesses were made doubly kind by the thoughtfulness with which they were executed.",many of her tenants and neighbors had relations or friends who had emigrated to the united states.,"thus,",for example
3679,It used less number of steel and utilized low priced labour that is indian.,the rise into the cost of recycleables resulted in a rise in the buying price of the car.,"though,","later,"
5432,"I mean, on one hand you want to ensure our people thrive economically which, as you surely know, means a thriving East Congo.",you want to make resurrecting an economy in the east that much harder by erecting an artifice along its borders?,"yet,",on the other hand
297,"at the very least, this book will be on my ""other readings"" list for us survey book reviews.","i noted this at the outset, michael kramer is a friend.","third,",and
3009,"""He's assuming then, that only men under 30 have money?""",whatever it is that men under 30 want is going to be a hit with women and older people because ...,"or,",alternatively
3859,"The chemical structure of JWH-018 differs greatly from THC, I know this because i can draw both of them right now.","only this, you cannot recieve ""a positive drug test result for thc"".",because of this,and
4054,"It all meant that 30 minutes passed before there was a proper opportunity, Stephan El Shaarawy spurning the chance after deceiving Jesús Gámez.",málaga sparked into life.,"then,","finally,"
635,"In the initial 20 min (first meal), both peptides were equally effective, producing large reductions of food intake.","cck-33 was more effective than cck-8, producing much more sustained reductions.","thereafter,","however,"
3243,"""Walk it out"" is not just a terrible (I mean WONDERFUL) song...it's also some pretty solid advice for anyone dealing with a problem.","i know this one isn't feasible for everyone, but i think it's a great thing to do.","so,","again,"
5151,He stated that he never gave the Soviets any information which would be used to the detriment of the United States.,"the only ""evidence"" that oswald ever offered to furnish information to the soviets is his own reported statement to an official at the u.s. embassy in moscow.","in sum,",therefore
3285,"in the united states, as in britain, ht has so far not met the criteria for banning as a terrorist group.","as it grows in numbers and in its presence on the web, it is pressing hard against the boundaries of what a free society can tolerate.","clearly,","though,"
568,"unfortunately, it is.",it is very easy for everyone to understand why this industry has such a detrimental effect on millions of human lives..........,"fortunately,","however,"
3151,The writers she rates break down pretty evenly left and right.,"theose who are critical of republicans are significantly more so than those who are critical of democrats (coulter 53, scheer 79 are the top of each list).","interestingly,","though,"
1871,"Thus, a subject is increasingly considered at risk if the subject has a GFR which is chronically less than about 30, 20 or 10 ml/min.","a biopsy may reveal a decrease in the density of functional nephrons, or imaging with filtered agents may indicate losses of functional renal tissue and/or filtering capacity.","thus,",for example
1426,Therefore the CPU must retrieve the required word from the slave memory and the cache must be loaded with a new block containing the required word.,the cpu puts out an early pipelined address which happens to be to the same address as the current cycle in progress.,"in the meantime,","however,"
3232,"While outdoor eating spots are becoming more popular, it remains to be seen whether Kelowna will ever have the robust scene other metropolitan hubs can boast.",fans of foodie culture are celebrating the tiny steps forward.,"meantime,","however,"
4019,I heard about Twilight from my friends and they kept telling me to read them because I'm such a book worm anyway.,i didn't have much all to do while being pregnant other then sleep: p my boyfriend suprised me with the hardback series and i started reading them right away.,and,"plus,"
4032,"It gives me this imagery of a person breaking down, like how your poem goes, and I think this is a good piece of work.","if these feelings are your own, then as stupid as it may be to someone who feels like this about life, i hope you'll get better.","although,",on the other hand
4814,A stunt?,one for a good cause: north pennine ferret welfare which combines the rescue of maltreated or unwanted pets with working to change the animals' somewhat iffy image.,"obviously,",but
210,"i wanted to give it to one of the political depth charges i read this year - bacevich's the limits of power, sharlet's the family, chalmers johnson's nemesis.",they all padded their word counts with exhaustive details that showed the depth of their research but sacrificed the grace of their story.,"ultimately,","however,"
1790,"While en route, Weiss said a deputy called for a detective and emergency medical services.",the deputy called for the coroner.,"ultimately,","however,"
5582,"Unlike the Kew Draft Index, we have treated masculine and feminine forms of one name as different names.",botschantzev and botschantzeva are not given the same standard form.,"thus,",for example
4248,"When they closed their doors, it was a surprise to us as well.",all but these last few shares were already gone.,"luckily,",by then
3821,No doubt this is a very cool car...but it wouldn't work too good here in Houston.,this is not a green car.,"ultimately,","though,"
1013,Only to find that Kev has hardened ino a man who will deny love at all costs.,"attractive, seductive suitor has set his sights on win.","meantime,",and
552,Some days I could barely bend over following three-hour sessions of pick-up basketball.,"after a few days, the pain would subside, and i was back to my regular slate of exercise and activities.","eventually,","though,"
42,"Since public prison guards are also private individuals until they sign an employment contract, why is one contract better than another?","perhaps all this has now established a duty of independent moral judgment for everyone, including public employees, thus making public punishment equally a ""private act""?","or,",conversely
3085,"Thus, communication of a natural numeral is not limited by a buffer size or register size, such as 32 bits or 64 bits.",arbitrarily-sized padding or breaks may be employed between natural numerals.,"likewise,","similarly,"
2830,"first, from listening to the papers it is clear to me that humour is an area that needs interactionist theorising, and a multi trait multi method approach in research.","the area needs interdisciplinary involvement and energy, and that is a major aim and hopefully outcome of today.","clearly,","also,"
269,Top journals repeatedly rejected articles that later on turned out to be scientific breakthroughs and even won the Nobel Prize.,"plagiarism, fraud and deception are hardly ever discovered in the peer review process (fröhlich 2007).",conversely,"however,"
1406,So you prove nothing!,what about some totally unrelated news story i read that i'm only going to vaguely describe in an attempt to derail any discussion?,conversely,"however,"
5910,"Early in the film, this, combined with a sluggish tone, causes Oleanna to seem staged and unnatural.","as the pace builds, the strengths of what the actors are saying--and how they're saying it--outstrip the weaknesses.","later,","however,"
2164,That many kids it would probably be best for a parent home for things like sports and extra cric activities and things like that.,they are ild enough to handle a few hours home alone after school because financially its best for both patents to work.,but,on the other hand
5362,"Note that your capacity to cover that debt is a relatively insignificant factor in your ""credit rating"".",how much cash you have is basically irrelevant.,"or,",in other words
3852,"When ""Make Do"" Won't Do Originally, SWAT officers bought their own arms.","as need arose and new products became available, the city began purchasing the tools of the trade-except for handguns.","eventually,","though,"
4098,composing thousands of assessments can be a tough task.,i do not have to do it alone - i've my readers to aid me.,"luckily,","however,"
5996,"Surely, our fair Lone Star State doesn't have a wine producer on such a massive scale, does it?",is the wine any good?,and,"if so,"
3407,"At least, not for 165 minutes.",linklater builds in enough recognizable elements that we soon see ourselves in everything that happens.,"luckily,","however,"
1556,"Again, that's fine, too, but I think it would be fair/helpful for readers to know the background of the authors including, in this case, Eve's former employment by Mr. Cuccinelli.",i think it's a great addition to my mailbox.,"overall,","though,"
1764,"That doesn't really sound like fun, does it?","these are the two choices, laid out before each and every one of us: the way of life, or the way of death.","ultimately,","then,"
5004,"Most of the visits thus far, delivered through American Well's insurance company clients, have been for non-acute conditions, according to Xconomy.","the company hopes the service will evolve to include physician consults with specialists, and even private-pay concierge medicine.","ultimately,","though,"
1614,"There's a belief that for the protection of these people, we still have to go forward with a case if we have the evidence to prove it.",a temporary restraining order prohibiting smith from having contact with mourglia or their children was lifted at mourglia's request.,"in the meantime,","though,"
778,"As is fairly common, whilst both spirits are born from the souls of lustful, rapacious mortals, the incubus is much more forthright and forceful about his desires.","succubi are seductresses, incubi are rapists.","or,",in other words
676,The terms of the option will lay down provisions for independent valuation in the event of disagreement.,eads' press release on the subject is at pains to point out that the put option has not been exercised yet: -.,"interestingly,","though,"
5757,We have used Vectors Avidin/biotin kits.,"with our strepavidin- biotin methods, we now use their strepavidin/biotin blocking kit.","now,","however,"
2844,"But, y'see, I never knew how insanely true it was until yesterday.",approximately 4:30 this morning.,"or,","rather,"
3442,"To address the future, however, I would love to study a Master's outside of Mexico.","i would love to take advantage of an invitation that i received from jannis kounellis to go, live, and work in rome.","although,",before that
3270,"There are, of course, some issues of data integrity and assumptions as in any large statistical analysis.",i think a reasonable picture of the true employment situation can be gleaned from a careful examination of the available data.,"overall,","however,"
259,"In 1977, when Daood was attending a military high school in Pakistan, Alice took her son back to the U.S. to live in Philadelphia.",the teenaged daood was deeply immersed in pakistani politics and especially in islam.,by then,"however,"
4964,These cases are then precipitated or aggravated by certain forms of trauma resulting in long-term discomfort.,we must wait for more definitive studies before we can trust in more than our personal opinions as to the cause-and-effect relationships between trauma and fs.,"ultimately,","however,"
3621,The photograph originally appeared in New Jersey Monthly.,"the station scanned the photograph, stripped out the photographer's credit line (without permission), posted it on the station's website, and invited fans to manipulate the image.","later,","however,"
3916,"Jessica was reminded of this last week, after she tweeted out an interesting study on math education.","she tweeted out what looked like an interesting study on math education, based on an abstract that someone else had tweeted out.","or,","rather,"
4069,He sat and answered our questions for at least a half hour.,"i went home with more questions than answers, if you know what i mean.","though,","in the end,"
1805,It had to have taken place prior to Five by Five (not an issue at all in regards to the actual content of events).,one wouldn't watch it that way.,"though,","obviously,"
6267,Not until 8:24 did Obama retort with his own one-liner - that the American economy was sound when his fellow Democrat Bill Clinton was president.,the talk about federal tax rates was deeply in the weeds.,by then,"though,"
748,"but beyond clearly illegal acts, they also reserve the right to steer clear of any content they feel reflects poorly on their brands.","it is the courts that determine what is obscene, a term reserved in the legal system for sexually explicit content that meets certain criteria.","ultimately,","however,"
2326,"They could be much improved, they could be midway through the Colin Kaepernick era, or they may be in the running for Andrew Luck.","this is still patrick willis' team, coaching change or not.","ultimately,","though,"
4284,"There are other JRPGs on it that will most definitely warrant a purchase: Magna Carta 2, Lost Odyssey and Blue Dragon come to mind.","pardon the french, shut the fuck up already.","otherwise,",and
3227,"Through the spread of Buddhism, an empirewide standard now overshadowed fragmented local autonomy on basic issues of proper human relationship, justice and social order.",buddhist insistence on a clear separation of ecclesiastical authority from secular control caused constant conflict between the central authority of the dragon throne and independent-minded buddhist fundamentalists.,simultaneously,"however,"
1972,"Well, the Classic Material sale is now over and we are in full swing preparing for our new range in collaboration with Foot Patrol to be released this summer.",we're pleased to offer the last few tees in two of our most popular designs at the reduced price of £15.,"in the meantime,","however,"
2567,Tesla's vehicles are meant to stand out in a crowd.,the brand has established an electric-luxury category in the already niche electric car market.,"by doing this,","however,"
6253,"Isaac doesn't stick to cover so much as duck halfway behind it, never actually covered by the conveniently placed boxes.",visceral did a solid job compromising.,"fortunately,","again,"
1649,"""We have to meet or exceed that, and that's a big challenge.""",the nets couldn't meet it.,"in the end,","however,"
113,"Almost 100% of liberals liked it, while over 90% of conservatives didn't.",a higher percentage of conservatives said they liked it than liberals who said they didn't.,"though,","interestingly,"
3361,"With a straight face, Governor Rendell claims his state budget proposal includes no broad-based tax increases.",rendell's plan contains even more than 74 new taxes!,"in fact,","however,"
178,"His parsnip- and prosciutto-stuffed quail over wild greens delighted and surprised judges, who were expecting something Mexican from the Mexican master.","it was the quiet, methodical and mind-blowingly creative lo who beat out bayless by half a star.","ultimately,","though,"
4034,"When the Christian Heritage Party, a strongly conservative group, was established, Lee initially rejected it, believing that it was better to work from within the National Party.","when he lost his ministerial rank in a cabinet reshuffle, lee decided to leave national.","later,","however,"
4400,"As, inevitably, Churchill adds more slot machines and other casino-style revenue sources, the gaming side of its revenue will continue to increase, at least vis-a-vis revenue from live racing.","if things keep going as they are, churchill will be even less of a horse racing company and more of an online wagering and slot-machine operator.",by then,"though,"
2530,"In Lakeview, there has long been talk of developing the property on the south end of Tamarack Lake, the site formerly used by a pickle manufacturer.",environmental concerns and the possible cleanup costs involved have kept developers wary.,"previously,","however,"
4048,"WHEREAS, it is desirable that this action be officially noted and formally recognized by Executive Order.","i pierre s. du pont, iv, governor of the state of delaware, do hereby declare and order as follows:.","now,",therefore
6058,"Each new attempt starts fairly slow, until Yellow-guy gathers enough chips to gain his first level, at which point hazard blocks join the mix.","a little careful play should have the start of some good sized combos available, which earn a floating invincibility star when collected.",by then,"however,"
2001,"Cue up ""Dreams"" or some other such beloved Van Hagar song.",the ending of all endings could occur.,and,"then,"
4474,"WHEREAS, the Chief Financial Officer has certified that the funds are available for this contract.",be it resolved by the mayor and township committee of the township of montville in the county of morris and state of new jersey as follows:.,"now,",therefore
4009,"Regarding conflict, the UNEP report is straightforward in admitting its limits.","these maps give valuable data on specific locations that are uniquely vulnerable to trends in population, climate, migration, and conflict.","ultimately,","however,"
4216,"Now that you're all caught up, what I remember before that point of no return was that the XR1200 is unlike anything I've ever ridden on track before.","i mean it handles so nonchalantly, with no sense of urgency.","obviously,",but
2683,It's not that I don't trust you; it's to stop them expiring prematurely.,i don't trust you either.,"although,","obviously,"
3765,I hope it is clear that we take this seriously.,this gives us all the more cause to celebrate joyously.,"in turn,","however,"
5809,"if we weren't already convinced by alex wang's showing the day prior, branding is definitely back this season.",it's so passe that it's cool again.,"or,","rather,"
5140,"After six days of casual use, including light browsing and tweeting, battery life remained at 60 percent.","as we ramped up our usage, especially by watching video, that number plummeted to 28 percent in a matter of hours.","thereafter,","though,"
182,"That was, after all, an important theme in the recent proposal for the Malaysian-Australian OPV.","medium means limited resources, which have to be spent carefully.","in the end,","though,"
911,Their scheme is really his scheme.,his scheme trumps theirs.,"or,","rather,"
1296,"Thus, a judgment for a defendant as to an ADA claim will not necessarily lead to a similar judgment with respect to a FEHA claim.","a defendant who is not entitled to judgment with respect to an ada claim, is a fortiori not entitled to one with respect to a feha claim.",conversely,"however,"
3960,She couldn't think of another word for it.,"his voice seemed a little, off.","although,",at the same time
5877,"This also means you can quickly colonize the best lands for yourself, giving you a leg up on the competition.","the maori warrior's special ability, domination is a possibility as polynesia.",because of this,and
5501,"The ""Pure Google"" part intrigues me, but apparently wont come till the end of the year - November most likely.","i'll have another upgrade, so the droid incredible 2 will do me just fine.",by then,"though,"
5948,"In accordance with orders issued to all outposts, the Israel Army held its fire for some time.","in the face of increased and intensified arab fire, it became necessary for our forces to react.","eventually,","however,"
3855,Greenfield: The girls undergo periodic room searches for tape measures or products that contain alcohol [banned at most treatment centers since some patients also have substance abuse issues].,the girls have to want to get better.,"in the end,","though,"
4861,"He had paid visits to Mergatroyd, and Jeremiah had visited Bridlington; but as both were busy men, such visits had been short and few.","they saw little of each other,' their mutual friendship remained unimpaired.","though,","however,"
6446,We might think of the past 30 years as being akin to an easy downhill ski run with evenly packed powder and little to block one's progress.,"we do get to the bottom of the hill, which is where we may be right now with interest rates and there seems to be no chairlift in sight.","eventually,","however,"
2454,The brand won't be successful until you are its unapologetic champion-love every part of it.,pick your battles.,"third,","finally,"
812,Note that one end of the cavity needs to be open for insertion of a body or body member.,"one set or the other provides the desired field, and if necessary, is fine-tuned just as if only 8 of its 16 elements is present.","in sum,","then,"
3164,"Things have been crazy...I got amazingly good news about health insurance near the end of January, which let me keep my current plan.",it's been better for me to be up here.,because of that,"though,"
4728,"Thus, a more comprehensive description should bring along a more robust explanatory mechanism, which is missing in some analyses (e.g., the whole part 3 of the volume).",this collection of papers is a very valuable contribution to the empirical study of the development of case across languages.,"in sum,","however,"
3267,"bernanke predicted that retailers in low-margin, competitive markets would end up passing the savings on, while those in less competitive markets would pocket more of the savings.","the federal reserve said that it is ""unclear"" whether debit interchange regulation will benefit or hurt consumers.","in sum,","though,"
4165,"The wholesale price index, as we saw, had remained practically unchanged between 1927 and 1929.",there were forces at work beneath the surface of a stable price level that were generating the conditions for a needed correction in the economy.,"clearly,","however,"
4602,"Cover the mixing bowl with plastic wrap or a lid and allow to rest, covered for 15 minutes.",for the baking part.,and,"now,"
1494,"The mechanisms we might look to often allowed you to make a choice, but the choice was for life--yours or, at least, your partner's.",i think we ought to look at how free people were to construct their own duties and the order of their personal lives.,"separately,","then,"
3103,"In 1987, he placed second in the U.S. men's competition and won a spot on the 1988 Olympic team.","he was caught in a self-destructive pattern that included drinking, drugs and women.",by then,"however,"
6130,"But as long as economic interests reign supreme, I do have to defend my own economic interests as a translator so that it is viable for me to work as such.","publishers, translators and writers are all in the same boat....","ultimately,","though,"
3368,"""That's my mother's generation.""","ferraro said she thought the speech was ""excellent,"" and said she understood why obama could not renounce his association with wright.","in sum,","however,"
552,"Yes, even if you're a huge Jack Black fan.","perhaps i'm just being a mite oversensitive, isn't it usually considered poor taste for a white actor to dabble in broad, obvious, and unflattering caricatures of other cultures?","plus,",and
5398,Pretty much the story of my life.,i decided to avoid battlefields.,"anyway,","after that,"
