id,dm1,dm2,sentence1,sentence2,Explicit Sense1,Implicit Sense1
1791,"eventually,","however,",I was suddenly single and without much hope of finding a date.,natural desires took over.,,
939,and,in contrast,which are droppable,which are not,Expansion.Conjunction,Comparison.Contrast
2756,"fortunately,","however,","With armed security posted at the door, the men's privacy was assured.",a member of book patrol's intelligence unit had previously installed bugs in the bathroom in the hope of collecting rare book gossip.,,
1249,and,yet,"""We backed this bill because we thought it would help Skinner,"" one Republican said, ""","now we're out there dangling in the wind.""",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
904,and,therefore,"An FTC spokesman said the matter is ""in a non-public posture at this time""",declined to comment further.,Expansion.Conjunction,Contingency.Cause.Result
1279,and,thus,"It adds that births were ""extremely unlikely"" after the fourth cycle",concludes couples who don't achieve a pregnancy after four to six procedures should be advised that success is unlikely.,Expansion.Conjunction,Contingency.Cause.Result
2374,"eventually,","however,","Typically, you can expect hormone therapy to control your prostate cancer for at least one to four years and possibly for as long as 10 years or more.",the prostate cancer cells adjust to the lack of hormones and begin to grow again.,,
2846,by then,"also,",It wasn't until he was dying himself that he confessed.,"his wife, who also got infected with similar kinds of ailments that killed the other women in his office, had died.",,
2242,"ultimately,","though,","While she was chatty at times, Inkster was steely intense at others, stomping her feet and tapping the shaft of her putter against the brim of her hat to show frustration.",her round was much more satisfying than those of her playing partners.,,
2359,"then,","basically,","We feel hurt and diminished by others, and we feel aversion and hatred for others, but the source of it is the comparison, and the separation.","disliking others, because we compare them to us, and we don't like the results.",,
1980,"meaning,","in contrast,","But grammar can also be seen as empty form, which on its own produces mere chatter without substance--a female stereotype.","is configured either as substantial and significant (so: agentive and male) or as ""natural"", even earthy (so: passive and female).",,
1142,and,likewise,"Nevertheless, Mr. Hutchinson predicted that 1989 would be ""solidly profitable"" for Westmoreland","that 1990 would bring ""more of the same.""",Expansion.Conjunction,Comparison.Similarity
2353,"fortunately,",because of this,He forced him to watch footage of his rampage over and over again.,bruce realized that gamma radiation could destroy the vibranium used by the chitauri.,,
706,and,as a result,"The Ministry of Education is nothing but a cartel for licensed teachers,",certainly does not act on behalf of students.,Expansion.Conjunction,Contingency.Cause.Result
2610,by then,"though,","even that obvious howler lasted for several months, but was perhaps one step too far: in september 2012, someone deleted the sentence entirely.",nabokov's name had migrated to the sidebar at the top of the page-and into the news.,,
1022,and,so,"But the unit's third segment, wildlife traps, is suffering from a ""depressed market,""","Ekco is seeking to sell that segment, he said.",Expansion.Conjunction,Contingency.Cause.Result
745,and,as a result,"The underlying bill approved yesterday is required to keep the government operating past midnight tonight,","this urgency has contributed to the speed -- and, critics say, mistakes -- that have accompanied the package of disaster assistance.",Expansion.Conjunction,Contingency.Cause.Result
1546,but,then,Junk bonds opened as much as four points lower,staged a modest comeback as stock prices firmed.,Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
2329,"obviously,","then,",All that we have here is another transfer of money to the producer of materials.,counting the amount of dollars received by intermediary producers as part of the total national income provides a misleading picture as far as total income is concerned.,,
2275,"yet,","now,",Hardly ever.,"at my fingertips, i have that ability - and i rejoice!",,
513,and,specifically,The authors make a gloomy assessment of the economy,"concede that ""quick and easy paths to success simply don't exist.""",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
81,and,therefore,China was the real victim,"it is unjust to reprove China for it.""",Expansion.Conjunction,Contingency.Cause.Result
2630,"so,","finally,",It makes you focus on your OWN project list and knock things off each day!,my own sweet boy got some embroidered play clothes just for him!,,
1308,and,as a result,"Most junk bonds, which have been battered in recent weeks, continued a slow recuperation",ended unchanged to slightly higher.,Expansion.Conjunction,Contingency.Cause.Result
2465,because of this,and,"The chemical structure of JWH-018 differs greatly from THC, I know this because i can draw both of them right now.","only this, you cannot recieve ""a positive drug test result for thc"".",,
914,and,therefore,"""Everybody appreciates that it is a national disaster","that we've got to address it,"" said Mr. Darman, who came to the Capitol to meet with Mr. Whitten and California lawmakers before the committee session.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
1404,and,as a result,"The deal fell through,",Kandahar remains a major regime base.,Expansion.Conjunction,Contingency.Cause.Result
1647,and,consequently,"As a result, Mr. Fleckenstein says, ""I think the ball game's over,""",investors are about to face a bear market.,Expansion.Conjunction,Contingency.Cause.Result
2808,by then,"however,","He and co-pilot Mark Heubel were in radio contact with the rescue boats, which were communicating with someone on board the victims vessel.",we had spotted the right boat a 24-foot pleasure craft tethered to another.,,
1108,and,yet,"""We make the finest product in the world,","the Americans are being kicked around.""",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
150,and,instead,"However, some workers haven't yet accepted the new contract","are continuing negotiations, the analyst said.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
2866,nonetheless,as a result,"However, rebounding spending and consumers' need for small luxuries have helped profit rebound over the past few years.","of relatively lackluster demand at home, industry operators have increasingly turned to foreign markets for growth.",,
774,and,for example,"But Showtime has continued to sign new contracts with Hollywood studios,","yesterday announced it will buy movies from Columbia Pictures Entertainment Inc., which currently has a non-exclusive arrangement with HBO.",Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
329,and,then,"To transfer information from one to the other, employees make printouts",enter the data manually.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
6,and,as a result,But state courts upheld a challenge by consumer groups to the commission's rate increase,found the rates illegal.,Expansion.Conjunction,Contingency.Cause.Result
943,and,as a result,"He says the number of automobile choices is causing stress among consumers today,",that people will simply ignore new models that lack a well-defined image.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
822,and,in contrast,"""The affluent people and the corporations can buy it, the poor radicals {in political cases} get it free,","everybody in between is at a disadvantage, and that's not the kind of system we want,"" says Amitai Etzioni, a prominent sociologist who teaches at George Washington University.",Expansion.Conjunction,Comparison.Contrast
734,and,as a result,"The Nasdaq over-the-counter market didn't fully recover from a selling stampede,",closed down 1.2%.,Expansion.Conjunction,Contingency.Cause.Result
909,and,so,"Interstate banking is scheduled to begin in California in 1991,","larger California banks, such as Wells Fargo & Co., have been paying fat premiums to buy smaller banks to control markets before any out-of-state banks enter the fray.",Expansion.Conjunction,Contingency.Cause.Result
468,and,as a result,"""Stocks aren't cheap anymore, there have been some judicial and legislative changes in the merger area","all of this changes the arithmetic of deals,"" she says.",Expansion.Conjunction,Contingency.Cause.Result
181,and,specifically,The league's promoters hope retirees and tourists will join die-hard fans like Mr. de Castro,pack the stands to see the seniors.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
164,and,as a result,"Instead of 50/50 it became, on paper only, two-thirds Mariotta, one-third Neuberger,",they were in the program and off to the races.,Expansion.Conjunction,Contingency.Cause.Result
1523,and,as a result,The futures exchanges followed their own pre-set circuit breakers,"shut down at about 3 p.m. for 30 minutes, after the Standard & Poor's 500 stock index had fallen 12 points, or about 100 points on the Dow Jones index.",Expansion.Conjunction,Contingency.Cause.Result
451,and,then,Insurers typically retain a small percentage of the risks they underwrite,pass on the rest of the losses.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
490,and,then,"DPC Acquisition Partners, a hostile suitor for Dataproducts Corp., filed a petition in federal district court in Los Angeles seeking to have its standstill agreement with the computer printer maker declared void,",it proceeded with a $10-a-share tender offer for the company.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2099,"or,",in other words,"Why, when we are mereologically analyzing my experience of a wine, do we need to test for the 'presence' of an item of my experience in that object?",why does 'quince jam' need to be a part of the wine for me to experience it in the wine?,,
1143,and,thus,"When Walter Yetnikoff, the president of Sony Corp. 's CBS Records, last month told producer Peter Guber that Sony was about to make a $3.4 billion bid for Columbia Pictures","needed someone to run the studio, Mr. Guber jumped at the chance.",Expansion.Conjunction,Contingency.Cause.Result
1311,and,then,Both men were charged in a subordinate court,released on bail of S$1 million.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2397,alternatively,for example,The dilators and insertions sheath are optional.,the distal end portions of the surgical instruments 10 and 20 may include eyelets for receiving the implant 34.,,
1111,and,as a result,Since then he has expanded his fleet,can now bring his furs to the front door of retailers as far away as the Midwest.,Expansion.Conjunction,Contingency.Cause.Result
2822,"now,","however,",We have used Vectors Avidin/biotin kits.,"with our strepavidin- biotin methods, we now use their strepavidin/biotin blocking kit.",,
1441,and,as a result,"According to the executive, BDDP's involvement prompted renewed vigor in the WCRS-Eurocom talks",the two agencies were hoping to hammer out details by today.,Expansion.Conjunction,Contingency.Cause.Result
1832,by then,"however,","investors who purchased equity-indexed annuities, or eias, in the decade leading up to the 2007 financial collapse rode the runaway earnings without being tossed from the saddle by the market downturn.",regulators and financial planners suspicious of this seemingly too-good-to-be-true investment option had begun to peek behind the curtain of annuities in general and eias in particular.,,
1006,and,as a result,"Earlier last week, Valley National Corp., the state's largest locally owned banking company, reported a $72.2 million loss",suspended its dividend.,Expansion.Conjunction,Contingency.Cause.Result
1627,and,so,"""The market needs a strong signal that we're serious about deficit reduction,","the best way to do that is for the House of Representatives to strip their bill"" of similar provisions, Sen. Warren Rudman (R., N.H.). said yesterday.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
1632,and,so,"""They've been looking to get their costs down,","this is a fairly sensible way to do it,"" he said.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
1074,and,then,They found they had bought stock from limit orders that they might have entered weeks or months earlier,had forgotten to cancel.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
578,and,therefore,"However, these faults are not the exclusive property of modern comedies,",I believe Mr. Knight errs when he attempts to link this modern phenomenon too closely to a single category of movie making.,Expansion.Conjunction,Contingency.Cause.Result
2176,simultaneously,"however,","Ultimately, in East Lancashire, 120 beds were closed, leaving about 950 beds among the sites.",the trust built better primary care and overtly aimed for better health outcomes.,,
2889,"by doing this,","however,","Silva's proposal is to resign at the end of the month, and then be re-appointed December 1st at a salary of $40,000, annually for the next two years.","silva would be able to start receiving money through calstrs, the state's retirement program for teachers and education officials.",,
2876,"overall,","though,","I did feel that they had some very obscure words as well as some that are basically impossible to describe without using the ""taboo"" clues.",it was a terrific purchase.,,
2274,"in the meantime,","though,",This too will become something they move with and learn.,we still have to talk about the issues so it happens faster.,,
327,and,thereby,The Soviet Communist Party has the power to shape corporate development,mold it into a body dependent upon it.,Expansion.Conjunction,Expansion.Manner.Arg1-as-manner
1790,but,"then,",My husband said he couldn't tell any difference.,one day the gals at fox pilates were talking about yamuna zake's new body rolling system for the face.,,
442,and,as a result,"In its report to Congress on international economic policies, the Treasury said that any improvement in the broadest measure of trade, known as the current account, ""is likely at best to be very modest,""","""the possibility of deterioration in the current account next year cannot be excluded.""",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
2462,and,"now,","It remains an elegant way to make any instrument, event, or musical creation you can imagine, all with a free tool.","a csound file can be baked right into an app for ios, if you so desire.",,
1921,"overall,","however,","The Wallace strategy generated some buzz and brought to the fore a number of impressive female activists, many of whom went on to be councillors, Senators or TDs.",the improvement in female participation was marginal and the targeted efforts to enhance it further were not sustained.,,
832,and,therefore,"""The more extensive the voir dire, the easier you make it for that kind of research to be effective,","I don't think courts should lend themselves to that,"" Mr. Boies says.",Expansion.Conjunction,Contingency.Cause.Result
2346,"or,",alternatively,"Story-wise you could have players belong to a shape-shifting species that absorbs traits from other creatures, that would explain all the avatar changes.",players could be spirits that actually possess the desired creature.,,
2077,"yet,","ultimately,","In the desert, the narrator is able to ""remember his name,"" or reaffirm his own identity.",he also experiences a nightmarish dystopian vision:.,,
1414,and,then,Mr. Siegel asked Mr. Freeman who his source was,", on hearing that it was Bunny Lasker, responded: ""Well, your bunny has a good nose.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1201,and,so,"Manufacturers frequently don't have anyone who is a specialist in natural gas, Clinton said,",a specialist such as Clinton can save them substantial amounts of money.,Expansion.Conjunction,Contingency.Cause.Result
1499,and,so,"The next woman was older,",I was afraid to touch her.,Expansion.Conjunction,Contingency.Cause.Result
1830,"interestingly,",moreover,"We found a difference in color usage between classical paintings and photographs, and a significantly low color variety of the medieval period.",the increment of roughness exponent as painting techniques such as chiaroscuro and sfumato have advanced is consistent with historical circumstances.,,
86,and,as a result,"Advocates said the 90-cent-an-hour rise, to $4.25 an hour by April 1991, is too small for the working poor, while opponents argued that the increase will still hurt small business",cost many thousands of jobs.,Expansion.Conjunction,Contingency.Cause.Result
1403,and,yet,The U.S. said it would fully support the resistance --,didn't.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
2893,"interestingly,","however,","That, combined with the closure of Charing Cross Road and the seemingly endless blue hoardings that face onto Oxford Street give the illusion of a large construction site.",it's actually a site that is far more compact than it seems.,,
1481,and,therefore,"Officers of the company, a health-care concern, ""were very discouraged on Friday","felt they shouldn't go public; we felt they should,"" says Sanford Robertson, partner in the banking concern.",Expansion.Conjunction,Contingency.Cause.Result
777,and,instead,"Mr. Berry, 58, had resigned after being asked by Ogilvy 's chairman and chief executive officer, Kenneth Roman, to give up his title as creative head of the New York office",to take a fuzzier international role.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
799,and,then,"At present, doctors can see how badly an artery is clogged only by inserting a thin catheter into the artery",injecting a fluid that makes the arteries visible on X-rays.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1666,and,in particular,"The vacancy rate soared more than 20% in nearly every product category,",more than 30% of office space was vacant.,Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
54,and,therefore,"The first two issues featured ads from only a handful of big advertisers, including General Electric and Adolph Coors, but the majority were from companies like Waste Management Inc. and Bumkins International, firms that don't spend much money advertising",can't be relied on to support a magazine over the long haul.,Expansion.Conjunction,Contingency.Cause.Result
2334,"meantime,","however,","While outdoor eating spots are becoming more popular, it remains to be seen whether Kelowna will ever have the robust scene other metropolitan hubs can boast.",fans of foodie culture are celebrating the tiny steps forward.,,
1287,and,as a result,"Bank Building & Equipment Corp. of America, which previously said accounting discrepancies its auditors uncovered would hurt earnings and require restatement of earlier results, increased its projections of the negative fiscal impact,",said it was exploring the company's sale.,Expansion.Conjunction,Contingency.Cause.Result
1667,and,thus,"Mr. Keating is currently the subject of a $1.1 billion federal anti-racketeering lawsuit accusing him of bleeding off assets of a California thrift he controlled, Lincoln Savings & Loan Association,",driving it into insolvency.,Expansion.Conjunction,Contingency.Cause.Result
2555,"luckily,",by then,"When they closed their doors, it was a surprise to us as well.",all but these last few shares were already gone.,,
2127,"eventually,","though,","JCC Jr. is nowhere near the boxer of Sergio Martinez and, even at his advanced age, he really should have shut Chavez completely out...And he did for 10 rounds.",the massive size difference took its toll.,,
1701,"thus,","again,",Here the power of the law stops.,we have no coronation oath.,,
1245,and,as a result,"Biggest trouble was scared family who couldn't get a phone line through,",spent a really horrible hour not knowing.,Expansion.Conjunction,Contingency.Cause.Result
113,and,so,"Many arbs are ""overleveraged,"" she says,","they ""have to sell when things look like they fall apart.""",Expansion.Conjunction,Contingency.Cause.Result
2774,"clearly,","then,","If true, then it's even more cynical to use a defense that doesn't square with the facts.","in either case, the gay panic defense was merely a ploy to get away with murder.",,
987,and,yet,"From my own point of view, given the qualities of humanity, creativity and warm spirit in which the Cuban people excel, we deny ourselves access to things we hold dear,",which seem to run in such short supply these days.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
501,then,and,"A native of the area, he is back now after riding the oil-field boom to the top,",surviving the bust running an Oklahoma City convenience store.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
2712,"in the meantime,",and,"Sharing the household was her other son, Harry, with wife Erica and daughters Eleanor and Catherine.","c1922, william appears to have taken a third wife, lydia a. williams.",,
1009,and,as a result,"But Philip Morris has scaled back ad spending on the brand over the past year, industry executives said,",it now bills about $30 million to $40 million.,Expansion.Conjunction,Contingency.Cause.Result
1198,and,so,"U.S. diplomacy has done it before,",it will likely do it again.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
1394,and,as a result,"Mrs. Gandhi had been assassinated by separatist Sikhs,",many Indians feared their country might split apart.,Expansion.Conjunction,Contingency.Cause.Result
589,and,then,"Plans for the auction, which was supposed to take place last spring","become a regular event, have been thwarted by a lack of hard currency.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
768,and,it is because,"The company attacked the government's allegations as ""reckless and baseless mudslinging,""","said its management ""promptly and accurately reported"" to the Pentagon all relevant information about billing practices.",Expansion.Conjunction,Contingency.Cause.Reason
17,and,as a result,"Despite the enormous sums of money they're paid to stand up at a Japanese plate, a good number decide it's not worth it",run for home.,Expansion.Conjunction,Contingency.Cause.Result
1042,and,therefore,"When a David Baltimore -- or the next target -- decides it is better to stand up to these forces, his fellow scientists would do well to recognize what is fundamentally at stake,",offer their public support.,Expansion.Conjunction,Contingency.Cause.Result
1447,and,then,So Mr. Carter formed three new Army divisions,gave them to a new bureaucracy in Tampa called the Rapid Deployment Force.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2948,"in the end,","though,","from commerce's perspective, the vote on independence unnecessarily introduces both these factors.","that's life, and businesses as well as individuals have to cope as best they can.",,
285,and,therefore,"In the August proxy material, Avery said that unless it sold Uniroyal, its ability to service debt would be hurt","Avery's shareholder value would ""continue to erode.""",Expansion.Conjunction,Contingency.Cause.Result
2607,"in the end,","however,",It's a tough call; especially given the money it takes to develop a game.,i think their is more to the story than just $20 used game sales don't hurt the $60 new game sales.,,
428,and,thereby,They claimed that the Fed would first give a green light to the economy by making credit readily available and then turn on the red,bring growth to a screeching halt.,Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
1328,and,as a result,"EVEREX SYSTEMS INC., Fremont, maker of personal computers and peripherals, annual sales of $377 million, OTC, had minor damage",was almost fully operational yesterday.,Expansion.Conjunction,Contingency.Cause.Result
1889,"ultimately,","however,","Of course, compressed natural gas is already the fuel of choice for many metropolitan area bus fleets.",shale gas extraction-and the hydraulic fracturing that goes with it-will have to be done right.,,
669,and,now,Mesa President Larry Risley said his board had received Stateswest's most recent offer,was reviewing it.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
31,and,then,"In electronics, for example, a Japanese company might make television picture tubes in Japan, assemble the sets in Malaysia",export them to Indonesia.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1341,and,then,"The space shuttle Atlantis blasted into orbit from Cape Canaveral, Fla.,",its crew of five astronauts launched the nuclear-powered Galileo space probe on a flight to the planet Jupiter.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
722,and,therefore,"It ripens later than most apples,",growing it in U.S. areas with chilly autumns may be tricky.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
951,and,so,"Recently the industry has faced the threat of new restrictions,",political donations may have been made with the intent to bribe.,Expansion.Conjunction,Contingency.Cause.Result
2519,"in the end,","however,","Abrams planned to put the resolution to caucus-goers, who would have a chance to vote on it along with other measures.",voter turnout was so high that he never got a chance to make his pitch.,,
214,and,then,"The ""anti-hooligan"" law, which would deprive troublemakers of cards, must be ratified by the House of Lords",is expected to become effective early next year.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
989,and,thus,"In a prepared statement from Australia, the company also said that, following the breakdown of the MGM talks, it ""had been re-evaluating its position as a significant shareholder and a substantial creditor of Qintex Entertainment""","had ""resolved to minimize the degree of further loans to Qintex Entertainment in excess of that previously made.""",Expansion.Conjunction,Contingency.Cause.Result
1164,and,then,"Fortunately, the quake was over before I managed to run out",stand naked on the hood.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2760,"interestingly,","however,","The site is an all out environmental catastrophe, totally contaminated and undergoing major cleanup activities.","because of the site's military and security issues, a huge chunk of land surrounding the site wound up protected, because it was mainly used as a security buffer.",,
2090,"luckily,","however,","You remember the cripples from the war of 1870, how they begged or sold trinkets about the streets - and you would not want your son to be in that fix.",he will not have to be for we have something else to suggest.,,
326,but,instead,"These would not function independently,","would act together to form ""combines, unions and associations"" to tackle problems and coordinate their activities.",Comparison.Contrast,Expansion.Substitution.Arg2-as-subst
560,and,as a result,Sometimes at a reception or cocktail party I advance these views,people head for somebody else.,Expansion.Conjunction,Contingency.Cause.Result
1383,and,therefore,"At a later news conference here, Frank Lorenzo, chairman of Eastern's parent Texas Air Corp., said Eastern was exceeding its goals for getting back into operation","predicted it would emerge from Chapter 11 protection from creditors early next year, operating with more service than it originally had scheduled.",Expansion.Conjunction,Contingency.Cause.Result
1724,"ultimately,","though,",The parts of happstack should be further modularized and generalized until they are not happstack specific.,there is a need for some glue code to bring all the pieces back together.,,
1086,and,therefore,"An estimated 10 million Americans are now using financial planners,",the pool of capital they influence is enormous.,Expansion.Conjunction,Contingency.Cause.Result
2303,but,"now,",Because it sounded too good to be true.,i am more confident that it is a legitimate procedure.,,
341,and,then,Then they took the art to Acapulco,began to trade some of it for cocaine.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1653,and,then,"At worst, he adds, ""They'd have to grind them all up","throw them away.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
147,and,yet,"""It's the type of nervous atmosphere in which a report can be put out, such as the one saying exports will be suspended,","no one can confirm it.""",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
2813,"instead,","however,",sn-10597] for payment to the bir.,"fo delivering the same of the payee, he passed on the check to a co-conspirator named remberto castro who was a pro-manager of the san andres branch of pcib.",,
2383,"ultimately,","however,","The monetised total value is upwards of £40 billion, even £50 billion.",we must recognise that that calculation takes place over a 60-year time frame.,,
1107,and,thus,"He said Rorer sold the drugs for ""nice prices""","will record a combined, pretax gain on the sales of $20 million.",Expansion.Conjunction,Contingency.Cause.Result
848,without,but,"Especially at times like these, when declining rates make it hard for investors to get yields they have come to expect, too many people chase the promise of above-market returns",fully appreciating the risk.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
966,and,then,"When a large group of pilots once signed petitions opposing work-rule and compensation changes, he called a meeting in a company hangar",dressed them down for challenging his authority.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1072,and,so,"Applications won't have to be rewritten to work with Task Broker, Hewlett-Packard said,",the user of a computer won't be able to tell that another machine is doing the work.,Expansion.Conjunction,Contingency.Cause.Result
2434,simultaneously,"however,","When the AND gate 60 produces the DATA MODE signal, the inverter 61 and OR gate 62 disable the AND gate 63, so the timer 56 begins to time its interval.",the oh and data mode signals energize an and gate 70 to enable an and gate 71 and related circuits to produce an answer back tone (abt).,,
155,and,as a result,"But as the craze died, Coleco failed to come up with another winner",filed for bankruptcy-law protection in July 1988.,Expansion.Conjunction,Contingency.Cause.Result
665,without,but,Fed Chairman Greenspan said the central bank can wipe out inflation,"causing a recession, but doing so will inflict short-term pain.",Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
661,and,therefore,"American Medical International Inc. said it hasn't received any other offers to acquire the owner and operator of hospitals,",took another step toward completion of its $3 billion acquisition by IMA Holdings Corp.,Expansion.Conjunction,Contingency.Cause.Result
1002,and,then,Profits are also plowed back into the community; the non-profit Vermont-Slauson Economic Development Corp. receives 60% of the profits from the Vermont-Slauson Center,uses the money to provide moderate and low-cost housing in the community -- now running into the hundreds of units -- as well as commercial and industrial development projects.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2313,"in particular,",and,it is the quality of this context that decides the range of possibility - what can be done and thought.,"this is the aspect that interests us most here, what can be designed is the result of a subjective elaboration of ideas and images produced socially.",,
2486,"in the end,","however,","the circulation of the blood is affected by various internal biological factors, including the intricacies of the vascular system.",the authors are led astray by their determination to affirm an esoteric vision.,,
176,and,in contrast,The laws of heredity dictate that half of the plants springing from these greenhouse-produced seeds will be male sterile and herbicide resistant,half will be male fertile and herbicide susceptible.,Expansion.Conjunction,Comparison.Contrast
2623,"second,",because of this,Maybe then the point will begin to stand out more starkly to you.,"too few reflect sufficiently on the significance of the fact that the living god of the bible has a personal name, and that this means something.",,
1879,"interestingly,","however,",Ansible and Salt were substantially outperformed by both Chef and Puppet.,puppet dominated not only the two newer projects but chef as well.,,
1524,and,so,"Had the futures and options markets been open, additional liquidity would have been provided","the decline, most probably, would have been less intense.",Expansion.Conjunction,Contingency.Cause.Result
2785,"in the meantime,","though,",modest goals of around 65 minutes for the half distance would indicate he will tackle the full 42km.,it's 8km through high park that dominates his race planning at the moment.,,
1203,and,then,"In developing that theme at Interpublic Group of Cos. ' Lintas: New York unit, account supervisor Lisa Buksbaum says she made a ""couple of phone calls"" to Dallas ad friends","reported her ""findings"" to a team of writers.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
24,and,because of that,She was untrained,", in one botched job killed a client.",Expansion.Conjunction,Contingency.Cause.Result
2778,"again,","though,","When pollsters ask American evangelical Protestants to describe Mormons in a single word, the most common answer is still ""polygamy.""",it's not just conservatives who trade in these stereotypes.,,
1936,because of that,and,"""We don't have any drop-ins anymore,"" said Brown, referring to Pike customers who wandered over to play Lite-A-Line.","the recent proliferation of bingo, he said, business has declined 40% since 1979.",,
2051,on the other hand,"though,",Politicians don't want to preside over that.,laissez faire is equally unattractive to politicians because most people don't want to accept responsibility for themselves.,,
2271,"in sum,","then,","Without a good unit of account, it is impossible to make meaningful accounting calculations or to write contracts.",an unsound currency prevents important elements of a market economy from working.,,
875,and,then,"""Under this scrutiny, the first thing you do is sell your cyclical stocks","the second thing you do is sell your over-leveraged companies.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2664,"though,","however,","He had paid visits to Mergatroyd, and Jeremiah had visited Bridlington; but as both were busy men, such visits had been short and few.","they saw little of each other,' their mutual friendship remained unimpaired.",,
938,and,therefore,"""Nobody's been perfect in their credit judgments the past couple years,","we're going to make sure our default rates are going to be in the acceptable parameters of the market.""",Expansion.Conjunction,Contingency.Cause.Result
2666,"in the end,","however,",The environmental impact report is reassuring in that many factors were thoroughly studied and ruled out because they do not apply.,the mountain of data tells us little more than what common sense suggested in 2006 when various locations were whittled down to a realistic few.,,
1552,and,so,"American Continental's thrift unit, Los Angeles-based Lincoln Savings & Loan Association, is in receivership",the parent company has filed for protection from creditor lawsuits under Chapter 11 of the federal Bankruptcy Code.,Expansion.Conjunction,Contingency.Cause.Result
346,and,so,"""People see extra messages in advertising,","if a manufacturer is clearly trying to get something out of it . . . if it's too transparent . . . then consumers will see through that,"" warns John Philip Jones, chairman of the advertising department at the Newhouse School of Public Communications at Syracuse University.",Expansion.Conjunction,Contingency.Cause.Result
2477,but,"again,","I'm seeing this constantly, and it's annoying as hell.",i could understand getting kind of annoyed by the initial response.,,
2938,"in particular,","though,",This would allow Apple to compete with similar programs run by Amazon and Barnes & Noble.,"apple is expected to follow in amazon's footsteps, offering an incentive to authors willing to accept exclusive arrangements.",,
2153,"eventually,","though,","as a teenager, pablo was often in trouble and not too interested in school, but very interested in nature.",he began to think about a university degree and took several vocational tests to help him figure out what subject would suit him best.,,
385,and,in particular,"Some shows just don't impress, he says,",this is one of them.,Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
1829,"so,","in sum,",It's the famous Reagan appeal.,i hope i've disabused you of a few notions and convinced you of the following:.,,
2134,"luckily,","though,",I pulled out my umbrella that I had been dying to use and we went with it!,"the weather cleared up before the end of the night, and we got some beautiful shots of the sunset.",,
2478,"or,","rather,","Jessica was reminded of this last week, after she tweeted out an interesting study on math education.","she tweeted out what looked like an interesting study on math education, based on an abstract that someone else had tweeted out.",,
2168,"third,","finally,",The brand won't be successful until you are its unapologetic champion-love every part of it.,pick your battles.,,
243,and,however,Mr. Nakamura cites the case of a customer who wants to build a giant tourism complex in Baja,has been trying for eight years to get around Mexican restrictions on foreign ownership of beachfront property.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
2097,"in sum,","then,","Differences in maturation rates between Neanderthals and modern humans could have resulted in developmental incompatibilities for hybrid offspring, limiting or even preventing reproductive success between the two groups.",recent studies of fossil evidence have yielded much new information about neanderthals.,,
