,sentence1,sentence2,dm1,dm2
2842,Have there yet been team-internal considerations about making registration only possible for authors with a certain skill level / who fullfilling certain requirements?,"similar ideas, have been discussed but are not of interest at this point in time.","this,",and
2843,"Could you trade Welker for maybe Andre Johnson or Roddy White, two players of similar age and production?",that would be a fairly lateral move.,"probably,",but
2844,"But, y'see, I never knew how insanely true it was until yesterday.",approximately 4:30 this morning.,"or,","rather,"
2845,"Often, the toasted panch phoron mixture is made first and other ingredients are then added.","the oil and panch phoron mixture are poured on top of a dish just before serving, as with dal and lentil dishes and with the cabbage dish below.","frequently,","though,"
2846,I really like the Milagro blanco and it was great to see that the Lip liked it too.,"that ""18 dollar"" bottle is about 30 bucks here.... .","sadly,","though,"
2847,He reasons that the equations in physics are actually time symmetric.,"if the past influences the present, so too should the future influence the present.","theoretically,","then,"
2848,"Obviously, we all do this for fun and should all spend time where we enjoy spending it.","we think certain activities, like monster design and world building, give us the (perhaps false) impression that we're actually helping our game.","sometimes,","however,"
2849,Use of more than 100 grams of seeds daily can cause intestinal upset and nausea.,fenugreek is extremely safe.,"otherwise,","however,"
2850,Will Judge Koh lift the ban?,we're pretty sure that the crowd from cupertino will be doing plenty to prevent that from happening.,"perhaps,",but
2851,better than mcnuggets in the backseat?,that's not really an endorsement.,"maybe,",but
2852,The main difference between the two is that convection steamers come with a fan which allows for more even cooking.,make sure to only use a new aga commercial gas flex hose with the purchase of your new commercial steamer.,and,"finally,"
2853,(and that? s not singling out those two by the way?),"carlos quentin may be that type of hitter in the middle of the lineup, we? ll see.","maybe,","eventually,"
2854,"(3) You mention your father's insensitivity in the hospital, manifested in his infrequent visits and his passing the time by talking to other families.","i would urge you, my dear reader, to invoke a more charitable approach.","here,","as well,"
2855,The V6 and non-Firehawk Trans Ams are available with either a manual or automatic transmission (Firehawks have a mandatory six-speed manual).,"trans am buyers who prefer an automatic can still get a performance package (performance tires, 3.23 axle ratio and more).","interestingly,","though,"
2856,They're a lot of fun and you get a lively audience.,sunday is a day to see friends.,"mostly,","though,"
2857,"Also, because I was indoors, I set the GPS to be off.",it still reported my gps location.,"though,","interestingly,"
2858,"Dear David, I have a friend who is into all kinds of S. & M. stuff.","he also tell me that who is the most exciting for him is imagining what he is going to do than actually doing it, why could that be?","curiously,","however,"
2859,"He picked it out, and when I put it on, we both fell in love with it.","when he went to buy the ring, he was going to choose a different one-but the salesman told him not to!","apparently,","though,"
2860,Not that there's not an abundance of typos on this site.,is not one of them.,"this,","however,"
2861,Occasionally it is possible to witness a shot at close range.,it is a long-distance pursuit.,"mostly,","though,"
2862,"For all their quite obvious missteps, they do seem to be operating less under malice than confusion.",that generosity of spirit is scant reward for those who have waded through the film's stiff-backed period melodrama.,"ultimately,","however,"
2863,"So, the mere act of saying ""homosexual sex is wrong"" might be a prelude to making homosexual sex unlawful.",can cause moral language in any connotation to be polarizing.,"this,","in turn,"
2864,"Locke's case for toleration is not that the claims of Christianity are doubtful, still less false.",his avoidance of a skeptical position is in part tactical.,"arguably,","however,"
2865,"Clearly, further study of how we organize coalitions and how nonstate actors operate would benefit airpower thinkers and leaders.","issues related to morality, effectiveness, and the unpredictability of human behavior will continue to intertwine with future airpower campaigns no matter who participates or against whom we direct them.","undoubtedly,","however,"
2866,"On May 7, 1985 and which is incorporated herein by reference.",the welding pattern comprises unitary zones of attachment 40 as are shown in figs.,"preferably,","however,"
2867,"during that time, lll was growing and spreading rapidly.",it began to filter back to the founders that the purpose and (still undefined) philosophy were not being presented consistently everywhere.,"gradually,","however,"
2868,Our parish priest always does this at the OF.,we have a visiting priest who is very careless about particles that remain on his fingers.,"occasionally,","though,"
2869,But are these things sins?,i bet you could get a decent theological debate going that they are not sins.,"probably,",but
2870,"I would do that, not to let them make their own, but to see if they have one or not.",they would be behind on young bees.,"probably,",but
2871,"This much exposure will not be healthy but given the situation, was it not inevitable?",i do not have to like it.,"probably,",but
2872,"Also, when milk's used in a recipe it doesn't seem to bother me, either.",i'm cutting dairy milk out completely.,"seriously,","though,"
2873,"Many say that our every thought, word, motive, attitude, and action is tainted by the flesh and is sinful.",the new testament does not seem to share this point of view.,"significantly,","however,"
2874,"Actually I spoke with Sandz today (me and JudiJ: o0) and he said it would be a good choice, that I would be looking at 7 - 8 inches.",i'm reading profiles and they say they will get much larger.,"now,","however,"
2875,(The dulling effects of television is one of Alan's father's pet peeves).,"dysart makes contact with alan by playing a game where each of them asks a question, which must be answered honestly.","slowly,","however,"
2876,"You know I am really happy for your success, but I am also distressed that I am going to have to leave.","you said as much in this post, that you will be limiting posts to only include access to people who have bought your book, etc.","already,",and
2877,It also dropped them two games out of the final wild card spot in the NFC.,the giants are still only two games out of the nfc east lead.,"amazingly,","though,"
2878,"But hey, we were bored and it made pretty colors.",someone spoke up.,"soon,","though,"
2879,"In the past, one could always assume with reasonable accuracy that when a large, multi-million dollar tract of land was sold, it was bought by institutional investors.",many large tracts of real estate in australia are being sold not to institutions but to family groups and...[read more ...],"lately,","though,"
2880,"nah, i would share.",no guarantees per my scrawny ass.,"probably,",but
2881,"Bohr then returned to Denmark, where he was forced to remain after the German occupation of the country in 1940.","he was persuaded to escape to sweden, under peril of his life and that of his family.","eventually,","however,"
2882,Such a high level of support for the UN is possible only with the understanding and support of Japanese taxpayers concerning UN activities.,we have seen expressions of some dissatisfaction in japan for the burden it is bearing in terms of un budgets.,"recently,","however,"
2883,Point for getting it all out on the table.,point for wikileaks and the arguments for them.,"ironically,","then,"
2884,Could I have learned DX at the time?,i chose to take smaller bites.,"probably,",but
2885,Can you mount three displays for less money?,"you'll be hard pressed to reproduce the ""wow"" factor created by this particular solution.","absolutely,",but
2886,"Here, the recording data Dw is recorded by the D-flipflop 58 synchronously with the data existing point clock CKd.",the recording data dw is recorded synchronously with the magnetic clock pattern 42.,"thereby,","as a result,"
2887,"But in the middle of their dispute, Tzu Chüan, Hsüeh Yen and the other maids promptly interfered and quieted them.","they saw how deliberately bent pao-yü was upon breaking the jade, and they vehemently rushed up to him to snatch it from his hands.","subsequently,","however,"
2888,That is why Israel has persuaded the US to block any attempts to halt fighting for a while.,"even the hezbollah is in no rush to beg for a ceasefire, since a long war benefits guerillas and not the idf.","ironically,","however,"
2889,So can Europe break this vicious cycle of the debt crisis creating a recession and that recession making it harder to fix the crisis?,it will involve being decisive and making some important decisions now before the economy gets much worse and the window to solve the crisis completely closes shut.,"perhaps,",but
2890,That red liquid drops from the ceiling.,"it only barely hurts, so it's no big deal.","now,",but
2891,"And for files where you are only access one line at a time, uses less memory than loading the whole file into memory and then parse it.",i'm using someone else's script.,"probably,",but
2892,These days there seems to be an assumption that everyone is able to download a 2GB iso and burn it to either a DVD or a largish USB stick.,i found what i needed:.,"eventually,","though,"
2893,I don't know.,i don't know for sure.,"probably,",but
2894,"Moderation will never be perfect, since it relies on human judgement, and anyone can have a bad day and make some mistakes.",i have have noticed that the quality of comments has improved dramatically since the moderation system has been implemented.,"overall,","though,"
2895,"and yet, there is aiden: unliving proof that the entities can be contained and controlled in a non-omnicidal fashion.","is what they are trying to do with all the constant research and experiments that have gone on for jodie's life, the condenser experiments, jodie's militarization, etc.","this,","ultimately,"
2896,"This can make it easier than running separate software for MDM and anti-malware security, but it's not essential if your company is already invested with a particular anti-malware vendor.","showing how malleable the market has become, anti-malware vendors are adding mdm functionality to their products.","increasingly,",and
2897,"The bipartisan AAI, co-founded in 1985 by George Salem, who also signed the Ground Zero mosque letter (see below), has worked to increase Arab-American voter participation in U.S. elections.",the aai opposed president george w. bush's ouster of iraqi dictator saddam hussein.,"significantly,","however,"
2898,Will seeing their little blue friends blown up send thousands of Belgian kids into shock?,"unicef says the ad is meant for adults, and will be aired only at night.","perhaps,",but
2899,"3, however, the FFT, IFFT, filtering and frequency shift are necessary to conduct combining to reconstruct the boundary radio signal.","the fft, ifft and so on are applied to only the boundary radio signal after the branching of the signal.","preferably,",therefore
2900,"The basic reason for this is that in many applications, no information is needed in identifying which color plane the flaw exists on.",does not mean that the information is not there.,"this,","however,"
2901,The initial stress was partially responsible.,"was not the only factor as is shown by the cross plot of initial and residual stresses for 850 f, page 24.","this,","however,"
2902,"In the same way smuggling broke out openly in Switzerland, after having been kept down as much as possible during the preceding period.",did not mean that napoleon had abandoned the continental system.,"this,","however,"
2903,The sum and substance of the Indian understanding of the term is that it junks the United Nations resolutions on Kashmir and avoids any international interference in the issue.,helps india to maintain status quo in kashmir.,"this,","in turn,"
2904,(Maybe they could adopt a vaguely Belgian mien with something like L'Eau du Pissior).,last night's shot was very much inside.,"maybe,",but
2905,"The goal of being at home is still worth fighting for, and one from which children benefit in many ways.",these days it's a choice that most women cannot afford.,"realistically,","though,"
2906,"But this sublime truth, though connected with no theory of future rewards and punishments, was received in Greece long before his time.","as the expressions of cicero indicate, thales might be the first who attempted to give reasons for what was believed.","perhaps,","however,"
2907,Update: Our CTO had a chat with him this morning.,"of that chat, the creative director went through and got everything straightened out in cvs.","apparently,",as a result
2908,"therefore, his entire mode of criticism must be called into question.",the criticisms themselves still stand.,"perhaps,","though,"
2909,"I tried to stop crying, but the pain was intense.",i felt a warmness that wasn't associated with the pain in my ass.,"slowly,","however,"
2910,This would prove to be true as the week unfolded.,"i was excited and full of anticipation about the events of the coming week, and eager to reach my destination and join priscilla's homecoming.","overall,","though,"
2911,The last few negotiations have been stinkers.,they are firmly committed to jose iglesias as their shortstop and have organizational depth there in the minors.,"realistically,","though,"
2912,The position of English as a lingua franca in the present-day world means that it enters into constant contact with virtually every other major language in the world.,leads to accelerated change and variation in english itself.,"this,","in turn,"
2913,"Some people diagnosed as terminally ill don't die for years, if at all, from the diagnosed condition.","euthanasia activists have dropped references to terminal illness, replacing them with such phrases as ""hopelessly ill,"" ""desperately ill,"" ""incurably ill,"" ""hopeless condition,"" and ""meaningless life.""","increasingly,","however,"
2914,"Get the whole story down, the full sequence of events, from OCD's first appearance to your latest efforts at therapy.","record your reflections on these experiences - the philosophical, theological, and poetic self-inquiry that will show readers how you've come to understand what you've gone through.","then,","separately,"
2915,"Hooters cried foul, claiming that it had exclusive rights to this particular form of sexploitation.",hooters ran afoul of the rule that trade dress which is merely ornamental or functional is not protected.,"apparently,","though,"
2916,"At one point, Giants left-hander Jeremy Affeldt, apparently trying to play peacemaker, grabbed Victorino and tried to disentangle him from the knot of players.","victorino broke free, scooted behind the scrum's outer edge and plunged into giants hitting coach hensley meulens.","soon,","however,"
2917,ETFS Physical Platinum Shares (PPLT) 1.8% Lingering European concerns have given the jitters to U.S. investors.,strength can be seen in some growth-correlated assets.,"interestingly,","however,"
2918,Does that mean that you can host your data to the Android Market so that after your gets installed it downloads them from the Market?,there are few details at this time.,"presumably,",but
2919,"I can put my riding pants, jacket, gloves, and helmet in there, with a bit of room to spare.","i'll leave on the over pants if i'm going into a coffee house, to my tai chi class, into a store, or such.","frequently,","though,"
2920,Are most of those organizations SMBs?,that doesn't make hyper-v's growth any less valid.,"probably,",but
2921,"When the high school American football players Trent Mays and Ma'lik Richmond were arrested on suspicion of rape in Steubenville, Ohio, last August, the international media barely reacted.",what happened on the evening of 11 august last year and early the next morning was all anyone could talk about.,"locally,","however,"
2922,"Divorced from this, culture shock can be a useful, sensible, accurate way of understanding what happens to you psychologically when you live abroad.","since the 1980s many postmodern or, as they call themselves, ""contemporary"" anthropologists have been arguing that it should be completely abandoned.","significantly,","however,"
2923,"In most cases, indicating informed consent boils down to students' parents signing a letter giving permission for the study.","it is a good idea to recheck with students or parents periodically as the project unfolds, to make sure that they still support participation.","sometimes,","in addition,"
2924,"We carry numerous bacteria on our skin, in our mouth, gut, and other tissues, and localized bacterial infections are common and mostly not harmful.",a localized infection turns into dangerous systemic....,"occasionally,","however,"
2925,Python Batteries Included.,"we're trying to provide something as useful with ocaml batteries included, but with the added safety and speed of ocaml.","well,","obviously,"
2926,She made these assertions unequivocally.,"lindengrove offered into evidence a copy of the nurse's notes in question, and asked dieterich to explain why they showed no entry by her.","then,","however,"
2927,"Many people in my life - my parents, family, teachers, professors, friends, bosses and colleagues - have offered me critical insights.",i realize that other people with disabilities have taught me the most.,"increasingly,","however,"
2928,(It was rained off.),the forecasters stick closely to an understated script.,"mostly,","however,"
2929,"He was elected again the year after, and twice more, in 1406-7 and 1419-20.","he served four times as mayor, although two of the terms were back to back.","technically,",therefore
2930,Don't you think GM would like to unilaterally cut all of its workers salaries and stop paying out legacy costs?,since there is a union this is not possible.,"absolutely,",but
2931,Wouldn't our personality go too?,only the acculturated games which weren't very authentic in the first place.,"probably,",but
2932,"Chacmas usually live in social groups composed of multiple adult males, adult females, and their offspring.",very small groups form that include only a single adult male and several adult females.,"occasionally,","however,"
2933,"Obviously our favorite ballplayer was George Brett, watching him from the stands and everything.","there were the games in lincoln, and sometimes beyond.","mostly,","though,"
2934,does big pharma leverage its pop-a-pill advantage?,the fact that those companies are wildly profitable doesn't negate the healing that their medications provide.,"probably,",but
2935,Fluid normally drains through the angle.,"the fluid drains too slowly, which allows it to build up and increase the pressure in the eye.","sometimes,","however,"
2936,Bread baking techniques have long been based on experience and tradition.,this has since led to misconceptions about the processes involved.,"arguably,","however,"
2937,There was no powder blackening on the clothes.,alec cunningham had lied when he said that the two men were struggling when the shot was fired.,"evidently,",therefore
2938,Does the hand of industry reach out often to pull science in one direction or another?,it's nowhere near being the closed ranks of a cabal of greedy people that hari makes it out to be.,"absolutely,",but
2939,Will Espinosa's name be included in that conversation?,first he needs to worry about becoming a more well-rounded ballplayer before that can ever happen.,"maybe,",but
2940,"you were, in fact, the person who was implying that it was something made up by the pps to cover their lack of progress.",you did this by quoting the state's website.,"oddly,","though,"
2941,"""building-up of cash reserves and not-Olympics-related spending unaccounted for in previous government budgets ..."".",the amount of money greece had to borrow to finish off all those necessary structures and constructions for the olympics has turned a serious problem into a real disaster.,"undoubtedly,","however,"
2942,Conversations about SAT and ACT scores are ubiquitous for high-school students applying to college.,colleges and universities have begun to eschew mandatory standardized-test scores as requirements for their application process.,"increasingly,","however,"
2943,"""By the time you get to that stage, there's nothing I can do, as a physician, to help you.""",some activities can help mitigate the damages to children's brain development.,"in the meantime,","however,"
2944,"In another excerpt, Mr. Ballmer addressed MS Office for the Mac, a product his company earns many hundreds of millions of dollars on each year.",he seemed to suggest that the range of options for something as simple as a mouse is very limited for the mac.,"first,","however,"
2945,"Following a Jewish law that says ""finders aren't keepers,"" Mrs. Bendosa is determined that the family should care for the chicken just until its rightful owner returns.","one little chicken becomes a flock of chickens, a flock of chickens becomes two goats, two goats become a herd of goats...until-oh!","soon,","however,"
2946,Are off limits.,"it's the god-damned thunderdome, so buckle the fuck up, you know what i mean?","mostly,","though,"
2947,"Holy Father, Croatia may soon be united to the other 27 nations that make up the European Union.",a certain skepticism toward the european union has been growing among the croatian people.,"recently,","however,"
2948,Furman hasn't been very lucky.,it hasn't been all that good either.,"truthfully,","though,"
2949,"i do not envisage a situation whereby the new body will have huge headquarters - it will be a small, lean group.",we will talk about exploiting the subregional structure.,"perhaps,",later on
2950,"Not much, in terms of praxis, I suspect.",what might be considered talismanic thought has had a major influence on the new zealand baha'i psyche.,"curiously,","though,"
2951,Do I think this particular story is one-sided?,we can't be oblivious to the signs.,"absolutely,",but
2952,Does OBAMA think he's fooling anybody by sending out these hacks like Clark to make statements debasing McCain and then saying he doesn't agree with them--does Obama think we are stupid?,people are slowing catching on-,"probably,",but
2953,More of the secret past life of Skids comes to light as Rung helps lead him through drawing out his repressed memories.,an old acquaintance of rung's shows up needing a bit of help.,and,at the same time
2954,The game used to work fine.,the game has been freezing whenever i get on a server about a minute into the game.,"lately,","however,"
2955,"Unfortunately, this is also self-defeating, because by using logic to prove the existance of god (and thus logic) is just as absurd as nihilism.",leads to the logic that nothing can be known.,"this,","in turn,"
2956,"He has some great shots, but I could never really understand the patience it takes to get these pictures.","i've begun to understand better, as i've taken up biking to local villages to visit and take pictures of the village churches.","lately,","though,"
2957,Hampden poetry in motion from Zizou.,the then 29-year-old playmaker's stunning collection was devoid of a uefa champions league winners' medal - despite him having had two cracks at the prize.,"curiously,","however,"
2958,"And that sometimes, they may each have a point.","the left was too complacent about saddam hussein's bloody tyranny, because it so could not handle the us military as the means of overthrowing him.","maybe,",for example
2959,"Timaeus, 31 b and 92 c, to which Plutarch refers in De Defectu, Oraculorum, 423 a and c, where he inter- prets the word to mean ""only born. ""","he probably takes the final element in an active sense such as it has in kaaaiyewca, an epithet of demeter, the moon, and the earth.","here,","however,"
2960,"Of course, he also wanted me in skirts all the time, my hair to my ankles, stockings and garters.","had we stayed together longer than a year, he would have wanted me in the kitchen stocking-foot and pregnant.","probably,","eventually,"
2961,"Without a good unit of account, it is impossible to make meaningful accounting calculations or to write contracts.",an unsound currency prevents important elements of a market economy from working.,"in sum,","then,"
2962,"It was so easy to reinterpret her physical pain for the pain of a broken heart, or unrequited love, or of being unable to live without a Fennimore brand refrigerator.",the pain knocked her down again.,"eventually,","though,"
2963,was it over the line?,i'm not convinced the ref was going to give it.,"probably,",but
2964,"Norfolk racks up expenses of over £20,000 a year in travel and expenses, with a new chair costing £3,500 a time.","in spite of an amazing career record and a pugnacious attitude, he has no clothing sponsor.","curiously,","though,"
2965,Is he bemoaning the plight of the author?,the cultural clutter that is modern life's loud and tasteless commercialism is what the story is about.,"perhaps,",but
2966,"Officials there sent a letter to the S.E.C., inquiring about the status of the investigation.","ms. thomsen, the enforcement director, had left the agency for private practice.",by then,"however,"
2967,"It is sometimes said that women of a certain age constitute 'a third sex'; and, in truth, while they are not males, they are no longer females.","this release from female physiology is expressed in a health, a balance, a vigour that they lacked before.","often,","indeed,"
2968,There's business responsibilities and family responsibilities and each one needs attention.,they require more energy than i have.,"collectively,","though,"
2969,Am I being a bit optimistic about Martha Plimpton?,raising hope has been on of the highlights for me this year and a big part of that is because martha is hilarious.,"probably,",but
2970,"First, I appreciate your tone here.",i don't think you can ever expect the schools to fully compensate for parental involvement.,"honestly,","though,"
2971,"That's because the defining requirement was patience, an expletive in today's sports world.",it wasn't until the rockies reacted quickly with their own kids this summer that this team grew up before their eyes.,"ironically,","however,"
2972,"If your protagonist knows precisely how to meet her goal easily and instantly, the journey is unlikely to engage too many readers or to fill an entire novel.","i've had more students fight me on this point, insisting that false trails aren't realistic.","strangely,","though,"
2973,"for example, current mobile messaging software and computer email software do not provide the end user with the ability to manage his or her data at a single location.","mobile identifiers contain the end user mobile telephone number, and emails contain the name of the computer server that manages the end user emails.","particularly,",for example
2974,"all processes may be repeated or performed in succession, or in any order.",the goods may be stored at low temperature in substantially 100% carbon dioxide for further microorganism reduction.,"optionally,","thereafter,"
2975,"In common terminology, it is an ""untethered"" personal record, meaning that it is not bound to any single care setting or provider system.",healthvault is a connected personal record--- its purpose is to move information efficiently and when possible automatically between all relevant care settings and provider systems.,"importantly,","though,"
2976,Did she know this man?,there was a simpler explanation.,"perhaps,",but
2977,rue is an excellent herb for the repair of sore and damaged muscles and joints.,"rue has also been used to bring on the period, if it is suppressed.","historically,","however,"
2978,"But see, we don't have to - we've used our otherwise blind brains to invent tools for that.",we're as conscious of what we can't see as of what we can.,"perhaps,","then,"
2979,"These staples are a continual annoyance in the field, and we make every effort to remove them.",we will miss a few.,"inevitably,","though,"
2980,Probably the critics hoped that the severe castigation the young revolutionaries had received would induce them to retire from the apparently utterly unequal contest.,was what happened in rossetti's case.,"this,","indeed,"
2981,"In their preface, the authors indicate that it is too superficial for the specialist in cardiac or vascular radiology; they recommend it for the resident or the general radiologist.",the generalist is the man most in need of guidance to thread his way through the massive bibliographic maze of vascular radiology.,"presumably,","however,"
2982,Could an OS provide hooks to handle such management?,"that's not a core os feature, and an os that doesn't expose that by nature could have an application written for it that -does-.","absolutely,",but
2983,"Frank questions about our country asked with the innocence of outsiders, lightened from the biased weight of domestic media.","we enjoyed the shared brotherhood of cruisers, making fast friends we may never see again.","mostly,","though,"
2984,"The other two were his father, Jon, and grandfather, Arthur-and we all ended up having a great time.",this day was all about cooper.,"really,","though,"
2985,This too will become something they move with and learn.,we still have to talk about the issues so it happens faster.,"in the meantime,","though,"
2986,This mode of play also allows the Hulk to perform super moves on enemies.,many of these moves are enemy specific.,"strangely,","however,"
2987,Hardly ever.,"at my fingertips, i have that ability - and i rejoice!","yet,","now,"
2988,This should be considered before giving the drug to patients who have difficulty handling secretions.,"the possibility of respiratory depression, clonazepam should be used with caution in patients with chronic respiratory diseases.",because of this,and
2989,"Once the frontier contracts, the CSA achieves a critical mass and conducts an abler defense of it's smaller position.","the mississippi river, it's largest city and the state of tennessee are no longer part of the csa.",by then,"however,"
2990,"Until the 1960s, people were concerned primarily with their own health and prosperity - there was little reason to think that the environment was at risk.","as time went on, there was evidence - for the public to see - of the environment being damaged.","increasingly,","however,"
2991,"Islam played a major role in the slave revolts of 1807 to 1816, where Hausa Muslims dominated these revolutions and directed its movement.",did not mean that other ethnic groups were excluded.,"this,","however,"
2992,"Bloomberg's sensitivity to the climate issue was heightened, perhaps, by what Sandy did to his city.",climate change had the last laugh at our political process.,"in the end,","however,"
2993,"Literature/RealmOfTheElderlings"" 'verse is split into, at present, four different series which in many ways are self-contained.",they make up one big myth arc about the return of the dragons and the white prophet's quest.,"together,","however,"
2994,"My plans of watching every season of ""The X-Files"" in order has now stalled halfway through season three as 90210 takes it's place.","90210 takes the place of ""the oc"" which is what had already distracted me from txf.","or,","rather,"
2995,"Costly increases in labor regulations, including card check, which would make it much more costly for employers to hire workers and, therefore, fewer workers would be hired.","would cost the u.s. hundreds of thousands, if not millions, of new jobs.","this,","in turn,"
2996,"And the city aims to add parking along Atlantic Avenue, which contradicts a mitigation in the Atlantic Yards plan.",the changes are not acknowledged in the esdc documents.,"perhaps,",but
2997,"Basically, it's amazing.","it makes me wonder if she was inspired by gwen stefani's wedding dress, given the pink hombre look (although stefani's was a much more vivid graduation).","mostly,","though,"
2998,Was it the combination of pregnancy and post-partum hormones along with the grief over my father's death?,i don't know for sure.,"probably,",but
2999,"If you order expedited shipping through FedEx, you can have your Calloway County District Court Kentucky traffic school certificate delivered the next business day following your completion.",you should really check with your court.,"probably,",but
3000,Is there still a long way to go?,i'm glad that i haven't left everything until the last minute.,"absolutely,",but
3001,"Physical therapists, like all healthcare workers, make value judgments about the clinical care of their patients.","values between patients, physical therapists, and other healthcare workers conflict, challenging the moral obligations (duties) of the physical therapists to do the right thing.","often,","however,"
3002,"By recognizing what is patently true - that all din is sourced in chesed - he ""sweetens"" din, by modifying it at the source.",he draws down vast quantities of berachah from the divine attribute of chesed.,"by doing this,","in turn,"
3003,"There are also attractive and atmospheric photos, presumably taken at the recording location on the shores of the Lac de Neuchâtel, with due prominence given to musicians and seagulls.",this is a terrific and highly distinctive recording and a real treat for fans of baroque instrumental music.,"altogether,","then,"
3004,The world needs more lerts!,simply becoming more aware of your actions and their consequences is a huge step in the right direction.,"seriously,","though,"
3005,"Some of these participatory experiments have led to genuine democratic participation that has, in some cases, resulted in major changes in technological decisions.","far from implying a significant increase in citizen participation in the decision-making process, they have been oriented toward legitimizing questionable technological decisions.","frequently,","however,"
3006,"Because a hand can slip under the guard, many thousands of injuries occurred even with the guard in place.",the guard wasn't being used.,"usually,","however,"
3007,"The Patriots have played 18 games this year, including their two playoff contests, and scored before punting in nine of them.",that's subject to a big first-half/second-half split.,"interestingly,","though,"
3008,"he was anxious to secure in addition ecclesiastical peace, sought to procure the removal of his excommunication, and publicly declared his intention of making a pilgrimage to the holy sepulchre.","did not satisfy the pope, who demanded the renunciation of the right of investiture, still obstinately claimed by henry.","this,","however,"
3009,"""He's assuming then, that only men under 30 have money?""",whatever it is that men under 30 want is going to be a hit with women and older people because ...,"or,",alternatively
3010,"Not surprisingly, Tamra (perhaps the only technical ""housewife"" on the show) made fun of the other women for being chubby.","she hated on fellow castmate gretchen for being ""attention seeking""... all while displaying two very large, fake breasts.","surprisingly,","though,"
3011,"By contrast, the $100 bill is the most counterfeited note outside of the US.","even small bills such as $1 and $5 notes have been seen in low-income neighborhoods, such as the florence-firestone section of south los angeles.","lately,","however,"
3012,"also, there are times in ""deepest reaches"" where something approaching more traditional space music happens now and again, if only briefly.",it is metallic drones ringing seemingly into infinity.,"mostly,","though,"
3013,"Dissing the hit: With the meteoric success of his debut album, To the Extreme, the Miami rapper attempted to stretch his moment with a documentary, Cool As Ice (1991).",fans had moved on.,by then,"however,"
3014,"For the more hard-boiled, much of the initial curiosity was in trying to figure out who among the many artists was singing which solo.","even most of these listeners became caught up in the gentle, inspiring message of the record.","gradually,","however,"
3015,Your homeowners insurance MAY cover you on the cost of the laptops.,the loss of the data (both the fact that the wrong people may have it and you don't) is the far greater issue.,"often,","however,"
3016,Esroc: I've always wondered if artificial intelligence might spring forth naturally out of the increasing complexity of computer systems long before humans can create it intentionally.,the iphone isn't going to be the one to do it.,"probably,",but
3017,Would Derris despise him when all was said and done?,that wouldn't stop him from protecting his brother.,"maybe,",but
3018,Stupid thing to do?,"consider its implications for all the rest of the comedians, the angry people, the snarks, the jokesters.","absolutely,",but
3019,"I'm planning to try some African Dwarf Frogs with my fish, but that's the only immediate plans for any herps.",i would like some lizards and perhaps a snake again.,"eventually,","however,"
3020,"Synthetic ETFs, much like their future-based ETF cousins, played a role in helping open up certain markets previously believed difficult to access by replication ETFs.",there has been an increased trend away from synthetic etfs and towards replication etfs.,"recently,","however,"
3021,"The Chief fully agrees with McMurphy's attitude; he, too thinks it's useless to fight for anyone because the Combine will always win.",mcmurphy sees that he's become a hero to the other patients and must act like one even at the risk of his own life.,"gradually,","however,"
3022,"He, in fact, reverses and dissipates the momentum through silence, wisdom, and love.","are two kingdoms, and they are in direct conflict.","here,","in short,"
3023,"I would say if you are running transforms such as sharpen be prepared for a long wait, even on a fast computer.","ffmpeg has a squillion options, many of them arcane.","maybe,",but
3024,I was very clear-headed throughout yesterday's second half.,"i ended up staying up too late when i was tired, and my fatigue meant my guard was down.","unfortunately,",afterward
3025,"Most of these books will be good enough, but nothing special.",one of the second generation of books will be as fantastic as the original.,"occasionally,","however,"
3026,"After all, roads have been known to have had quite negative effects on wildlife.","the chimps seemed to ""draw on a phylogenetically-old principle of protective socio-spatial organization to produce flexible, adaptive and cooperative responses to risk.""","interestingly,","though,"
3027,"We need your help to ensure that we can continue to provide the unique gift of Waldorf Education to children and young people, and to our culture as a whole.",is not an insignificant matter.,"this,","also,"
3028,"Was this planned before you entered the studio, as well?",after the overdubs were completed i had an idea of the stereo picture and where the echo returns would be.,"certainly,","though,"
3029,"Regarding the delve information on reactives, is each in percentage of 100 points?","with omni drain procs, will you get up to or will you get exactly 100 health, 60 pow, and 40 end?","meaning,",for example
3030,"Climate Change Weekly #84 The mainstream media is reporting in breathless fashion about a new paper claiming current temperatures are their warmest in 4,000 years.",scientists are reporting serious flaws in the paper.,"already,","however,"
3031,But when we texted the e-concierge to ask about nearby lunch options it took more than half an hour to get a response.,our text concierge helped make a complicated dinner reservation without a hitch.,"later,","however,"
3032,The researchers conclude that oral supplementation with magnesium aspartate-HCl may be effective in lowering blood pressure in people suffering from mild to moderate hypertension who are not taking anti-hypertensive drugs.,one of the early studies on salt on hypertension rated sea salt worse than table salt.,"strangely,","however,"
3033,This also means that I make due with what's available.,"of having spent most of my life in low-resource countries, my expectations are no longer first world.","perhaps,",as a result
3034,"Understand the robbers, Levites, priests, innkeepers and victims; have compassion on them all for the misery they're in.","be like the samaritan who showed tangible mercy, just like jesus showed mercy to us.","mostly,","though,"
3035,"And the national ""news"" shows are thinly veiled vehicles for opinion-forming.",you'll come across an article or two that pulls you in no matter how hard you try to avoid it.,"inevitably,","though,"
3036,"at first, they lived solitary lives practising extremes of hardship.","some came together in large or small groups for work and worship, and so renounced the world.","later,","however,"
