id,sentence1,sentence2,dm1,dm2
3313,"It was a slow movement but subsequently, everything seemed to accelerate all at once.",a heavy weight had been lifted off my chest.,"suddenly,",as if
2700,"The soul is the essence of life and does not die, therefore we ought to identify with the soul.","when the living soul leaves it, this body dies; the living soul does not die.","truly,","indeed,"
960,I'm going to catch you up on some tremendously awesome news about solar power.,"to make one of my points, i need to give you a short briefing on some wind power facts.","first,","however,"
1055,Members are often quick to post on subjects such as this and the threads often attract thousands of visitors and hundreds of contributions.,"there seems to be no thread on the telegraph's initiative and, furthermore, the comment on the paper's own site is muted.","strangely,","though,"
4002,"The first few minutes went in coping with some bewilderment and skepticism (""Are we seriously going to play with these origami dragons?"")","all the participants were actively playing their roles, and with increasing enthusiasm began to build their own ""internet of dragons"".","soon,","however,"
1769,Does it feed his ego?,"he shouldn't even be alone with steffy, not if he really wants to make his marriage to katie work.","probably,",but
4052,"Cells are highly ordered complexes of protein molecules, each of which has an intricate three- dimensional structure that is essential for the protein to function properly.","of accident, mutation, stress, infection, inflammation or aging, some proteins do not fold correctly when they are generated, while others later become damaged and misshapen.","inevitably,",as a result
4916,"this was very bullish, as it suggested that option players did not believe the rally was for real.",put/calls on the cboe have declined as more and more investors switched to the bullish camp and started buying calls rather than buying protective puts.,"lately,","however,"
4885,"he said i was being unrealistic expecting the pistons to win 125-0, since anything more than 105-5 was really just running up the score and being unsportsmanlike.",i really don't think so.,"maybe,",but
1356,"Just once-no replays, no going back and trying a different route, just once, so as to maximize your emotional investment in the game.","the reason he says this is because, for pretty much the first half of the game, your actions have no consequences at all.","really,","though,"
15,"I know, some of you are going to point out that some readers will check back.",the vast majority won't.,"maybe,",but
1218,Gentleman referred to individual aid for Vietnamese boat people who return.,he and his right hon.,"surely,","however,"
1131,"His editor's rhetorical reply, after laughing heartily: ""Is a barnacle a ship?!?""",there is a method to circumvent this madness.,"perhaps,","though,"
721,"You probably know that by clicking the ""Refresh"" button on your browser bar or by pressing the F5 key, your browser refreshes the current page.","due to webpage time stamps and our forum cache issue, this doesn't always work.","sometimes,","however,"
5881,Too much to ask?,we can hope.,"probably,",but
572,"He's best remembered for his ""Hail Mary"" touchdown reception from Roger Staubach in a playoff game against the Minnesota Vikings on Dec. 28, 1975.",an advertised item may not be available for purchase due to unforeseen difficulties.,"occasionally,","however,"
5858,does it add to the work load?,it's the price of keeping vfr general aviation aircraft from tangling with ifr aircraft and military training missions.,"absolutely,",and
5589,"He spent 17 years rehearsing Ibsen's ""Master Builder.""",he's been in a rush.,"lately,","though,"
291,Now providing competition.,"the band was suffering from member changes and drama, a problem that would plague them from then on.","already,","however,"
3975,Will it happen occasionally?,"per etiquette you need to take steps to prevent your child, who you are solely responsible for, from bumping into others.","absolutely,",but
641,will i be wrong?,ignorance is bliss and i'll take whatever gets me through this hour.,"perhaps,",but
4288,The audio is pretty basic and forgettable as well.,"it does have some significant support via game sharing, so you can get many friends together with one umd and play the game rather easily.","technically,","however,"
3412,get your lawyer to subpoena pictures of her wounds.,"that seems like a much better option than a gun (to me, with no gun experience).","probably,",and
4503,"When, for national security reasons, British colonials issued identification cards, they followed the Malay system of naming individuals were identified as daughters/sons of their fathers.",btsisi' are referred to as the children of their parents or the parents as the mothers/fathers of their children.,"traditionally,","however,"
5442,"Guantanamo Bay, the US practice of extraordinary renditions, and the UK's reliance on diplomatic assurances when deporting foreign nationals at risk of torture, are all undeniably bad things.",the british media have tended to focus almost exclusively on these relatively narrow human rights issues to the detriment of the bigger picture.,"lately,","however,"
6458,"thus, like rotation musical chairs, one or two will be without a team later in december or january, and the prices might lower.",the mets think they should wait because they cannot justify paying the current prices without fully investigating what the far superior lackey will truly cost.,"mostly,","though,"
4952,"Ideally, the experimenter works in a closed system, affected only by the determinants that he has introduced, under the conditions he has selected.",events never occur in a closed system.,"naturally,","however,"
2628,"I am not an attorney, and cannot give legal counsel.",most licensed attorneys don't know enough about federal firearms law to be of much help.,"truthfully,","though,"
2406,i confess that i did this when i was younger because i didn't know any better.,"i watched better programming and then did away with the tv altogether, around the time the net became ascendant.","gradually,","though,"
4851,"There a few excesses, to be sure, including the obligatory bass and drums solos in the middle of the Stevie Wonder classic Uptight.","this blues-soul feast abounds with spicy, inventive dialogue in which everybody is indeed talking.","mostly,","though,"
6111,"And those phrases evoke some big names in IT, from Xerox to IBM to Microsoft, Sun, and, more recently, Amazon and Google.",there have been more than a few signs that a home-grown new england firm-emc (nyse: emc) - has also set its sights on the cloud.,"lately,","though,"
773,"Hmm, should I keep this rated PG?",i'm good at lots of things.,"probably,","so,"
2038,No other garb has such a range of possibilities.,the sophisticated styles and techniques for wrapping saris that have been developed by india's ethnic groups over the centuries have been virtually ignored by scholars.,"remarkably,","however,"
3189,Segmentation research can be performed solely using variables available within a company's customer database.,"client objectives require the collection of information not already in hand, and in these cases a questionnaire is needed.","frequently,","though,"
3974,And that's before you account for the fact that manual tests are generally less reliable since humans are fallible and will occasionally leave out steps.,you'll find tests that you want to run occasionally that are hard to automate and easier to just have a human run manually before major releases.,"occasionally,","though,"
6196,"The FAA acknowledges ""the language is subjective and [that the system] is relying on pilots to use reasonable judgment.""","depending upon the condition, that decision is often made with the professional advice of the treating health care professional.","realistically,","though,"
2698,I could lie and say my friend and I planned this journey to fully explore a charming country.,we were in it for middle-earth.,"truthfully,","however,"
894,"Yes, I like the quilting guide bar for straight-line quilting.",i've been using blue painter's tape.,"lately,","however,"
6231,"The question is would they be able to hold together and put up some sort of resistance, if it comes to that.",there the occupation of crimea might be irreversible.,"already,","however,"
444,"Indeed, Japan has among the highest suicide rates in the world, and the highest rate among the G8 countries (24 suicides per 100,000 people in 200423).","if or when various aspects of the japanese lifestyle improve, japanese longevity could be expected to rise further.","arguably,",therefore
6474,I still got rid of the saw but I felt the keeper's longing in that note.,"i live in urban temporary housing, a three-floor walkup with parking meters out front.","realistically,","though,"
6099,The opening scenes and periodic others are soft and indistinct with color that looks dated and unappealing.,the lushness of the costumes and sets comes through with blazing brilliance making the more problematic shots somewhat frustrating.,"elsewhere,","though,"
1859,Could they be for real?,they are also hardly a given.,"absolutely,",but
595,Does this have any relevance for tax?,i doubt it.,"maybe,",but
4160,"""The Year in Bells"" is a record of the year's reviews and ratings.",the restaurants continue to evolve.,"inevitably,","however,"
147,Could one insist upon the healing of someone who is on the verge of dying?,be careful of the potential consequences.,"absolutely,",but
205,"All those things that you can get easy completions, that takes a lot of stress off, so that? s part of the offense that we need to continue to get better at.",the blond trautmann who stood 6ft 2in tall and weighed almost 14st began to win the affection and respect of fans and fellow players alike.,"gradually,","however,"
3039,How this plan effects the debt depends on what happens in future stages.,the plan would leave in place both the sequestration and the sgr--which could serve to encourage further deficit reduction.,"importantly,","though,"
4108,"In the cases to which the phrase ""honor killing"" is most often applied, the group in question is the woman's family, primarily her father and brothers.",this anthropologist's ears are pricking up.,"already,","though,"
124,Lawrence's per capita income grew by 3.5 percent for the year.,the average metro area saw its per capita income grow by 4.3 percent.,"nationally,","however,"
3140,"It's in the thread, but a PITA to find, that's the kind of tidbit that would be useful stored on a Wiki page.",just having information organized and not so dynamic would be most of the way there.,"probably,",but
4209,"""The ship will return to its home port at the National Maritime Museum,"" a spokesman for the minister confirmed, adding that the Government was ""already considering its future role"".","many supporters of the vessel fear it will in effect be ""grounded"" at the museum and cease to be a working, touring ship.","already,","though,"
3032,The researchers conclude that oral supplementation with magnesium aspartate-HCl may be effective in lowering blood pressure in people suffering from mild to moderate hypertension who are not taking anti-hypertensive drugs.,one of the early studies on salt on hypertension rated sea salt worse than table salt.,"strangely,","however,"
3690,"well, you measure, that if it is the will of god, it is to be fulfilled in spite of what they say.","this is the point that is the major point of the passage, the courage of conviction pays any price.","thirdly,",and
2730,That's quite a big drop from the £549.99 asking price it launched with.,this simply reframes the age-old ios vs android argument with none of the platform bias - what makes a premium phone premium?,"really,","though,"
2475,He suddenly felt sick.,"it meant to show him something, the serpent uncoiled itself.","slowly,",as if
4049,"To test whether exogenous adjuvants could ""convert"" this abortive response into productive cellular immunity, we treated mice with anti-CD40 antibodies and poly (I: C) at mid-gestation (Figure 8 B, bottom row).",we could not detect a specific loss of act-mova concepti.,"remarkably,","however,"
3193,"Tedford has had some successful years in Berkeley, namely in 2004 and '06, which saw Cal make a pair of Holiday Bowl appearances after 10-win seasons.",cal has been just above a .500 program in one of the tougher divisions in college football.,"lately,","though,"
2,Médéric did not register at the beginning of the next school year.,he left the college in the summer of 1852.,"presumably,",therefore
4047,a genuine democracy depends on ensuring all are represented equally and thus depends upon the integrity of its census.,the process has become ever more politicized.,"recently,","however,"
6416,"The Jewish soul is indeed a hardy, holy thing.","""trembling"" seems to have other intents as well.","unfortunately,","though,"
2732,"Defenders defend, midfielders run around in the middle and strikers strike.",they do not.,"increasingly,","however,"
6279,"her actions had consequences, as she wasn't allowed to travel away from and compete outside of her homeland for several years, effectively forcing her to retire.",today she is rightly revered as an all-time great gymnast and olympian both at home and throughout the world.,"happily,","though,"
5473,"Clearly, that black dot on the bottom photo is the underside of the alien spaceship sent by Xenu to help Tom Cruise keep his marriage together.","i thought that was a contrail too, based on other similar photos i have seen in the past when dr. plait wrote about them.","seriously,","however,"
3815,The famous old prison also has a Museum of the Sea to explore.,people head out to the islands to picnic and enjoy the natural splendour on offer.,"mostly,","however,"
5062,"tdb isn't a dick about it, just firm and to the point, eyebrows pulled low in a scowl as he jerks his head in a negative.",sometimes he speaks.,"sometimes,","though,"
1560,Daniel's mind was anything but simple.,he found comfort in these familiar settings.,"curiously,","though,"
4418,"it's hardly surprising that the debt-collection industry receives a lot of complaints, given the confrontational nature of the business and the embarrassment and anger likely felt by the defaulting debtor.",a high percentage of those complaints are likely to be baseless charges filed by irritated debtors simply out of spite.,"presumably,","though,"
827,i saw an airplane above the area and wondered if it might have been dropping something.,"as we sped along the industrial boulevard, i believe it is, toward the trade mart, the matter fell out of my mind, or deep into it.","strangely,","then,"
2385,"You can't fail to warm to a person who gets to grips with a civilisation through its shit, piss and willy-fixation.","her one real revelation that syphilis arrived in the west some 1,400 years earlier than had previously been thought got thrown away.","curiously,","though,"
5249,"Low Frequency Effects are impressive, when called for, delivering a window rattling experience.","there is low frequency information that isn't really called for, and that can be a mild distraction in a couple of spots in the film.","occasionally,","though,"
4208,Is it the Wheatgrass?,no one can say it is not healthy for you.,"maybe,",but
2226,That is not good for anyone.,"the problem is organisational, as well as cultural.","perhaps,","though,"
4849,"Next thing she knew, she was back in the chaos of earlier that night.",no one was running.,"only,","now,"
301,"Just take an old movie or franchise with the slightest bit of name recognition and rehash it for a new generation with lackluster results (""Psycho,"" anyone?)",a remake manages to equal or even surpass its predecessor.,"sometimes,","however,"
1088,"John David [West Virginia Tech] had been fired for producing unsatisfactory op-eds, and replaced by Doblitz who was an old network contributor from North Dakota.",he had not then been contracted to attack the federal drug administration (fda) which was the then-current project for both op-ed writing and contacting congressmen.,"presumably,","until then,"
5347,"i'd rather watch them lose in the comfort of my own home than in public, where the ignominy is much greater.",i'd rather watch the bengals lose from home than to attend a bucs game i could care less about.,"strangely,","however,"
5783,Which would seem to be Neo's point.,"for someone who wants to rub my nose in that post, neo fails to provide a link to it, which would seem to be the normal thing to do.","curiously,","though,"
2869,But are these things sins?,i bet you could get a decent theological debate going that they are not sins.,"probably,",but
4008,"Come February 2012, elements of Anonymous even took down the CIA's public-facing website, and leaked an FBI conference call in which investigators coordinated Anonymous and LulzSec participants"" arrests.",key details--such as the alleged hacktivists' names--had been blanked out of the audio file that was ultimately released.,"curiously,","however,"
5885,"I have to give a shout-out to this magazine [IEEE Security & Privacy], which also sponsors iCTF, right?",it recently provided cash prizes for the first time.,"absolutely,",and
4328,Nathaniel: I absolutely feel you here.,when i'm talking to people offline they seem confused when i say i'm glad i saw or read something that i didn't like.,"sometimes,",for example
4679,"Man, that Ed Burkhardt sounds like a class-A dick.","this guy (mma's president + ceo) certainly came across as human last night on cbc newsworld, even using the responsibility word more than once.","maybe,",but
2212,To help me get over the hump at moments like the one you just witnessed.,becker himself was a flawed champion prone to rebel against the very pressures created by his success.,"oddly,","though,"
5641,So many guns it seems like nobody could possibly keep count.,independent studio services does.,"thankfully,","though,"
6119,too fast?,"i don't feel overwhelmed by it, rather exhilarated, liberated.","perhaps,",but
4415,Stirring these ingredients together as called for by the recipe should result in an engaging motion picture.,the legend of bagger vance comes across as incomplete and uninvolving.,"strangely,","however,"
6377,Could it be her guy hates my guts?,it's still worthy of a pout.,"probably,",but
1883,"the cheapskate owners have about $500 million tied up in cablevision, or about a third of the total dolan interest in the company.",they are in for a third of the purchase of the additional shares as well.,"presumably,","then,"
2821,"As his judgment is alterable, he naturally holds that his faith and doctrine is alterable at will, and is therefore continually changing it.","he does not hold it to be the truth, for truth never changes.","evidently,","then,"
387,"The set makes a more mournful turn to challenging improvisation on ""Red Sand and Water"", working up to a sombre fanfare on the brief ""Slow Tenor and Bass"".","the set comes back to joy, finishing with ""odwala"", and, finally, moye's congas accompanying mitchell's farewell vocals:.","inevitably,","though,"
95,"therefore, if this house comes to a decision on one, surely we are telling the high court of northern ireland that it should come to the same decision on the other.",it would be more prudent for us not to discuss this matter today but to wait until the high court in northern ireland has come to its own decision.,"surely,",therefore
5370,Doesn't that mean that she is getting it there?,that is her choice maybe she likes it.,"probably,",but
1528,They want to make sure they're saving enough money to keep their finances stable over the long term and into retirement.,their most immediate concerns stem from their status as a same-sex couple under federal law.,"arguably,","though,"
551,Can it use more features and variation?,it's still too early for all of that.,"absolutely,",but
810,Might it have been better to have had two Sub 2s?,one provided more than enough headroom.,"perhaps,",but
1922,"At 1st and 2nd, you want Grease (Reflex save or be Prone), and either Sleep (will or be Helpless) or Color Spray (Will or suck, depending on hit dice).","at this level you'll want to play defensively (prepare multiple mage armor spells), hang around in the back, and plink at baddies with a light crossbow.","mostly,","though,"
6461,"Back in Elwyn Park, both the Lazenbys and Baer say they want to see a council that is able to lead the city and listen to all of the residents.",the neighbors say the leadership on the council appears to mimic the ongoing struggles in washington.,"lately,","however,"
5176,"In fact, Larry had seen The Mothers of Invention, fronted by Mr. Collins, in the late '60s at local venues like the Broadside in Pomona.",he shrank from discussing his time with the now-legendary band.,"mostly,","though,"
3568,"Or, you can use the""--always-unzip"" flag, in which case EasyInstall will always unzip, even if its analysis says the package is safe to run as a zipfile.","it is simplest to let easyinstall handle the determination of whether to zip or unzip, and only specify overrides when needed to work around a problem.","normally,","however,"
5045,"The U.S. military spokesmen today love to say, ""we've won every battle in Iraq. """,we should be mindful of lee.,"perhaps,",but
6347,Since that time he has lost the knack of ignoring his own corruption.,gordon burn has chosen to render miller's exhausted point of view in a monologue of scurrilous energy.,"oddly,","though,"
6207,"However, if the film was just a gloom and doom fest, it would be a predictable nightmare of suffering akin to a regular snuff film.","in the new tradition of movies like the cove, the film is entertaining, which you frankly wouldn't expect from a narrative film showing animal torture footage.","surprisingly,","though,"
4899,Azur d'Or is an enjoyable and pleasant experience from a talented group of musicians who continue to perform at a very high personal level.,the magic that created such masterpieces as the song of scheherazade has eluded them.,"collectively,","though,"
4358,"It was hard, though, when most of his attention was on the child in his arms.",the book drew him in.,"gradually,","though,"
2468,Totally awesome?,the love between the designer and the series is clearly mutual.,"absolutely,",and
5615,"The Sahelians could very well use better drought-tolerant millets, while Filipino upland rice farmers certainly would not mind having improved dry-land rice varieties at their disposal.",the problem with some help is that it gets you out of a nasty situation only to cause a more profound one in the long run.,"often,","though,"
1760,"Urquhart is crazy--and also, apparently, a complete idiot whose whole shtick seems to consist of calling his opponents Nazis.","he's also so utterly un-american as to think that one of the cornerstones of american democracy, as articulated by jefferson, is some nazi plot.","evidently,","though,"
5880,"as it stands now, a child must undergo evaluations which map his or her ""social interaction, communication and imaginative skills"" (science daily).",research has suggested that autism might one day be detected by a simple urine test.,"recently,","however,"
3165,"We lay them out on the guest bed; L gets one half, R gets the other.",one of us (moi) usually gets stuck doing last-minute laundry and even more last-minute folding of clean clothes.,"inevitably,","however,"
3913,"He takes what is allotted to him, obeys orders, and beyond that he has no care.","this is as much as the vast psychically-anthropoid majority are up to, and a status of permanent irresponsibility under collectivism would be most congenial and satisfactory to them.","perhaps,","then,"
741,This court does not condone ad hominem attacks.,such attacks do more harm than good to the party that launches them.,"typically,","however,"
529,"It was an upward trajectory I was feeling, and that continuous improvement made me feel like I was, in fact, ""getting better.""","i mean the second half of cyclocross season in 2014 and in my first race of 2015, i have felt pretty off.","lately,",and
2204,"Bitney resists pigeonholing his style and subject matter and enjoys painting still-life, landscape, and figurative works.",he says he has spent considerable time in his studio painting from a model.,"lately,",for example
4685,"what's more, comps in the company's already-massive u.s. market gained a reasonable 2%.","operating profit in the china division fell 41%, but rose in the u.s and at yum!","unsurprisingly,","then,"
2750,The body needs it for fuel.,"food-specifically unwanted, or unused food-is proving to be a source of a different type of power: electricity and heat.","increasingly,","however,"
6140,I would have divorced him if there had been enough money.,i still loved him.,"strangely,","though,"
487,this process of changing core beliefs can happen in the blink of an eye.,"for most people, it takes several years to complete.","realistically,","however,"
3416,"In fact, perhaps even outside capitalism; aren't the investment disasters of the Soviet Union something similar?","it's possible to look at this process philosophically; as j. k. galbraith said, nothing but money is being lost, and the people who are losing it usually have plenty.","usually,","however,"
3152,Acute episodes of severe pain (crises) are the primary reason that these patients seek medical care in hospital emergency departments.,the pain is incompletely treated.,"frequently,","however,"
5169,"can these movies, classical conditioning or brainwashing turn someone into a savage, barbaric killer?","if you think the barbarian isn't already inside you, i have news for you, its is!","absolutely,",but
2401,"Not that I'm concerned, there is plenty there to spin up BOTH wheels at will in the dirt.",it most likely won't be through christini.,"maybe,",but
1469,Do I get discouraged when I go to a pot-luck and can only eat the dish I brought?,i can't fathom actually eating that other stuff because i never want to be that sick and mean again.,"absolutely,",but
825,Instead of taking some action all the political parties have started using it as a mean to make their opinion strong and win the elections.,that would be scary and unfortunate too.,"absolutely,",but
728,"Under his guidance, Roach advanced quickly, winning his first ten bouts.","roach began to notice a problem: in training he listened intently to what futch had to say, and put it into practice with relative ease.","soon,","however,"
5828,"I started out with the plan that in fiction I could make those four years end differently, and subsequently I could have a whole different life.","i got caught up in the re-telling of my story, making things happen differently for me out on the flight line (more interestingly) with the men i worked with.","oddly,","though,"
5072,Is it difficult?,"we are very focused on utilizing our speed, our flexibility in tandem with our oem partners to take advantage of the market opportunities that are out there.","absolutely,",but
3474,"I agree, not because that's true, but because I also got the impression that this article was trying to send that message with all the interracial comparisons.",white people only age badly when they deliberately sun-damage their skin.,"truthfully,","though,"
1520,"Like the base transceiver 38, the vehicle transceivers 48 are preferably ARLAN transceivers, with the outputs of each vehicle transceiver 48 being sent to a respective VCON 20.",the wires intersect for lane change purposes.,"occasionally,","however,"
6259,What motivation remains for paying punters to attend games involving whichever side lies in seventh is open to debate.,excitement should be as guaranteed as is possible north of the border.,"elsewhere,","though,"
6191,"you say, ""pitt is going to make some 7 or 10 seed very happy.""","it's time we stop seeding teams because they're media darlings (texas, kansas, ohio st., duke, i'm looking at all of you) and start looking coldly at the resumes.","perhaps,",but
5852,"Their cones explode like hand grenades in fires, spreading flames as they roll downslope.",what i considered the heart of the perkins canyon experience was untouched by the fire.,"oddly,","though,"
1811,She was at a point where having her own charge card was both a status symbol and a financial necessity.,it was a symbol of a time in her life when she was no longer a teenage kid but certainly not yet an established adult.,"mostly,","though,"
2531,"Some say that, when high, they had more meaningful conversations, more intense sex, or a spiritual awakening.","the high bottoms out, the glow fades, and the relationship sours.","inevitably,","though,"
1107,So maybe it's even-numbered books that get me!,i do think the issues are related in that they involve some level of performance anxiety.,"seriously,","though,"
1108,"Egyptian President Hosni Mubarak is a fervent advocate of resuming negotiations, an unpopular position at home and in the region.",egypt appears to be entering a new phase of regime-succession obsession.,"increasingly,","though,"
6293,"Plus, Radek has the game to complete the job.",any of the top players could go down tomorrow.,"really,","though,"
2775,"In what might have been the ultimate vanity-project disaster, writer/director O'Neal casts himself in the lead role as a songwriter whose material O'Nan himself wrote.",the filmmaker can write a credible sensitive-indie pop song and has no problem putting it across on acoustic guitar.,"happily,","though,"
4796,Are inflation estimates off?,that's still not a reason to try not to take inflation into consideration.,"probably,",but
4224,Would he make us better?,he wouldn't necessarily drastically alter our offense like moss did for new england.,"absolutely,",but
2163,"Asked what he would like the people who bought the pottery to do, Foster says he'd like them to hand it over to the Native Americans.",he doesn't expect it to happen.,"realistically,","though,"
1993,Students need it.,"slocum's story can operate as a ""teachable moment"" for all educators concerned about the limits of academic freedom in the digital age.","perhaps,","then,"
5470,"At times, Dreyfus and Kelly seem to come quite close to the joyful secular nihilism that can be found in Nietzsche.",the gods take up a more prominent role.,"elsewhere,","however,"
6035,"Personally, I'm banking on a Diaz vs. Silva showdown in early 2015, right around the same time Silva said he wants to return to the cage.",the opponent is just a formality at this point.,"really,","though,"
116,"It was established in the year 2008, but then it was intended exclusively for UK gamers.",it became viral around the globe.,"soon,","however,"
1209,Thanks for the follow up.,that's why my heart hurt yesterday for those within the comments.,"absolutely,",and
3304,What are Google's options?,a less stigmatizing design would help (google just announced its 2014 i/o conference will focus on the subject).,"well,","obviously,"
24,Sometimes we don't think the person whose behavior we're talking about would be receptive to argument or argue in good faith.,the statement itself is simply false.,"sometimes,","however,"
4228,Are there some who cut corners and place workers in harm's way?,most employers want to do the right thing.,"absolutely,",but
5435,Is Ohio State overrated?,i also don't think they're leaving the top 10 anytime soon.,"probably,",but
5933,"Moses is not mentioned in the Hagaddah (with one minor exception), presumably to show that the exodus happened entirely by G-d's power and to not deify Moses.","the maggid during the original second seder (a year after the exodus) mentioned moses since they knew him and since most stories involve human actors (e.g., shemot through beshalach).","presumably,","though,"
2207,"You'd be better off using plain old Notepad, or if you're comfortable with HTML editors such as Dreamewaver or HomeSite those ought to work too.",i'm not familiar with the dreamweaver interface.,"probably,",but
1359,"Nineteen years after his birth, Conger graduated from Lombard College.",conger enlisted to fight with the union during the civil war.,"soon,","however,"
2403,"I found it a tissue of errors; for, in truth, they know nothing about us here.","the article ""cincinnati"" was a mere philippic against that institution; in which it appeared that there was an utter ignorance of facts and motives.","particularly,","however,"
4882,"It seems hypercritical and absurdly churlish to gripe, but ...",there was absolutely nothing from amnesiac.,"curiously,",for instance
6254,"I know the game is hard to come by, but even that seems a bit ridiculous.",you couldn't just go to the store and buy it back when it came out irrc.,"maybe,",but
1543,College lawyers are far from thrilled with how DiPaolo's employer-the U.S. Education Department's Office for Civil Rights-is regulating colleges' handling of sexual harassment of students....,dipaolo wasn't there to make amends or walk back ocr's disregard for freedom of speech and academic freedom.,"unfortunately,","however,"
5162,"Society was being master-minded by someone, or something, so irresistibly powerful that Mervyn's first reaction was hopeless fear.",he learnt how to distinguish allies from organisation men and began building a counter-coup of his own.,"gradually,","however,"
4003,-- MikeSmith Doesn't DoTheSimplestThingThatCouldPossiblyWork result in interfaces that keep changing?,"this happens anyway, unless everyone always designs the interface correctly first (and this usually doesn't happen.)","probably,",but
1235,The vernal equinox occurs at a specific date and time all over the Earth at once.,the date of easter occasionally differs from a date that depends on the astronomical full moon and vernal equinox.,"inevitably,","then,"
4524,@ XboxSupport said they didn't have any info on what would become of those folks.,nothing will happen there.,"probably,","though,"
5942,"Too bad, since he produced some great work when it did get his full attention.","i'm a fan of frank sinatra the singer, and i don't think anyone can ever top his body of work.","mostly,","though,"
5724,"""The only thing I'm convinced of is that we'll give everything, and we'll be above reproach in terms of our team spirit,"" Matuidi said.",honduras should be the more worried team considering the ease with which france has been scoring.,"realistically,","though,"
722,"The sad reality is that we are literally drowning in debt, and we are going to pass this enormous debt on to our children and grandchildren.",the horror that this nation is facing is beyond comprehension.,"seriously,","though,"
1040,the pair is selected for beijing.,international fleet of 32 boats took part in the regatta.,"altogether,",and
2055,It captures simultaneously the character's pragmatism and humor.,"the sculptors at mego reserved the ""one-raised-eyebrow"" look for bones, and not for spock, where it would have been much more at home.","oddly,","though,"
4871,"But as everyone who tries to live by Faith knows, Faith is a dark light, but fortunately a light nonetheless!","as drew christiansen points out, he who dwells among us makes the darkness of faith bright and puts the ""merry"" into christmas!","truly,","then,"
6100,i would love to have a new expensive machine with all of the bells and whistles and i'd also love to have a long arm machine.,i've never come across any sewing project so far that my oldies but goodies couldn't handle other than complex embroidery.,"truthfully,","though,"
3512,"Tourism has long since yielded first place in the local economy to the military sector, and even has slipped behind electronics.",neither of the new industries would have come here if vacation travel hadn't enabled people to get to know the area first.,"arguably,","though,"
2975,"In common terminology, it is an ""untethered"" personal record, meaning that it is not bound to any single care setting or provider system.",healthvault is a connected personal record--- its purpose is to move information efficiently and when possible automatically between all relevant care settings and provider systems.,"importantly,","though,"
4120,"The human ear does not display any particular development, and the hearing of animals is often much more acute, being for them a weapon in the struggle for life.",the muscular system and the innervations of these organs in man developed further in accordance with the higher demands of accuracy and precision of movements.,"undoubtedly,","however,"
1261,"we were using really distorted drum loops and it had a throbbing gristle, early-cabaret voltaire feel to it.",the shocking realisation came that we could put stuff together which sounded quite impressive and a lot more conventionally 'musical' than we had originally intended.,"gradually,","however,"
5590,"Nobody but Scrooge would have him.""",you must admit scrooge was a terrible grouch.,"maybe,",but
5493,"Please visit Amnesty's site for booking details, and see here for details of other UK tour dates for the film.",it's why i didn't even provide a link to the facebook group.,"absolutely,",and
3513,"Six years previously he had endeavoured to obtain two war-galleons from the Portuguese, and had he succeeded, the history of the Far East might have been radically different.",he committed a blunder which his countrymen in modern times have conspicuously avoided; he drew the sword without having fully investigated his adversarys resources.,"evidently,","however,"
3410,"They had almost everything they wanted: while they would be recognised as the legitimate government of the entire territory, their Turkish Cypriot neighbours would continue to be subject to international embargo.","when the deal was eventually put to the two populations, turkish cypriots voted to accept it while greek cypriots rejected it.","unsurprisingly,","then,"
1321,"at the old variety, you could buy sundries from fishing lures to penny candy, spark plugs to the ellsworth american.",it purveyed comfort and familiarity.,"mostly,","however,"
4672,"According to the Planning Commission data, at the traditional poverty line, the India-wide absolute number of poor was 323 million in 1983, 320 million in 1993-94 and 302 million in 2004-05.",the number of poor has at best declined marginally.,"presumably,",therefore
4978,"in his 1991 campaign for louisiana governor, he received 39% of the vote, losing to edwin edwards.",duke received somewhere between 55% and 60% of the white vote.,"remarkably,","however,"
1005,is there isolated incidents?,one bad apple can't spoil the bunch.,"probably,",but
4966,Does it mean I need to get out more when verbs get me wound up?,let's not dwell on that.,"probably,",but
962,I hope the above helps all packers.,thanks for posting.,"certainly,",and
986,"It must be emphasized that this was a henotheistic - single-god worship - revolution, not a monotheistic (single god existing) one.",archeology proves that idol worship continued unabated in private houses.,"notably,","however,"
3309,Are there challenges?,there are strong policy actions taking place which we think will yield results.,"absolutely,",but
3170,It comprises the work of a lifetime.,the journal history of universities is absent among the sources.,"curiously,","though,"
5506,"In fact, it is Maryam that opens the novel, and her reflections on family and fate are what tie the novel to the mountains against which it is set.",the opposite of forgiveness is also explored-revenge.,"inevitably,","then,"
25,"every day, i can feel that torrent in my head, and if i have one birthday wish it's just that i want them to stop it as soon as possible.","i'm a battle-scarred squid at the moment, worn down by too many deadlines but with the promise of a respite soon to come.","truly,","though,"
3874,"Many have speculated that the program showed connections between the Clinton Administration and China, and that caused the Pentagon to hush up Able Danger.",that cannot explain the actions this week in pulling the witnesses off the stand at the last moment.,"perhaps,",but
1234,"Rule-breaking non-tweeting questioner @ PdcD sent us an undergraduate thesis by email, when he really meant to ask: Lind/EE: Can we expect a gong show defensively at 1B in 2011?",we've started to steel ourselves to that possibility.,"probably,",and
5680,"stranger still, i'm sure, for those on the ground.",i can't stop thinking about all the people who have lost so much.,"mostly,","though,"
1275,"Yes, the team could restructure, but would Carr want to restructure?",it is an unknown.,"probably,",but
4623,Less than honest?,ryan sure knows his shit.,"maybe,",but
