File Number,Explicit Connective,Implicit Connective,Arg1 Complete,Arg2 Complete,Explicit Sense1,Implicit Sense1
wsj_1480,and,then,"As a result, the Dow Jones Industrial Average drifted in narrow ranges in the final hour of trading,",closed 5.94 higher to 2689.14.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1397,and,yet,"They have a series with a good character, some interesting, even occasionally surprising plot lines,",they're ruining it.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_1881,and,as a result,"In trying to raid USAir, Mr. Steinhardt abandoned his usual role as a passive investor,",ran into snags.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1778,and,then,"We ran into the house to get Mame, but the next tremor threw me in the air",bounced me as I tried to get to my feet.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2112,and,then,"Then the whole thing will start to collapse, just as it did in the 1970s,",the ghosts and banshees will be howling through the place turning people's hair white.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2070,and,specifically,Some analysts remain bullish,"point out that the dollar continues to be well bid despite key rate increases in Europe and Japan, several weeks of aggressive dollar sales by the world central banks -- some traders estimate that the barrage of sales topped $12 billion -- and a 190-point plunge on the New York Stock Exchange.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_2112,and,then,To keep him quiet we invent a new unified command every year or so run by the Army or the Air Force,put more of the Navy and Marines under it.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1319,and,therefore,"Paribas is Allianz's main French bank,",the Munich-based group said it intends to stay neutral.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0090,and,then,"The S&P index started sliding in price in September 1976,",fell 12% in 1977 -- despite a 15% expansion in dividends that year.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1264,and,as a result,Lang is cutting costs,will attempt to operate the magazine with only subscription revenue.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1567,and,as a result,"The Tax Reform Act of 1986, which eliminated many tax shelters peddled by planners, and the stock market crash the next year did cause a sharp slump in such demand,",many planners had to make an unplanned exit from the business.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1053,and,in contrast,"Malaysia's Prime Minister Mahathir Mohamad sniffed, ""If everybody else puts out their left foot","you put out your right foot, you are out of step.""",Expansion.Conjunction,Comparison.Contrast
wsj_1844,and,thus,Della Femina had billings of just $660 million last year,ranked as the U.S.'s 24th-largest ad agency.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0063,and,thereby,"Temple, however, harshly criticized Sea Containers' plan yesterday, characterizing it as a ""highly conditional device designed to entrench management, confuse shareholders","prevent them from accepting our superior cash offer.""",Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
wsj_0130,and,therefore,"Courts made the assumption that all DES pills were essentially the same,",created a market-share test so that damages would be assessed against drug makers in the proportion of their share of the original sales.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1373,and,then,"They mimic the brain by ""looking"" at an image, extracting the fundamentals -- boundaries, corners and lines --",translating them into computer data.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2061,and,then,"The British company plans to change its name to Manpower, the name of its U.S. unit,",write off part of nearly $1.2 billion in good will as a possible prelude to reincorporating in the U.S.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1267,and,then,"The solution devised by the professor was to hire six people who would mirror the actual jury demographically, sit in on the trial",report their reactions to him.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0730,and,then,"When he initially refused, he says, they stabbed him in the back","made off with $2,000 and 280 blank tickets.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2154,and,so,"Most have read the pre-trial documents, however,",estimate Kodak will be ordered to pay $1 billion to $1.5 billion for infringing on seven Polaroid patents.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0453,and,in other words,"""It can backfire because companies can step across the line","go too far, be too pushy,"" agrees Gary Stibel, a principal with New England Consulting Group, Westport, Conn.",Expansion.Conjunction,Expansion.Equivalence
wsj_0530,and,for example,"""The perception out there is that we are very conservative","we only sell one type of suit,"" Mr. Roberti says, referring to Brooks Brothers' signature three-button ""sack suit,"" with a center-vented jacket and boxy fit.",Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
wsj_1470,and,then,"The class-action suit highlights shortcomings of the Trans-Alaska Pipeline Liability Fund, which gets its money from oil companies using the pipeline",compensates those harmed by oil spills.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1327,and,therefore,"During World War II, her uncomplicated view of life led her to the conclusion that the Nazis were evil","must be resisted, a decision made by only about 2% of French citizens.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1267,and,then,"Once a jury is selected, the consultants often continue to determine what the jurors' attitudes are likely to be",help shape the lawyers' presentation accordingly.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2313,and,so,"The land to be purchased by the joint venture hasn't yet received zoning and other approvals required for development,",part of Kaufman & Broad's job will be to obtain such approvals.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0686,and,as a result,"HUD Secretary Jack Kemp backed an unsuccessful effort to strike such language last week, but received little support from the White House budget office, which wants to protect space-station funding in the bill",has tended to turn its eyes from pork-barrel amendments.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1657,and,accordingly,"Visiting Nicaragua, he praised the Sandinistas for their electoral system",chided the Bush administration for not rewarding the Sandinistas.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1007,and,specifically,Many traders forecast a continuation of the market's recent bearish trend,predict the U.S. currency will remain stuck in its relatively narrow ranges in the near term and then shift lower.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_0198,and,yet,"They also said that more than a dozen presidents have called for line-item veto authority since the Civil War,","""all have shared the view that such lawmaking power is beyond the reach"" of the president.",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0044,and,then,"In 1986-87 and 1987-88, she applied for",won bonus pay under the reform law.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1123,and,therefore,"He added: ""There's probably even a magazine for left-handed golfers . . . but the general interest magazine is something we all miss,","it should come back.""",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0102,and,then,An exhibition of American design and architecture opened in September in Moscow,will travel to eight other Soviet cities.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2381,and,then,"""I was buying at the close (Friday)","I'll be buying again because I know we're getting good value,"" said Frederick A. Moran, president of Moran Asset Management Inc., Greenwich, Conn.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1314,and,as a result,"Union Carbide, whose third-quarter earnings dropped about 35% from a year earlier","fell short of analysts' expectations, declined 1/2 to 24 1/2.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1778,and,then,"Cupboard doors were flying, the trash can in the kitchen walked a few feet, the dogs came running,","I scooted them into the dog run and stood in the doorway myself, watching the outside trash cans dance across the concrete.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1629,and,likewise,"Nevertheless, Mr. Hutchinson predicted that 1989 would be ""solidly profitable"" for Westmoreland","that 1990 would bring ""more of the same.""",Expansion.Conjunction,Comparison.Similarity
wsj_2446,and,as a result,Sen. Glenn said he had already made a complete disclosure of his role in the affair,"""I am completely satisfied to let this matter rest in the hands of the Senate Ethics Committee.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_0725,and,therefore,"Also, the new stirrings are faint,",some question their extent.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0449,and,therefore,"A spokeswoman for GE in Fairfield, Conn., said, ""Absolutely no one spoke to Jack Welch on this subject""","added, ""Anyone who claims they talked to Jack Welch isn't telling the truth.""",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0041,and,specifically,"""To get people's attention these days,"" says Douglas Bailey, a political consultant, ""your TV ad needs to be bold and entertaining,",", more often than not, that means confrontational.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1760,and,then,A dozen white office workers fold newsletters,stuff them into envelopes.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2222,and,as a result,The futures exchanges followed their own pre-set circuit breakers,"shut down at about 3 p.m. for 30 minutes, after the Standard & Poor's 500 stock index had fallen 12 points, or about 100 points on the Dow Jones index.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1379,and,then,"After three Sagos were stolen from his home in Garden Grove, ""I put a big iron stake in the ground","tied the tree to the stake with a chain,"" he says proudly.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0198,without,but,A line-item veto is a procedure that would allow a president to veto part of a big congressional spending bill,having to scuttle the entire measure.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
wsj_1349,and,therefore,"""Everybody appreciates that it is a national disaster","that we've got to address it,"" said Mr. Darman, who came to the Capitol to meet with Mr. Whitten and California lawmakers before the committee session.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0697,and,therefore,"Jack Davis, Dataproducts' chairman, said he hadn't yet seen the filing",couldn't comment.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1388,and,thus,The second incident took place after Mr. McDuffie gave an ambitious student recital,was feeling rather pleased with himself.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1572,and,therefore,Do they really believe that the number is just for verification,is simply a formality on the road to being a grand-prize winner?,Expansion.Conjunction,Contingency.Cause.Result
wsj_1478,and,so,"Vision Banc was placed in government conservatorship in March,","it operates under the control of the Resolution Trust Corp., the agency created to sell or liquidate insolvent thrifts.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0934,and,as a result,"But it didn't elaborate,",it remains unclear how far Western tourists and foreigners living in Moscow will be allowed to benefit from the sweeping rate cut.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1162,and,as a result,"""A great many federal regulations are meant for larger entities","don't really apply to small businesses,"" says Marian Jacob, a legislative aide to Sen. Wallop.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1023,and,more specifically,"John Fitzsimmons, chief executive officer of Data Systems, said the company was profitable",expected sales of nearly $100 million this year.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_0295,and,instead,"""The trail of revenue is increasingly going away from pure advertising,","going towards other services,"" Mr. Spielvogel said.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_1140,and,thus,"Generally, a short seller expects a fall in a stock's price",aims to profit by selling borrowed shares that are to be replaced later; the short seller hopes the replacement shares bought later will cost less than those that were sold.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1766,and,thus,"The whole idea of computer-integrated manufacturing, CIM, seems to be making a comeback after losing a little luster over the past couple of years when it became apparent that it wasn't a panacea that would make U.S. plants more efficient",banish foreign competition.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1985,and,then,"Fannie Mae, a federally chartered, shareholder-owned corporation, operates a secondary market for mortgage loans, buying loans from lenders, packaging some into securities for sale to investors",keeping the rest in its portfolio.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1374,thus,and,"The company said earnings would have increased if it hadn't been actively repurchasing its shares,",increasing its interest expense and reducing its interest income.,Contingency.Cause.Result,Expansion.Conjunction
wsj_1550,and,then,The experiments involve encircling a thin rod of palladium metal with a wire of platinum,"plunging the two electrodes into ""heavy"" water in which the hydrogen atoms are a doubly heavy form known as deuterium.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0116,and,then,"They have begun sending letters explaining the program, which began Oct. 18","will end Dec. 18, to about five million card holders.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1856,and,as a result,"The BBDO Worldwide ad agency studied ""brand parity""","found that consumers believe all brands are about the same in a number of categories, particularly credit cards, paper towels, dry soups and snack chips.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0818,and,as a result,"If sales don't pick up, the cuts will go deeper",incentives will sprout again.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1322,and,so,"""It's a segmented market,","if you have a good, strong credit, people have an appetite for it,"" he said.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1381,in order,thereby,Imperial is in the midst of reducing its junk-bond holdings and getting out of the investment banking business,to return to traditional thrift activities.,Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
wsj_1506,but,instead,"No notification was ever considered, officials said, apparently because the U.S. didn't think the coup plotters intended to kill Mr. Noriega,",merely sought to imprison him.,Comparison.Concession.Arg2-as-denier,Expansion.Substitution.Arg2-as-subst
wsj_2451,and,then,"Studios are ""powerless"" to get shows in prime-time lineups","keep them there long enough to go into lucrative rerun sales, he contends.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1730,and,then,The editor of Pravda was dismissed,succeeded by a confidant of Soviet leader Gorbachev.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1318,and,then,"In an interview, Mr. Hogan said the subsidiary's primary mission will be to make movies for TNT",to distribute them internationally.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2055,and,then,Soviet leader Mikhail Gorbachev opened a major U.S. trade exhibition in Moscow,"spent two hours touring some of the 150 stalls representing such blue-chip companies as General Motors Corp., International Business Machines Corp. and Johnson & Johnson.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1274,and,at the same time,"Japan, the world's third-largest liquor market after the U.S. and Britain, helped American companies in April when it lowered its tax on imported spirits",levied a tax on many domestic products.,Expansion.Conjunction,Temporal.Synchronous
wsj_1142,and,as a result,"In contrast, the industrial average recovered almost completely from its skid",closed down 0.1%.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1125,and,thereby,"""Why should you beat your brains out fighting the environmentalists, the neighborhood groups, dealing with traffic mitigation, sewers and fighting city hall, then try to convince a lender to lend you money in an overbuilt market when you can get pension fund money, buy a portfolio, sell off pieces off it","play your own game?"" says Jack Rodman, managing partner of the Los Angeles office of Kenneth Leventhal Inc. a national accounting firm.",Expansion.Conjunction,Expansion.Manner.Arg1-as-manner
wsj_0656,and,then,"""We didn't look at it","say, `Oh my God, something is going to happen, '"" said Stanley Uhr, vice president and corporate counsel.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0328,and,as a result,"The result is that all sides resort to sleight of hand to make room for competing housing and environmental programs,",the commitments now will drive excess spending into fiscal 1991.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0088,and,as a result,"That response annoyed Rep. Markey, House aides said,",the congressman snapped back that there had been enough studies of the issue and that it was time for action on the matter.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0628,and,in contrast,"""The Commerce Department says go,","the Defense Department says stop,"" complains one machine tool producer.",Expansion.Conjunction,Comparison.Contrast
wsj_0553,and,so,"In fixing rates the choice of initial parities is crucial, for example,",perhaps he picked the wrong pound-DM rate.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0209,and,in contrast,The laws of heredity dictate that half of the plants springing from these greenhouse-produced seeds will be male sterile and herbicide resistant,half will be male fertile and herbicide susceptible.,Expansion.Conjunction,Comparison.Contrast
wsj_1502,and,thus,"That's a big change from recent years when freight haulage was a bright spot for U.S. productivity, helping to restrain inflation",make U.S. industry more competitive abroad.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2113,and,as a result,"That is, he is being compelled to put them on the market too soon,",has already gotten offers that are less than he paid for some of the art works.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1667,and,thus,"State engineers have made a preliminary finding that it was failure of the concrete columns, wrenched","separated from the double-decker roadbed, that was responsible for the collapse.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1635,and,then,The trust then issues securities -- generally due in five years or less -- that are underwritten by Wall Street brokerage firms,offered to investors.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0944,and,as a result,"The quotes could not be found on the tapes,","the two judges who decided the case for Ms. Malcolm and her publishers conceded that, for the purpose of their decision, ""we assume the quotations were deliberately altered.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_0071,and,as a result,"""There may be sticker-shock reaction initially,"" said Mr. Pratt, ""but as the wine is talked about","starts to sell, they eventually get excited and decide it's worth the astronomical price to add it to their collection.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1307,and,therefore,What kind of initiative should anyone expect from people out on the line who've read all this,know what can happen if they fail?,Expansion.Conjunction,Contingency.Cause.Result
wsj_1780,and,yet,"""We backed this bill because we thought it would help Skinner,"" one Republican said, ""","now we're out there dangling in the wind.""",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_2300,and,so,"At about 3:30 p.m. EDT, S&P futures resumed trading,",for a brief time the futures and stock markets started to come back in line.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0350,and,then,Sea Containers plans to sell $1.1 billion of assets,use some of the proceeds to buy about 50% of its common shares for $70 each.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0044,and,thus,"Mrs. Ward resolved to clean out ""deadwood"" in the school's faculty","restore safety, and she also had some new factors working in her behalf.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1037,and,as such,"The investment boom is mainly sparked, they say, by strong domestic demand",isn't likely to increase exports sharply.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2202,but,instead,"One might think that the home fans in this Series of the Subway Called BART (that's a better name for a public conveyance than ""Desire,"" don't you think?) would have been ecstatic over the proceedings,",they observe them in relative calm.,Comparison.Contrast,Expansion.Substitution.Arg2-as-subst
wsj_1729,and,consequently,NASA awarded the contract to CSC in November but an appeal by Sterling Software Inc. of Dallas sent the contract to the General Services Administration Board of Contract Appeals,the board required NASA to re-evaluate bidders' proposals.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1411,and,then,"""One team pays so much",the other pays more.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1903,and,similarly,"Mr. Lang admits that Ms. is ""in dire straits""",that Sassy needs big promotional dollars to keep it alive.,Expansion.Conjunction,Comparison.Similarity
wsj_1146,and,as a result,"Many a piglet won't be born as a result,",many a ham will never hang in a butcher shop.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0254,and,instead,The other 40% said the Fed ought to worry less about inflation,bring interest rates down.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_1365,and,thus,"Under that law, defendants who allegedly commit a pattern of crimes by means of a ""criminal enterprise"" may be charged with racketeering",forced to forfeit the proceeds of the enterprise.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0664,and,therefore,"But in May, the Chicago Merc said it was looking into creating a common system with the Chicago Board of Trade,",it suspended negotiations with the New York Merc.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1057,and,as a result,"Well, CBS, mired in the ratings cellar","looking to sports as a way out, wanted to close the deal immediately and block its rivals from getting another chance to bid.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1171,and,at the same time,Munching pizza when they could,"yelling until their voices gave out, the two Benjamin Jacobson specialists at the Big Board's UAL trading post yesterday presided over what can only be described as a financial free-for-all.",Expansion.Conjunction,Temporal.Synchronous
wsj_2202,and,then,"He smoked Toronto in the playoffs with six hits, seven walks and eight stolen bases in 22 at bats,","continued that by going 3-for-3 at the plate Sunday, along with walking, stealing a base and scoring a run.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1137,and,yet,Blacks and Hispanics currently make up 38% of the city's population,hold only 25% of the seats on the council.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0570,and,in other words,Thermo Electron acquired some 6% of Milton Roy's common stock before throwing in the towel,reducing its stake in early September.,Expansion.Conjunction,Expansion.Equivalence
wsj_1572,and,therefore,"""Other people are making it overnight,","the rest who toil daily don't want to miss that opportunity when it seems to come along.""",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_1267,and,as a result,"The jurors, who didn't know which side had retained them, decided for Energy Transportation,",awarded $500 million in damages.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0983,and,as a result,"Leverage is never a problem for the traditional ""open end"" mutual funds, which aren't publicly traded",aren't allowed to use leverage at all.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0118,and,as a result,"""The buyers walk away,","the specialist is left alone"" as the buyer of last resort for his stable of stocks, he contends.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0571,and,therefore,"This policy is totally mindless,",Sir Alan is correct to point out its deficiencies.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2345,then,and,"On Friday morning, before the market's sell-off, the business leaders issued a report predicting the economy would grow at roughly an inflation-adjusted 2% annual rate, through next year,",accelerate anew in 1991.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
wsj_1397,and,it is because,You're the real criminal here . . .,"what you did wasn't just a murder -- it was a crime against humanity.""",Expansion.Conjunction,Contingency.Cause.Reason
wsj_0964,and,thereby,to declare a pesticide an imminent hazard,pull it from the marketplace,Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
wsj_2362,and,so,"Also, any GEC bid might be blocked by British antitrust regulators; Ferranti is GEC's main competitor on several key defense-electronics contracts,",its purchase by GEC may heighten British Defense Ministry worries about concentration in the country's defense industry.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0101,and,so,"The potential sales are nearly $9.3 million,","House Majority Whip William Gray (D., Pa.) began the bidding this year by proposing language that the quota be allocated to English-speaking countries of the Caribbean, such as Jamaica and Barbados.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1273,and,thus,"Nevertheless, Merrill Lynch has agreed that if the thrift that issued Dr. Blumenfeld's CD, Peoples Heritage Federal Savings & Loan Association in Salina, Kan., is liquidated","the CD terminated, the brokerage firm would cover the premium Dr. Blumenfeld paid.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2308,and,as a result,"Peter Otradovec, vice president for planning at the Phoenix, Ariz., carrier, said in an interview that the work stoppage at Boeing, now entering its 13th day, ""has caused some turmoil in our scheduling""",that more than 500 passengers who were booked to fly out of Houston on America West would now be put on other airlines.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2362,and,as a result,"The 50-50 joint venture, which may be dubbed Eurodynamics, would have combined annual sales of at least #1.4 billion ($2.17 billion)",would be among the world's largest missile makers.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1162,and,consequently,"Employers must deposit withholding taxes exceeding $3,000 within three days after payroll -- or pay stiff penalties --",that's a big problem for small businesses.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0725,and,then,They pile out of their truck,"furiously begin twisting together steel pipes linking a giant storage tank to the Sharpshooter, a freshly drilled oil well two miles deep.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0022,and,as a result,"William Gates and Paul Allen in 1975 developed an early language-housekeeper system for PCs,",Gates became an industry billionaire six years after IBM adapted one of these versions in 1981.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0554,and,then,"Ogilvy eliminated the mail room staff, closed the executive dining room",", after the takeover, let go half a dozen financial executives.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0354,and,in contrast,An Avery spokesman said that the loss was magnified by accounting adjustments,that the company's loss was smaller on a cash basis.,Expansion.Conjunction,Comparison.Contrast
wsj_1550,and,in particular,"When it was restarted, heat output ""really took off""","produced excess heat for several hours before dying down, he said.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1093,and,as a result,Cie. Generale des Eaux reported that net profit climbed 30% in the first half of 1989,said that it expects a gain of about 25% for the full year.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2066,and,so,"In a telephone interview, Robert Thomson, TCI senior vice president, said Showtime's suit against HBO ""doesn't involve us,","nothing we're doing here bears any relationship to that.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_2278,and,therefore,The Washington Post reported that unidentified senior administration officials were frustrated with Webster's low-profile activities during the insurrection,wanted him replaced.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1092,and,instead,"When the response to criticism is only a better explanation of policies without altering the reasons for the criticism, I am convinced that Mr. Kageyama has still failed to attack the root cause of the problem",is simply treating symptoms.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_1276,and,at the same time,Nortek has agreed not to acquire any securities of Federal-Mogul for 10 years,not to influence company affairs during that period.,Expansion.Conjunction,Temporal.Synchronous
wsj_0179,then,and,"New rules force thrifts to write down their junk to market value,",sell the bonds over five years.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
wsj_1327,and,as a result,One devoted fan who fell under Baker's spell in 1963,began collecting Baker memorabilia was Bryan Hammond.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1915,and,as a result,"ATARI CORP., Sunnyvale, maker of personal computers and software, annual sales of $700 million, Amex, had minor damage",expects to be fully operational by tomorrow.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0309,and,yet,"Jack Kemp has submitted a package of reforms,",they are surely headed for the Capitol Hill sausage-grinder.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0445,and,as a result,"Seiko Epson Corp., a newcomer to the industry, fought off a legal challenge",started selling NEC clones last year.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2300,and,so,"But the build-up of S&P futures sell orders weighed on the market,",the link with stocks began to fray again.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1493,and,as a result,"Rowland, meanwhile, has expanded aggressively,","now ranks as the fifth-largest U.S. public relations firm, according to O'Dwyer's Directory of Public Relations Firms.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0756,and,as a result,"Such moves would greatly reduce the power of government ministries, who now jealously guard their turf",are seen as one of the major obstacles blocking economic reform.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1457,and,during that time,"It began in 1973, when he was being considered for deputy mayor,",a routine check unearthed the extraordinary fact that he hadn't paid his income tax for the previous four years.,Expansion.Conjunction,Temporal.Synchronous
wsj_1184,and,therefore,"The case strikes at the corporate image of GE, which provides the military with everything from jet engines and electronic warfare equipment to highly classified design work on the Strategic Defense Initiative,",could cause a loss of future defense contracts if Pentagon and Justice Department officials take a tough stance.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2124,and,as a result,"The common view, says Abby Cohen, strategist for Drexel Burnham Lambert, is that there will be ""mild economic growth, modest profit expansion,",things are going to be hunky-dory.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1172,and,therefore,"Fending off attacks on his economic policies in a House of Commons debate yesterday, Mr. Lawson said inflation ""remains the greatest threat to our economic well-being""","promised to take ""whatever steps are needed"" to choke it off.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1766,and,thus,"Still, consultants and industry executives said the products could help make manufacturing operations more efficient,","provide a boost to the computer-integrated-manufacturing market -- a market that Yankee Group, a research firm, has said may double to $40 billion by 1993.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2443,but,instead,The carnage among takeover stocks Friday doesn't mean the end of mega-mergers,"simply marks the start of a less ambitious game, Wall Street's big-time deal makers say.",Comparison.Contrast,Expansion.Substitution.Arg2-as-subst
wsj_0758,and,then,Mr. Engelken turned off the motor,rolled down the window.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0039,and,so,"He has a point he wants to make,","he makes it, with a great deal of force.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0466,and,thus,"Michael Foods has attracted a good many short-sellers, the people who sell borrowed shares in a bet that a stock price will drop",allow the return of cheaper shares to the lender.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2061,and,as a result,"Computer-guided buying then kicked in,",the industrials regained 27 points in five minutes.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0450,and,therefore,"Instead, New York City police seized the stolen goods,",Mr. Krisher avoided jail.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0609,without,but,"It's the line-item veto, a procedure that would allow the president to kill individual items in a big spending bill passed by Congress",vetoing the entire bill.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
